Gene stable ID	Rat gene stable ID
ENSG00000276473	
ENSG00000124664	ENSRNOG00000000491
ENSG00000070018	ENSRNOG00000006338
ENSG00000224750	
ENSG00000235489	
ENSG00000051180	ENSRNOG00000037302
ENSG00000213432	
ENSG00000231970	
ENSG00000286683	
ENSG00000237768	
ENSG00000228778	
ENSG00000198920	ENSRNOG00000014027
ENSG00000279127	
ENSG00000231902	
ENSG00000156564	ENSRNOG00000011803
ENSG00000133665	ENSRNOG00000039591
ENSG00000225792	
ENSG00000136827	ENSRNOG00000006894
ENSG00000218363	
ENSG00000270521	
ENSG00000224605	
ENSG00000233824	
ENSG00000184486	ENSRNOG00000063836
ENSG00000213783	
ENSG00000234409	ENSRNOG00000042711
ENSG00000227215	
ENSG00000286564	
ENSG00000287523	
ENSG00000218713	
ENSG00000229452	
ENSG00000204140	
ENSG00000219451	
ENSG00000264864	
ENSG00000233471	
ENSG00000233830	
ENSG00000255543	
ENSG00000198553	ENSRNOG00000021831
ENSG00000287146	
ENSG00000186509	ENSRNOG00000023530
ENSG00000105866	ENSRNOG00000005472
ENSG00000100084	ENSRNOG00000045770
ENSG00000167157	ENSRNOG00000058329
ENSG00000256897	
ENSG00000166007	
ENSG00000181705	
ENSG00000235810	
ENSG00000276064	
ENSG00000287789	
ENSG00000198060	ENSRNOG00000017396
ENSG00000161912	
ENSG00000279514	ENSRNOG00000066366
ENSG00000279514	ENSRNOG00000065210
ENSG00000279514	ENSRNOG00000062312
ENSG00000279514	ENSRNOG00000070601
ENSG00000288177	
ENSG00000277913	
ENSG00000223918	
ENSG00000254526	
ENSG00000204780	
ENSG00000277066	
ENSG00000255096	
ENSG00000255499	
ENSG00000135070	ENSRNOG00000018343
ENSG00000208006	
ENSG00000225357	
ENSG00000283549	
ENSG00000254624	
ENSG00000283785	ENSRNOG00000051849
ENSG00000283527	ENSRNOG00000055073
ENSG00000274878	
ENSG00000254925	
ENSG00000181837	
ENSG00000273612	
ENSG00000105855	ENSRNOG00000006569
ENSG00000255040	
ENSG00000277752	
ENSG00000186082	
ENSG00000228403	
ENSG00000146192	ENSRNOG00000000528
ENSG00000275559	
ENSG00000255214	
ENSG00000227475	
ENSG00000255283	
ENSG00000276089	
ENSG00000226466	
ENSG00000183134	ENSRNOG00000036631
ENSG00000214359	
ENSG00000232682	
ENSG00000214078	ENSRNOG00000069087
ENSG00000273541	
ENSG00000166326	ENSRNOG00000005191
ENSG00000279607	
ENSG00000274270	
ENSG00000230338	
ENSG00000236556	
ENSG00000270973	
ENSG00000232150	
ENSG00000287564	
ENSG00000223676	
ENSG00000283053	
ENSG00000151151	ENSRNOG00000000609
ENSG00000286191	
ENSG00000255500	
ENSG00000200711	
ENSG00000197417	ENSRNOG00000019458
ENSG00000205044	
ENSG00000106799	ENSRNOG00000007036
ENSG00000233672	
ENSG00000110048	ENSRNOG00000021057
ENSG00000251537	ENSRNOG00000003287
ENSG00000270258	
ENSG00000197665	
ENSG00000226447	
ENSG00000213341	ENSRNOG00000022485
ENSG00000262693	
ENSG00000181350	ENSRNOG00000065345
ENSG00000173467	ENSRNOG00000004994
ENSG00000176555	
ENSG00000074356	ENSRNOG00000018550
ENSG00000172772	ENSRNOG00000063952
ENSG00000254807	
ENSG00000284327	
ENSG00000197786	ENSRNOG00000043313
ENSG00000286983	
ENSG00000286382	
ENSG00000243830	
ENSG00000280288	
ENSG00000274150	
ENSG00000184344	ENSRNOG00000015331
ENSG00000255489	
ENSG00000255357	
ENSG00000233924	
ENSG00000256537	ENSRNOG00000068364
ENSG00000244176	
ENSG00000287485	
ENSG00000284393	
ENSG00000175619	ENSRNOG00000053815
ENSG00000175619	ENSRNOG00000052463
ENSG00000175619	ENSRNOG00000068166
ENSG00000175619	ENSRNOG00000028267
ENSG00000175619	ENSRNOG00000065667
ENSG00000231762	
ENSG00000213741	ENSRNOG00000068233
ENSG00000213741	ENSRNOG00000070428
ENSG00000213741	ENSRNOG00000028939
ENSG00000213741	ENSRNOG00000068524
ENSG00000137193	ENSRNOG00000000529
ENSG00000136104	ENSRNOG00000009192
ENSG00000223878	
ENSG00000271900	
ENSG00000287093	
ENSG00000232344	
ENSG00000235464	
ENSG00000139112	ENSRNOG00000053362
ENSG00000225907	
ENSG00000189152	ENSRNOG00000002599
ENSG00000236318	
ENSG00000149182	ENSRNOG00000014429
ENSG00000225739	
ENSG00000229358	
ENSG00000225690	
ENSG00000083099	ENSRNOG00000043105
ENSG00000108242	ENSRNOG00000052810
ENSG00000108242	ENSRNOG00000001466
ENSG00000108242	ENSRNOG00000013241
ENSG00000266538	
ENSG00000237911	
ENSG00000136231	ENSRNOG00000009052
ENSG00000167840	
ENSG00000198732	ENSRNOG00000005998
ENSG00000151224	ENSRNOG00000011351
ENSG00000128191	ENSRNOG00000001886
ENSG00000234782	
ENSG00000245975	
ENSG00000178919	ENSRNOG00000023497
ENSG00000228679	
ENSG00000159251	ENSRNOG00000008536
ENSG00000135324	ENSRNOG00000010545
ENSG00000263107	
ENSG00000160563	ENSRNOG00000013933
ENSG00000220918	
ENSG00000218561	
ENSG00000029725	ENSRNOG00000005015
ENSG00000120057	ENSRNOG00000014940
ENSG00000284697	
ENSG00000227760	
ENSG00000198134	
ENSG00000013375	ENSRNOG00000009515
ENSG00000107864	ENSRNOG00000020689
ENSG00000255819	ENSRNOG00000057254
ENSG00000255819	ENSRNOG00000057643
ENSG00000255819	ENSRNOG00000052803
ENSG00000255819	ENSRNOG00000058714
ENSG00000185607	
ENSG00000187105	ENSRNOG00000038183
ENSG00000259397	
ENSG00000258461	ENSRNOG00000024563
ENSG00000244296	
ENSG00000226888	
ENSG00000185065	
ENSG00000231345	
ENSG00000272914	
ENSG00000070010	ENSRNOG00000047394
ENSG00000138190	ENSRNOG00000036601
ENSG00000224416	
ENSG00000235138	
ENSG00000136950	ENSRNOG00000014317
ENSG00000136950	ENSRNOG00000067388
ENSG00000278446	
ENSG00000271253	
ENSG00000225314	
ENSG00000234922	
ENSG00000234999	
ENSG00000224842	
ENSG00000234839	
ENSG00000286725	
ENSG00000139926	ENSRNOG00000007329
ENSG00000211694	
ENSG00000147872	ENSRNOG00000007060
ENSG00000242731	
ENSG00000235837	
ENSG00000227930	
ENSG00000236569	
ENSG00000122679	ENSRNOG00000053766
ENSG00000267075	
ENSG00000263914	
ENSG00000279296	
ENSG00000231645	
ENSG00000235859	
ENSG00000272638	
ENSG00000239223	
ENSG00000106415	ENSRNOG00000008524
ENSG00000221840	ENSRNOG00000065980
ENSG00000221840	ENSRNOG00000065896
ENSG00000221840	ENSRNOG00000068000
ENSG00000221840	ENSRNOG00000066102
ENSG00000142494	ENSRNOG00000057404
ENSG00000255375	
ENSG00000254926	
ENSG00000254919	
ENSG00000255279	
ENSG00000136930	ENSRNOG00000011732
ENSG00000167996	
ENSG00000000005	ENSRNOG00000060970
ENSG00000122548	
ENSG00000230539	
ENSG00000256975	
ENSG00000164649	ENSRNOG00000005410
ENSG00000255356	
ENSG00000000003	ENSRNOG00000003786
ENSG00000255829	
ENSG00000134539	ENSRNOG00000060246
ENSG00000148411	ENSRNOG00000018231
ENSG00000271385	
ENSG00000122870	ENSRNOG00000000614
ENSG00000226535	
ENSG00000186350	ENSRNOG00000009446
ENSG00000273300	
ENSG00000149503	ENSRNOG00000032929
ENSG00000273212	
ENSG00000093009	ENSRNOG00000070046
ENSG00000230575	
ENSG00000226578	
ENSG00000100767	ENSRNOG00000009448
ENSG00000223428	
ENSG00000213609	
ENSG00000122863	ENSRNOG00000000572
ENSG00000223819	
ENSG00000109046	ENSRNOG00000070727
ENSG00000109046	ENSRNOG00000012929
ENSG00000238116	
ENSG00000155254	
ENSG00000275320	
ENSG00000202231	ENSRNOG00000054099
ENSG00000202231	ENSRNOG00000052446
ENSG00000202231	ENSRNOG00000052314
ENSG00000224799	
ENSG00000237708	
ENSG00000222303	ENSRNOG00000053333
ENSG00000229485	
ENSG00000274775	
ENSG00000237882	
ENSG00000226646	
ENSG00000230224	
ENSG00000221930	
ENSG00000148795	ENSRNOG00000020035
ENSG00000287160	
ENSG00000271677	
ENSG00000231892	
ENSG00000238188	
ENSG00000255608	
ENSG00000228659	
ENSG00000211699	ENSRNOG00000066100
ENSG00000213781	
ENSG00000147256	ENSRNOG00000007552
ENSG00000111196	ENSRNOG00000010316
ENSG00000235574	
ENSG00000236306	
ENSG00000179869	ENSRNOG00000025645
ENSG00000167081	
ENSG00000254894	
ENSG00000241228	
ENSG00000175104	ENSRNOG00000004639
ENSG00000270863	
ENSG00000260423	
ENSG00000105988	
ENSG00000287732	
ENSG00000235140	
ENSG00000228828	
ENSG00000214487	
ENSG00000276417	
ENSG00000135362	ENSRNOG00000004666
ENSG00000241198	
ENSG00000251525	
ENSG00000065613	ENSRNOG00000011339
ENSG00000278635	
ENSG00000282080	
ENSG00000256657	
ENSG00000268235	ENSRNOG00000011034
ENSG00000256238	
ENSG00000256751	
ENSG00000213862	
ENSG00000285116	
ENSG00000111788	
ENSG00000269405	ENSRNOG00000011729
ENSG00000269405	ENSRNOG00000023256
ENSG00000166734	ENSRNOG00000016357
ENSG00000226558	
ENSG00000112200	ENSRNOG00000012718
ENSG00000256331	
ENSG00000256400	
ENSG00000111796	ENSRNOG00000057410
ENSG00000111796	ENSRNOG00000007310
ENSG00000111796	ENSRNOG00000007811
ENSG00000273746	
ENSG00000284800	ENSRNOG00000011034
ENSG00000284634	
ENSG00000230273	
ENSG00000263986	
ENSG00000110442	ENSRNOG00000004755
ENSG00000110442	ENSRNOG00000069377
ENSG00000269437	ENSRNOG00000011729
ENSG00000269437	ENSRNOG00000023256
ENSG00000133027	ENSRNOG00000054423
ENSG00000173391	ENSRNOG00000056219
ENSG00000165661	ENSRNOG00000018574
ENSG00000231590	
ENSG00000215029	ENSRNOG00000011034
ENSG00000254927	
ENSG00000124935	ENSRNOG00000020294
ENSG00000124935	ENSRNOG00000028909
ENSG00000124935	ENSRNOG00000020301
ENSG00000225513	
ENSG00000227531	
ENSG00000254518	
ENSG00000158164	
ENSG00000271166	
ENSG00000237579	
ENSG00000285283	
ENSG00000274628	
ENSG00000271005	
ENSG00000285895	
ENSG00000281909	
ENSG00000186660	ENSRNOG00000012524
ENSG00000102010	ENSRNOG00000003705
ENSG00000159433	
ENSG00000283232	
ENSG00000196422	ENSRNOG00000027193
ENSG00000213061	
ENSG00000286876	
ENSG00000285254	
ENSG00000279315	
ENSG00000236842	
ENSG00000232554	
ENSG00000287713	
ENSG00000225997	ENSRNOG00000065980
ENSG00000225997	ENSRNOG00000065896
ENSG00000225997	ENSRNOG00000068000
ENSG00000225997	ENSRNOG00000066102
ENSG00000166527	ENSRNOG00000067848
ENSG00000178243	
ENSG00000255333	
ENSG00000287430	
ENSG00000232075	
ENSG00000216708	
ENSG00000227032	
ENSG00000185052	ENSRNOG00000060687
ENSG00000240975	
ENSG00000099194	ENSRNOG00000046005
ENSG00000099194	ENSRNOG00000032554
ENSG00000271369	
ENSG00000149124	ENSRNOG00000012142
ENSG00000119487	ENSRNOG00000017583
ENSG00000235996	
ENSG00000270075	
ENSG00000179447	
ENSG00000272988	
ENSG00000066629	ENSRNOG00000043143
ENSG00000236769	
ENSG00000279537	
ENSG00000283680	
ENSG00000232675	
ENSG00000259388	
ENSG00000259509	
ENSG00000228748	
ENSG00000255825	
ENSG00000280345	
ENSG00000259674	
ENSG00000255309	
ENSG00000279865	
ENSG00000285602	ENSRNOG00000003960
ENSG00000285010	
ENSG00000232230	
ENSG00000257048	
ENSG00000255368	
ENSG00000233900	
ENSG00000268628	
ENSG00000242991	
ENSG00000225833	
ENSG00000254708	
ENSG00000204103	ENSRNOG00000016037
ENSG00000237539	
ENSG00000241935	ENSRNOG00000029501
ENSG00000235602	
ENSG00000255450	
ENSG00000185634	ENSRNOG00000037134
ENSG00000254544	
ENSG00000186312	
ENSG00000280798	
ENSG00000287652	
ENSG00000262429	
ENSG00000229771	
ENSG00000281548	
ENSG00000150244	
ENSG00000272815	
ENSG00000286972	
ENSG00000060138	ENSRNOG00000005480
ENSG00000230485	
ENSG00000238908	
ENSG00000235102	
ENSG00000225007	
ENSG00000188013	
ENSG00000132793	ENSRNOG00000016636
ENSG00000263312	
ENSG00000242752	
ENSG00000262920	
ENSG00000184702	ENSRNOG00000029912
ENSG00000255359	ENSRNOG00000049297
ENSG00000108590	ENSRNOG00000014618
ENSG00000169239	ENSRNOG00000029330
ENSG00000254743	
ENSG00000254669	
ENSG00000241577	
ENSG00000203942	ENSRNOG00000069762
ENSG00000170955	ENSRNOG00000017914
ENSG00000227851	
ENSG00000236466	
ENSG00000166167	ENSRNOG00000016280
ENSG00000266885	
ENSG00000220831	
ENSG00000273014	
ENSG00000279825	
ENSG00000215190	
ENSG00000262099	
ENSG00000261868	
ENSG00000185238	ENSRNOG00000014829
ENSG00000266079	
ENSG00000146592	ENSRNOG00000008622
ENSG00000279413	
ENSG00000200620	
ENSG00000266416	
ENSG00000281371	
ENSG00000265043	
ENSG00000264245	
ENSG00000182287	ENSRNOG00000038686
ENSG00000177427	ENSRNOG00000028208
ENSG00000217228	
ENSG00000124614	
ENSG00000183798	ENSRNOG00000016734
ENSG00000255660	
ENSG00000242661	
ENSG00000229398	
ENSG00000256981	
ENSG00000254768	
ENSG00000271462	
ENSG00000124177	ENSRNOG00000016744
ENSG00000256211	
ENSG00000271350	
ENSG00000227806	
ENSG00000212124	ENSRNOG00000029561
ENSG00000212124	ENSRNOG00000021445
ENSG00000092531	ENSRNOG00000050552
ENSG00000180423	
ENSG00000272900	
ENSG00000167825	ENSRNOG00000005793
ENSG00000200566	
ENSG00000187612	ENSRNOG00000067446
ENSG00000187612	ENSRNOG00000062410
ENSG00000187612	ENSRNOG00000066449
ENSG00000187612	ENSRNOG00000069914
ENSG00000226536	
ENSG00000124422	ENSRNOG00000032492
ENSG00000169188	ENSRNOG00000026046
ENSG00000169188	ENSRNOG00000000166
ENSG00000239650	
ENSG00000237674	
ENSG00000271967	
ENSG00000052841	ENSRNOG00000010495
ENSG00000219757	
ENSG00000287294	
ENSG00000248763	
ENSG00000232120	
ENSG00000286507	
ENSG00000219257	
ENSG00000285081	
ENSG00000286124	
ENSG00000151490	ENSRNOG00000006231
ENSG00000197085	
ENSG00000107447	ENSRNOG00000013615
ENSG00000172403	ENSRNOG00000014867
ENSG00000057657	ENSRNOG00000000323
ENSG00000166634	ENSRNOG00000002602
ENSG00000285412	
ENSG00000158578	ENSRNOG00000000167
ENSG00000272908	
ENSG00000271185	
ENSG00000288525	
ENSG00000179460	
ENSG00000279048	
ENSG00000212951	
ENSG00000228714	
ENSG00000002746	ENSRNOG00000016046
ENSG00000224988	
ENSG00000260578	
ENSG00000261018	
ENSG00000171451	ENSRNOG00000032307
ENSG00000260193	
ENSG00000237372	
ENSG00000284874	ENSRNOG00000029912
ENSG00000263424	
ENSG00000267480	
ENSG00000214626	
ENSG00000266995	
ENSG00000226998	
ENSG00000236308	
ENSG00000267292	
ENSG00000224498	
ENSG00000236626	
ENSG00000095383	ENSRNOG00000023348
ENSG00000251937	
ENSG00000235088	
ENSG00000224301	
ENSG00000273951	
ENSG00000230609	
ENSG00000232493	
ENSG00000252386	ENSRNOG00000051983
ENSG00000107438	ENSRNOG00000016166
ENSG00000141391	ENSRNOG00000017954
ENSG00000203618	ENSRNOG00000046981
ENSG00000212224	
ENSG00000233352	
ENSG00000243995	
ENSG00000124107	ENSRNOG00000055534
ENSG00000124107	ENSRNOG00000029508
ENSG00000124107	ENSRNOG00000046350
ENSG00000124107	ENSRNOG00000049280
ENSG00000124107	ENSRNOG00000046699
ENSG00000185838	ENSRNOG00000001891
ENSG00000213522	
ENSG00000286241	
ENSG00000250484	
ENSG00000284516	
ENSG00000265519	
ENSG00000266664	
ENSG00000277022	
ENSG00000227225	
ENSG00000171195	
ENSG00000101443	ENSRNOG00000014739
ENSG00000229847	
ENSG00000171962	ENSRNOG00000021303
ENSG00000162174	ENSRNOG00000020202
ENSG00000226083	
ENSG00000278283	
ENSG00000234466	
ENSG00000238269	
ENSG00000284951	
ENSG00000205433	
ENSG00000236514	
ENSG00000276805	
ENSG00000164099	ENSRNOG00000015353
ENSG00000234068	
ENSG00000286840	
ENSG00000272325	ENSRNOG00000061176
ENSG00000237464	
ENSG00000283769	
ENSG00000237068	
ENSG00000271525	
ENSG00000101446	ENSRNOG00000052294
ENSG00000232413	
ENSG00000136940	ENSRNOG00000059243
ENSG00000136940	ENSRNOG00000008484
ENSG00000278319	
ENSG00000148468	ENSRNOG00000016534
ENSG00000243543	
ENSG00000218732	
ENSG00000276929	
ENSG00000275716	
ENSG00000186678	
ENSG00000261080	
ENSG00000229760	
ENSG00000235776	
ENSG00000231947	
ENSG00000238047	
ENSG00000170915	ENSRNOG00000067120
ENSG00000256045	
ENSG00000215012	
ENSG00000232765	
ENSG00000224411	
ENSG00000249139	ENSRNOG00000028908
ENSG00000254589	
ENSG00000225613	
ENSG00000237360	
ENSG00000237713	
ENSG00000271042	
ENSG00000279266	
ENSG00000287845	
ENSG00000286944	
ENSG00000227080	
ENSG00000203972	ENSRNOG00000050990
ENSG00000248590	
ENSG00000213875	
ENSG00000187616	
ENSG00000196924	ENSRNOG00000054890
ENSG00000267108	
ENSG00000227017	
ENSG00000138653	ENSRNOG00000009577
ENSG00000267199	
ENSG00000286847	
ENSG00000236212	
ENSG00000267515	
ENSG00000230831	
ENSG00000267287	
ENSG00000119471	ENSRNOG00000016692
ENSG00000204091	
ENSG00000249923	
ENSG00000232135	
ENSG00000284839	
ENSG00000229900	
ENSG00000279104	
ENSG00000267409	
ENSG00000189180	
ENSG00000109911	ENSRNOG00000016146
ENSG00000109911	ENSRNOG00000004787
ENSG00000236499	
ENSG00000101448	ENSRNOG00000028908
ENSG00000178412	
ENSG00000274828	
ENSG00000040608	ENSRNOG00000030920
ENSG00000266901	
ENSG00000011426	ENSRNOG00000018113
ENSG00000011426	ENSRNOG00000014343
ENSG00000266924	
ENSG00000278075	
ENSG00000156411	ENSRNOG00000068254
ENSG00000156411	ENSRNOG00000066701
ENSG00000156411	ENSRNOG00000070574
ENSG00000122490	ENSRNOG00000059215
ENSG00000156535	ENSRNOG00000025332
ENSG00000221039	
ENSG00000161132	
ENSG00000201923	
ENSG00000226188	
ENSG00000128185	ENSRNOG00000001880
ENSG00000249534	
ENSG00000124116	ENSRNOG00000042162
ENSG00000270257	
ENSG00000223605	
ENSG00000248915	
ENSG00000248139	
ENSG00000041982	ENSRNOG00000058645
ENSG00000248547	
ENSG00000250215	
ENSG00000273343	
ENSG00000273139	
ENSG00000251005	
ENSG00000286136	
ENSG00000286891	
ENSG00000184470	ENSRNOG00000001890
ENSG00000250277	
ENSG00000250183	
ENSG00000165507	ENSRNOG00000023465
ENSG00000248506	
ENSG00000287969	
ENSG00000230967	
ENSG00000283578	
ENSG00000171160	ENSRNOG00000027156
ENSG00000168421	ENSRNOG00000002540
ENSG00000080824	ENSRNOG00000070947
ENSG00000080824	ENSRNOG00000065464
ENSG00000226746	
ENSG00000287879	
ENSG00000261069	
ENSG00000134755	ENSRNOG00000039969
ENSG00000140299	ENSRNOG00000056024
ENSG00000213260	
ENSG00000148834	ENSRNOG00000028746
ENSG00000177731	ENSRNOG00000004159
ENSG00000168630	
ENSG00000221046	
ENSG00000101457	ENSRNOG00000014933
ENSG00000231916	
ENSG00000042813	ENSRNOG00000027801
ENSG00000135315	ENSRNOG00000010608
ENSG00000165879	ENSRNOG00000067076
ENSG00000165879	ENSRNOG00000024429
ENSG00000223993	
ENSG00000228694	
ENSG00000100867	ENSRNOG00000018177
ENSG00000196072	ENSRNOG00000012684
ENSG00000180354	ENSRNOG00000010205
ENSG00000232627	
ENSG00000174495	
ENSG00000279628	
ENSG00000259369	
ENSG00000138709	ENSRNOG00000013940
ENSG00000138709	ENSRNOG00000038366
ENSG00000259572	
ENSG00000164619	ENSRNOG00000015357
ENSG00000175063	ENSRNOG00000015131
ENSG00000259463	
ENSG00000225155	
ENSG00000228462	
ENSG00000280396	
ENSG00000165886	ENSRNOG00000013813
ENSG00000259326	
ENSG00000259346	
ENSG00000276772	
ENSG00000259255	
ENSG00000138613	ENSRNOG00000063302
ENSG00000138613	ENSRNOG00000027295
ENSG00000138613	ENSRNOG00000067077
ENSG00000120053	ENSRNOG00000016356
ENSG00000217631	
ENSG00000231776	
ENSG00000229442	
ENSG00000119655	ENSRNOG00000012062
ENSG00000225212	
ENSG00000249481	ENSRNOG00000019963
ENSG00000206418	ENSRNOG00000019295
ENSG00000166016	ENSRNOG00000008510
ENSG00000165644	ENSRNOG00000013968
ENSG00000266708	
ENSG00000066926	ENSRNOG00000018053
ENSG00000234580	
ENSG00000119986	ENSRNOG00000014828
ENSG00000219453	
ENSG00000196114	
ENSG00000237947	
ENSG00000255451	
ENSG00000255171	
ENSG00000119929	ENSRNOG00000017298
ENSG00000164627	ENSRNOG00000011453
ENSG00000255553	
ENSG00000236607	
ENSG00000255139	
ENSG00000259536	
ENSG00000172289	ENSRNOG00000021050
ENSG00000204011	
ENSG00000254562	
ENSG00000287779	
ENSG00000171877	ENSRNOG00000016189
ENSG00000232739	
ENSG00000286344	
ENSG00000234393	
ENSG00000138835	ENSRNOG00000024501
ENSG00000175220	ENSRNOG00000016610
ENSG00000101470	ENSRNOG00000015155
ENSG00000136205	ENSRNOG00000025695
ENSG00000052749	ENSRNOG00000048495
ENSG00000100603	ENSRNOG00000065450
ENSG00000168612	ENSRNOG00000015735
ENSG00000230758	
ENSG00000227431	
ENSG00000124207	ENSRNOG00000007665
ENSG00000220204	
ENSG00000121690	ENSRNOG00000012262
ENSG00000124507	ENSRNOG00000054603
ENSG00000271053	
ENSG00000266729	
ENSG00000005059	ENSRNOG00000009433
ENSG00000261987	
ENSG00000266466	
ENSG00000263976	
ENSG00000046604	ENSRNOG00000016526
ENSG00000279200	
ENSG00000091542	ENSRNOG00000028341
ENSG00000235430	
ENSG00000154898	
ENSG00000248639	
ENSG00000251649	
ENSG00000255118	
ENSG00000254930	
ENSG00000285231	
ENSG00000287924	
ENSG00000249018	
ENSG00000166889	ENSRNOG00000021052
ENSG00000249311	
ENSG00000184185	ENSRNOG00000002303
ENSG00000288567	
ENSG00000251326	
ENSG00000112081	ENSRNOG00000018554
ENSG00000112081	ENSRNOG00000000520
ENSG00000198856	
ENSG00000227191	
ENSG00000227015	
ENSG00000276399	
ENSG00000229893	
ENSG00000236504	
ENSG00000286738	
ENSG00000255160	
ENSG00000211690	
ENSG00000254822	
ENSG00000287651	
ENSG00000228735	
ENSG00000233219	
ENSG00000166311	ENSRNOG00000017977
ENSG00000260019	
ENSG00000223970	
ENSG00000230680	
ENSG00000124214	ENSRNOG00000007781
ENSG00000187258	ENSRNOG00000015863
ENSG00000266579	
ENSG00000109182	ENSRNOG00000002174
ENSG00000179454	ENSRNOG00000004218
ENSG00000271367	
ENSG00000285135	
ENSG00000118407	ENSRNOG00000011521
ENSG00000151575	ENSRNOG00000059702
ENSG00000108591	ENSRNOG00000055309
ENSG00000111701	ENSRNOG00000015411
ENSG00000112218	ENSRNOG00000007675
ENSG00000166126	ENSRNOG00000009050
ENSG00000219902	
ENSG00000220583	
ENSG00000213177	
ENSG00000218730	
ENSG00000096092	ENSRNOG00000013238
ENSG00000096092	ENSRNOG00000046593
ENSG00000134508	ENSRNOG00000012795
ENSG00000271945	
ENSG00000219085	
ENSG00000147003	ENSRNOG00000003960
ENSG00000124731	ENSRNOG00000022859
ENSG00000172243	ENSRNOG00000054251
ENSG00000134827	
ENSG00000147403	
ENSG00000234206	
ENSG00000219575	
ENSG00000216523	
ENSG00000166428	ENSRNOG00000028566
ENSG00000112182	ENSRNOG00000006170
ENSG00000249942	
ENSG00000254566	
ENSG00000242697	
ENSG00000152270	ENSRNOG00000011417
ENSG00000250897	
ENSG00000249965	
ENSG00000260091	
ENSG00000248128	
ENSG00000248565	
ENSG00000251185	
ENSG00000259336	
ENSG00000164100	ENSRNOG00000015781
ENSG00000272984	
ENSG00000211692	
ENSG00000287953	
ENSG00000137878	ENSRNOG00000057676
ENSG00000233264	
ENSG00000224947	
ENSG00000236284	
ENSG00000211698	ENSRNOG00000066100
ENSG00000283061	
ENSG00000241644	ENSRNOG00000011250
ENSG00000236396	ENSRNOG00000014519
ENSG00000146233	ENSRNOG00000010519
ENSG00000118276	ENSRNOG00000015895
ENSG00000100678	ENSRNOG00000029871
ENSG00000281404	
ENSG00000287101	
ENSG00000073146	ENSRNOG00000031093
ENSG00000273716	
ENSG00000072501	ENSRNOG00000003139
ENSG00000244550	
ENSG00000181211	
ENSG00000150961	ENSRNOG00000014872
ENSG00000235669	
ENSG00000257058	
ENSG00000229478	
ENSG00000221845	
ENSG00000176148	ENSRNOG00000042576
ENSG00000228173	
ENSG00000280255	
ENSG00000247157	
ENSG00000164742	ENSRNOG00000059479
ENSG00000272243	
ENSG00000198689	ENSRNOG00000000879
ENSG00000134551	
ENSG00000231559	
ENSG00000228976	
ENSG00000286042	
ENSG00000286672	
ENSG00000219163	
ENSG00000226497	
ENSG00000224583	
ENSG00000275119	
ENSG00000235122	
ENSG00000111261	ENSRNOG00000028526
ENSG00000229272	
ENSG00000227186	
ENSG00000177613	ENSRNOG00000070422
ENSG00000275312	
ENSG00000206181	ENSRNOG00000067867
ENSG00000206181	ENSRNOG00000067462
ENSG00000206181	ENSRNOG00000039601
ENSG00000206181	ENSRNOG00000063161
ENSG00000206181	ENSRNOG00000067535
ENSG00000206181	ENSRNOG00000065891
ENSG00000206181	ENSRNOG00000065076
ENSG00000206181	ENSRNOG00000066342
ENSG00000084444	ENSRNOG00000008443
ENSG00000270648	
ENSG00000180628	ENSRNOG00000018532
ENSG00000232161	
ENSG00000231232	
ENSG00000236529	
ENSG00000226284	
ENSG00000265681	
ENSG00000226401	
ENSG00000167046	
ENSG00000281613	ENSRNOG00000058648
ENSG00000255418	
ENSG00000211687	
ENSG00000101187	ENSRNOG00000053430
ENSG00000228303	
ENSG00000237400	
ENSG00000227489	
ENSG00000149516	ENSRNOG00000036625
ENSG00000229497	
ENSG00000112159	ENSRNOG00000047513
ENSG00000229970	
ENSG00000211695	
ENSG00000264168	
ENSG00000131885	
ENSG00000227426	
ENSG00000232612	
ENSG00000213390	ENSRNOG00000048166
ENSG00000228668	
ENSG00000233306	ENSRNOG00000066100
ENSG00000279072	
ENSG00000256084	
ENSG00000286303	
ENSG00000223544	
ENSG00000256682	
ENSG00000205215	
ENSG00000123201	
ENSG00000188730	ENSRNOG00000049076
ENSG00000255790	
ENSG00000280198	
ENSG00000284328	
ENSG00000235672	
ENSG00000255641	ENSRNOG00000059182
ENSG00000255641	ENSRNOG00000057254
ENSG00000255641	ENSRNOG00000057643
ENSG00000255641	ENSRNOG00000052803
ENSG00000255641	ENSRNOG00000058714
ENSG00000233288	
ENSG00000118976	
ENSG00000256436	ENSRNOG00000029561
ENSG00000256436	ENSRNOG00000021445
ENSG00000235227	
ENSG00000227910	
ENSG00000255734	
ENSG00000214941	ENSRNOG00000002970
ENSG00000255973	
ENSG00000226091	
ENSG00000227344	
ENSG00000277496	
ENSG00000233962	
ENSG00000226468	
ENSG00000254734	
ENSG00000276317	
ENSG00000254403	
ENSG00000224101	
ENSG00000232803	
ENSG00000286658	
ENSG00000254584	
ENSG00000232325	
ENSG00000254530	
ENSG00000226829	
ENSG00000274551	
ENSG00000244131	
ENSG00000255252	
ENSG00000237687	
ENSG00000073067	ENSRNOG00000051770
ENSG00000270060	
ENSG00000171847	ENSRNOG00000067448
ENSG00000171847	ENSRNOG00000068115
ENSG00000171847	ENSRNOG00000067559
ENSG00000171847	ENSRNOG00000070194
ENSG00000171847	ENSRNOG00000068710
ENSG00000171847	ENSRNOG00000064072
