Gene stable ID	Chimpanzee gene stable ID
ENSG00000223128	ENSPTRG00000036333
ENSG00000151468	ENSPTRG00000002297
ENSG00000251883	
ENSG00000283291	ENSPTRG00000027036
ENSG00000201527	
ENSG00000283568	ENSPTRG00000041776
ENSG00000283568	ENSPTRG00000039112
ENSG00000223975	
ENSG00000200231	ENSPTRG00000027408
ENSG00000212134	ENSPTRG00000032774
ENSG00000283592	ENSPTRG00000047606
ENSG00000283592	ENSPTRG00000044527
ENSG00000160207	ENSPTRG00000013957
ENSG00000275305	ENSPTRG00000048255
ENSG00000265137	ENSPTRG00000041858
ENSG00000252649	
ENSG00000227009	
ENSG00000242236	ENSPTRG00000039708
ENSG00000273745	
ENSG00000264616	
ENSG00000200325	ENSPTRG00000050124
ENSG00000199676	
ENSG00000201151	ENSPTRG00000024687
ENSG00000201811	ENSPTRG00000025228
ENSG00000201221	ENSPTRG00000043885
ENSG00000201221	ENSPTRG00000025325
ENSG00000100300	ENSPTRG00000014469
ENSG00000207053	ENSPTRG00000024504
ENSG00000231976	
ENSG00000258407	
ENSG00000206801	ENSPTRG00000046684
ENSG00000200208	ENSPTRG00000044641
ENSG00000258394	
ENSG00000283433	ENSPTRG00000045035
ENSG00000283433	ENSPTRG00000046403
ENSG00000240474	ENSPTRG00000039035
ENSG00000201498	ENSPTRG00000031672
ENSG00000258424	
ENSG00000207997	
ENSG00000206582	ENSPTRG00000027064
ENSG00000264767	ENSPTRG00000041741
ENSG00000229664	
ENSG00000275337	ENSPTRG00000039200
ENSG00000284419	
ENSG00000205476	ENSPTRG00000006711
ENSG00000264901	
ENSG00000239539	
ENSG00000238452	ENSPTRG00000049079
ENSG00000285994	
ENSG00000252540	ENSPTRG00000050336
ENSG00000252467	ENSPTRG00000037310
ENSG00000206959	
ENSG00000165623	ENSPTRG00000002301
ENSG00000248176	
ENSG00000252654	ENSPTRG00000037022
ENSG00000199490	ENSPTRG00000025285
ENSG00000252021	
ENSG00000251624	
ENSG00000277034	ENSPTRG00000025162
ENSG00000080503	ENSPTRG00000051168
ENSG00000225091	ENSPTRG00000032903
ENSG00000261761	
ENSG00000201512	ENSPTRG00000043502
ENSG00000200354	
ENSG00000214326	
ENSG00000206710	ENSPTRG00000048674
ENSG00000234289	
ENSG00000202186	ENSPTRG00000032090
ENSG00000222118	
ENSG00000252091	ENSPTRG00000026217
ENSG00000278433	ENSPTRG00000048673
ENSG00000266761	
ENSG00000248133	
ENSG00000207158	ENSPTRG00000045651
ENSG00000286858	
ENSG00000238468	
ENSG00000239983	
ENSG00000252089	
ENSG00000266666	ENSPTRG00000042120
ENSG00000151657	ENSPTRG00000002276
ENSG00000199218	ENSPTRG00000032810
ENSG00000250863	
ENSG00000160221	ENSPTRG00000047816
ENSG00000276031	ENSPTRG00000049638
ENSG00000238777	ENSPTRG00000036998
ENSG00000252064	ENSPTRG00000038356
ENSG00000199683	ENSPTRG00000027187
ENSG00000207802	
ENSG00000266140	
ENSG00000265617	ENSPTRG00000041264
ENSG00000223190	
ENSG00000199017	ENSPTRG00000027588
ENSG00000284508	ENSPTRG00000028026
ENSG00000263453	
ENSG00000275250	
ENSG00000222874	ENSPTRG00000036426
ENSG00000280434	
ENSG00000249936	
ENSG00000207554	
ENSG00000241821	ENSPTRG00000042452
ENSG00000226142	
ENSG00000284433	
ENSG00000269103	
ENSG00000198681	ENSPTRG00000022386
ENSG00000274034	ENSPTRG00000051832
ENSG00000163288	ENSPTRG00000016030
ENSG00000211656	
ENSG00000284074	
ENSG00000201742	ENSPTRG00000025626
ENSG00000275958	ENSPTRG00000048225
ENSG00000199805	ENSPTRG00000026778
ENSG00000223726	
ENSG00000216195	
ENSG00000275842	
ENSG00000283206	
ENSG00000196406	ENSPTRG00000022336
ENSG00000230769	
ENSG00000216141	
ENSG00000283513	
ENSG00000212939	
ENSG00000124232	ENSPTRG00000013542
ENSG00000278869	
ENSG00000230130	
ENSG00000235598	
ENSG00000133135	ENSPTRG00000022151
ENSG00000248550	
ENSG00000185133	ENSPTRG00000014262
ENSG00000250137	
ENSG00000250254	ENSPTRG00000043626
ENSG00000286089	
ENSG00000250425	
ENSG00000228330	
ENSG00000213771	
ENSG00000269993	
ENSG00000286442	
ENSG00000223940	
ENSG00000145244	ENSPTRG00000016034
ENSG00000234748	
ENSG00000270234	
ENSG00000080823	ENSPTRG00000006738
ENSG00000214930	
ENSG00000226388	
ENSG00000134461	ENSPTRG00000002260
ENSG00000102243	ENSPTRG00000022317
ENSG00000231686	
ENSG00000214897	
ENSG00000225660	
ENSG00000176289	
ENSG00000155495	
ENSG00000124145	ENSPTRG00000049711
ENSG00000182508	ENSPTRG00000022195
ENSG00000275894	
ENSG00000185010	ENSPTRG00000022455
ENSG00000204070	ENSPTRG00000032508
ENSG00000151461	ENSPTRG00000002291
ENSG00000285413	
ENSG00000237604	
ENSG00000232124	
ENSG00000160223	ENSPTRG00000013972
ENSG00000254806	
ENSG00000278158	
ENSG00000228717	
ENSG00000275799	
ENSG00000215054	
ENSG00000124251	ENSPTRG00000013545
ENSG00000227183	
ENSG00000142182	ENSPTRG00000013973
ENSG00000183631	ENSPTRG00000028204
ENSG00000287394	
ENSG00000224314	
ENSG00000271211	
ENSG00000235699	ENSPTRG00000048618
ENSG00000235699	ENSPTRG00000043109
ENSG00000235699	ENSPTRG00000047380
ENSG00000235699	ENSPTRG00000051374
ENSG00000232880	
ENSG00000273555	ENSPTRG00000043347
ENSG00000254620	
ENSG00000155966	ENSPTRG00000022353
ENSG00000268941	
ENSG00000124222	ENSPTRG00000013674
ENSG00000134470	ENSPTRG00000002262
ENSG00000232010	
ENSG00000160224	ENSPTRG00000013974
ENSG00000287477	
ENSG00000266505	
ENSG00000231665	
ENSG00000235625	
ENSG00000228295	
ENSG00000188811	ENSPTRG00000048931
ENSG00000141959	ENSPTRG00000022972
ENSG00000102409	ENSPTRG00000040530
ENSG00000121892	ENSPTRG00000015999
ENSG00000277448	
ENSG00000198157	ENSPTRG00000022527
ENSG00000260962	
ENSG00000102837	ENSPTRG00000005910
ENSG00000214051	
ENSG00000228473	
ENSG00000214266	
ENSG00000230584	
ENSG00000244615	
ENSG00000204919	
ENSG00000223880	
ENSG00000237439	
ENSG00000065150	ENSPTRG00000047637
ENSG00000065150	ENSPTRG00000005984
ENSG00000230319	
ENSG00000235246	
ENSG00000273287	
ENSG00000236272	
ENSG00000279933	
ENSG00000236079	
ENSG00000213652	
ENSG00000237387	
ENSG00000211666	ENSPTRG00000050377
ENSG00000129680	ENSPTRG00000043576
ENSG00000187012	
ENSG00000280445	
ENSG00000213231	ENSPTRG00000044759
ENSG00000279914	
ENSG00000213923	ENSPTRG00000014365
ENSG00000196663	ENSPTRG00000024401
ENSG00000204086	
ENSG00000198889	ENSPTRG00000043960
ENSG00000213526	
ENSG00000279587	
ENSG00000230823	
ENSG00000234288	
ENSG00000182890	ENSPTRG00000048560
ENSG00000288098	
ENSG00000287098	
ENSG00000241728	
ENSG00000101928	ENSPTRG00000022293
ENSG00000160226	ENSPTRG00000013976
ENSG00000251385	
ENSG00000250597	
ENSG00000251516	
ENSG00000250568	
ENSG00000234592	
ENSG00000234785	
ENSG00000277215	
ENSG00000134852	ENSPTRG00000016072
ENSG00000229487	
ENSG00000133138	ENSPTRG00000022153
ENSG00000287246	
ENSG00000184441	
ENSG00000232969	
ENSG00000152455	ENSPTRG00000002313
ENSG00000260256	
ENSG00000258390	
ENSG00000230061	
ENSG00000266692	ENSPTRG00000041570
ENSG00000264452	ENSPTRG00000039411
ENSG00000229356	
ENSG00000254995	ENSPTRG00000013674
ENSG00000160233	ENSPTRG00000013978
ENSG00000224747	
ENSG00000223431	
ENSG00000227999	
ENSG00000274225	
ENSG00000277352	
ENSG00000175894	ENSPTRG00000013980
ENSG00000215440	ENSPTRG00000033985
ENSG00000258893	
ENSG00000100764	ENSPTRG00000046245
ENSG00000100764	ENSPTRG00000052339
ENSG00000100764	ENSPTRG00000049706
ENSG00000100764	ENSPTRG00000047789
ENSG00000226802	
ENSG00000238066	
ENSG00000214628	
ENSG00000133131	ENSPTRG00000022157
ENSG00000225251	
ENSG00000285852	
ENSG00000231422	
ENSG00000176244	ENSPTRG00000044773
ENSG00000176244	ENSPTRG00000041316
ENSG00000235890	
ENSG00000230818	
ENSG00000223928	
ENSG00000229975	
ENSG00000223808	
ENSG00000225501	
ENSG00000182912	
ENSG00000286330	
ENSG00000152464	ENSPTRG00000002318
ENSG00000287088	
ENSG00000215455	
ENSG00000205445	ENSPTRG00000013982
ENSG00000285006	
ENSG00000212935	
ENSG00000241123	ENSPTRG00000031415
ENSG00000258380	
ENSG00000188155	ENSPTRG00000047089
ENSG00000139734	ENSPTRG00000005916
ENSG00000278396	
ENSG00000272804	ENSPTRG00000046656
ENSG00000258497	
ENSG00000283178	
ENSG00000187766	ENSPTRG00000051377
ENSG00000100393	ENSPTRG00000014418
ENSG00000259052	
ENSG00000221859	ENSPTRG00000013983
ENSG00000256709	
ENSG00000123243	ENSPTRG00000002273
ENSG00000231963	
ENSG00000243489	ENSPTRG00000039751
ENSG00000125384	ENSPTRG00000006347
ENSG00000212933	
ENSG00000230153	
ENSG00000205439	ENSPTRG00000013986
ENSG00000221864	
ENSG00000155959	ENSPTRG00000022460
ENSG00000155959	ENSPTRG00000044736
ENSG00000229880	
ENSG00000187175	ENSPTRG00000031411
ENSG00000258942	
ENSG00000276647	
ENSG00000189169	ENSPTRG00000023178
ENSG00000237356	
ENSG00000254419	
ENSG00000237121	
ENSG00000236382	
ENSG00000270279	
ENSG00000184787	ENSPTRG00000013990
ENSG00000268649	
ENSG00000284040	
ENSG00000216031	ENSPTRG00000033595
ENSG00000268333	
ENSG00000276859	ENSPTRG00000048624
ENSG00000276722	
ENSG00000274491	ENSPTRG00000048539
ENSG00000275069	
ENSG00000225806	
ENSG00000270951	
ENSG00000285091	
ENSG00000236091	
ENSG00000284985	
ENSG00000123496	ENSPTRG00000022200
ENSG00000123496	ENSPTRG00000044156
ENSG00000101158	ENSPTRG00000013678
ENSG00000165502	ENSPTRG00000049244
ENSG00000286582	
ENSG00000273888	
ENSG00000198752	ENSPTRG00000006748
ENSG00000087008	ENSPTRG00000015905
ENSG00000264006	
ENSG00000160255	ENSPTRG00000013993
ENSG00000287379	
ENSG00000285547	ENSPTRG00000051531
ENSG00000236960	
ENSG00000067177	ENSPTRG00000022029
ENSG00000151474	ENSPTRG00000002308
ENSG00000213888	
ENSG00000172404	ENSPTRG00000014416
ENSG00000231369	
ENSG00000234892	
ENSG00000253590	
ENSG00000233603	
ENSG00000235513	
ENSG00000100387	ENSPTRG00000014417
ENSG00000211660	ENSPTRG00000050377
ENSG00000211682	
ENSG00000224003	
ENSG00000273145	
ENSG00000100196	ENSPTRG00000014367
ENSG00000234296	
ENSG00000100078	ENSPTRG00000014263
ENSG00000227537	
ENSG00000260314	ENSPTRG00000002336
ENSG00000140107	ENSPTRG00000006719
ENSG00000228194	
ENSG00000100351	ENSPTRG00000014404
ENSG00000259036	
ENSG00000259028	
ENSG00000258912	
ENSG00000279286	
ENSG00000257976	
ENSG00000259164	
ENSG00000258923	
ENSG00000287501	
ENSG00000260810	
ENSG00000270038	
ENSG00000258572	
ENSG00000102383	ENSPTRG00000022041
ENSG00000284930	
ENSG00000101162	ENSPTRG00000013680
ENSG00000259097	
ENSG00000259166	
ENSG00000248283	
ENSG00000259050	
ENSG00000249882	
ENSG00000169306	ENSPTRG00000021762
ENSG00000259039	
ENSG00000224794	
ENSG00000242670	
ENSG00000124172	ENSPTRG00000013681
ENSG00000205830	
ENSG00000127152	ENSPTRG00000006707
ENSG00000250753	
ENSG00000225976	
ENSG00000100105	ENSPTRG00000014268
ENSG00000228181	
ENSG00000204832	
ENSG00000145241	ENSPTRG00000016096
ENSG00000271686	
ENSG00000237458	
ENSG00000196933	
ENSG00000286746	
ENSG00000285520	
ENSG00000177485	ENSPTRG00000051014
ENSG00000227932	
ENSG00000229456	
ENSG00000165997	ENSPTRG00000002341
ENSG00000285902	
ENSG00000235115	
ENSG00000101166	ENSPTRG00000013682
ENSG00000224640	
ENSG00000234767	
ENSG00000271346	
ENSG00000234354	
ENSG00000214992	
ENSG00000285566	
ENSG00000235991	
ENSG00000235768	
ENSG00000231674	
ENSG00000232249	
ENSG00000259084	
ENSG00000227393	
ENSG00000242732	ENSPTRG00000039375
ENSG00000118946	ENSPTRG00000005914
ENSG00000235623	
ENSG00000107611	ENSPTRG00000002326
ENSG00000271421	
ENSG00000234524	
ENSG00000238223	
ENSG00000226436	
ENSG00000224978	
ENSG00000225858	
ENSG00000226547	
ENSG00000230142	
ENSG00000225530	
ENSG00000226617	
ENSG00000156920	ENSPTRG00000049070
ENSG00000271712	
ENSG00000241494	
ENSG00000136160	ENSPTRG00000005946
ENSG00000287437	
ENSG00000232925	
ENSG00000204183	
ENSG00000259053	
ENSG00000222037	
ENSG00000258504	
ENSG00000125965	ENSPTRG00000013439
ENSG00000231711	
ENSG00000258666	
ENSG00000258693	
ENSG00000258811	
ENSG00000223843	
ENSG00000240051	
ENSG00000259515	
ENSG00000232754	
ENSG00000066739	ENSPTRG00000006700
ENSG00000221763	
ENSG00000138944	ENSPTRG00000014485
ENSG00000126001	ENSPTRG00000013440
ENSG00000203527	
ENSG00000211681	
ENSG00000232655	
ENSG00000280011	
ENSG00000235892	
ENSG00000183255	ENSPTRG00000013992
ENSG00000196236	ENSPTRG00000014415
ENSG00000271464	
ENSG00000229979	
ENSG00000233254	
ENSG00000287585	
ENSG00000237994	
ENSG00000227592	
ENSG00000224816	
ENSG00000230392	
ENSG00000155961	ENSPTRG00000048400
ENSG00000155961	ENSPTRG00000042083
ENSG00000225235	
ENSG00000223438	
ENSG00000224664	
ENSG00000227505	
ENSG00000250016	
ENSG00000186310	ENSPTRG00000022080
ENSG00000285454	
ENSG00000198277	
ENSG00000273027	
ENSG00000230508	
ENSG00000272825	
ENSG00000234660	
ENSG00000250954	
ENSG00000160256	ENSPTRG00000013995
ENSG00000029993	
ENSG00000230283	
ENSG00000283097	
ENSG00000271216	
ENSG00000251329	
ENSG00000287360	
ENSG00000152484	
ENSG00000282904	
ENSG00000248328	
ENSG00000225213	
ENSG00000254030	
ENSG00000279575	
ENSG00000109133	ENSPTRG00000016012
ENSG00000283948	
ENSG00000234961	
ENSG00000279463	
ENSG00000258537	
ENSG00000183579	ENSPTRG00000014211
ENSG00000237148	
ENSG00000273153	
ENSG00000234813	
ENSG00000285743	
ENSG00000256705	
ENSG00000287124	
ENSG00000211949	
ENSG00000233642	
ENSG00000234161	
ENSG00000276529	
ENSG00000234880	
ENSG00000136153	ENSPTRG00000005935
ENSG00000131724	ENSPTRG00000022214
ENSG00000100784	ENSPTRG00000006631
ENSG00000107614	ENSPTRG00000002327
ENSG00000261706	
ENSG00000275874	
ENSG00000235374	
ENSG00000267857	
ENSG00000182586	
ENSG00000186866	ENSPTRG00000014001
ENSG00000220702	
ENSG00000100266	ENSPTRG00000014465
ENSG00000205678	ENSPTRG00000031172
ENSG00000237860	
ENSG00000189372	
ENSG00000225471	
ENSG00000236077	
ENSG00000229145	
ENSG00000228855	
ENSG00000147246	ENSPTRG00000022199
ENSG00000147246	ENSPTRG00000043240
ENSG00000242507	
ENSG00000125975	ENSPTRG00000013441
ENSG00000229082	
ENSG00000254045	
ENSG00000147231	ENSPTRG00000022148
ENSG00000156381	ENSPTRG00000006743
ENSG00000251383	
ENSG00000251539	
ENSG00000224497	
ENSG00000165985	ENSPTRG00000002324
ENSG00000251685	
ENSG00000286262	
ENSG00000088340	
ENSG00000184274	
ENSG00000229382	
ENSG00000237664	
ENSG00000232471	
ENSG00000148481	ENSPTRG00000002322
ENSG00000275139	
ENSG00000258446	
ENSG00000205424	
ENSG00000211956	
ENSG00000249330	
ENSG00000286886	
ENSG00000276633	
ENSG00000258808	
ENSG00000229585	
ENSG00000280604	
ENSG00000251334	
ENSG00000258770	
ENSG00000274248	
ENSG00000279918	
ENSG00000180673	
ENSG00000258698	
ENSG00000250030	
ENSG00000258927	
ENSG00000248300	
ENSG00000183570	ENSPTRG00000014010
ENSG00000280285	
ENSG00000245748	
ENSG00000249892	
ENSG00000258919	
ENSG00000251587	
ENSG00000182512	ENSPTRG00000006692
ENSG00000248660	
ENSG00000248320	
ENSG00000204019	ENSPTRG00000028214
ENSG00000246095	
ENSG00000249441	
ENSG00000236413	
ENSG00000248138	
ENSG00000229733	
ENSG00000237225	
ENSG00000251410	
ENSG00000203926	ENSPTRG00000022336
ENSG00000258826	
ENSG00000249241	
ENSG00000249956	
ENSG00000259023	
ENSG00000207435	ENSPTRG00000051769
ENSG00000207435	ENSPTRG00000027390
ENSG00000207628	ENSPTRG00000028089
ENSG00000252291	ENSPTRG00000039719
ENSG00000212214	ENSPTRG00000033390
ENSG00000140057	ENSPTRG00000006703
ENSG00000207151	ENSPTRG00000047866
ENSG00000244099	
ENSG00000207320	ENSPTRG00000043044
ENSG00000207320	ENSPTRG00000048967
ENSG00000201660	ENSPTRG00000027143
ENSG00000270292	
ENSG00000265284	ENSPTRG00000041136
ENSG00000263652	ENSPTRG00000038726
ENSG00000207332	ENSPTRG00000045663
ENSG00000207332	ENSPTRG00000033104
ENSG00000239333	ENSPTRG00000041676
ENSG00000278218	ENSPTRG00000046648
ENSG00000199410	ENSPTRG00000024606
ENSG00000207025	ENSPTRG00000050913
ENSG00000145216	ENSPTRG00000016060
ENSG00000265144	
ENSG00000201467	ENSPTRG00000025855
ENSG00000200852	
ENSG00000265658	
ENSG00000223274	
ENSG00000252978	ENSPTRG00000036858
ENSG00000222736	ENSPTRG00000036551
ENSG00000206716	ENSPTRG00000044152
ENSG00000252486	ENSPTRG00000036161
ENSG00000201666	ENSPTRG00000026636
ENSG00000201356	
ENSG00000225192	
ENSG00000264090	
ENSG00000238709	
ENSG00000277569	
ENSG00000202144	ENSPTRG00000050827
ENSG00000206639	ENSPTRG00000046376
ENSG00000206733	ENSPTRG00000047616
ENSG00000207122	ENSPTRG00000037479
ENSG00000206983	ENSPTRG00000043356
ENSG00000206983	ENSPTRG00000031717
ENSG00000165309	ENSPTRG00000002356
ENSG00000221466	
ENSG00000252050	ENSPTRG00000037945
ENSG00000252050	ENSPTRG00000037883
ENSG00000238606	
ENSG00000252411	ENSPTRG00000038383
ENSG00000252411	ENSPTRG00000043535
ENSG00000264618	ENSPTRG00000038689
ENSG00000263730	
ENSG00000238730	
ENSG00000206896	
ENSG00000212560	ENSPTRG00000033109
ENSG00000212560	ENSPTRG00000046024
ENSG00000212347	ENSPTRG00000033268
ENSG00000212347	ENSPTRG00000033161
ENSG00000207870	ENSPTRG00000052522
ENSG00000199226	ENSPTRG00000024637
ENSG00000207725	ENSPTRG00000047127
ENSG00000277721	ENSPTRG00000048962
ENSG00000278838	ENSPTRG00000044774
ENSG00000278838	ENSPTRG00000042772
ENSG00000200702	ENSPTRG00000046030
ENSG00000200702	ENSPTRG00000043265
ENSG00000202495	ENSPTRG00000045328
ENSG00000221716	ENSPTRG00000034743
ENSG00000221716	ENSPTRG00000049436
ENSG00000201341	ENSPTRG00000024897
ENSG00000201341	ENSPTRG00000046227
ENSG00000207758	ENSPTRG00000050499
ENSG00000207758	ENSPTRG00000036190
ENSG00000207768	ENSPTRG00000027786
ENSG00000207768	ENSPTRG00000050514
ENSG00000207785	ENSPTRG00000045755
ENSG00000207785	ENSPTRG00000051139
ENSG00000208015	ENSPTRG00000044123
ENSG00000208015	ENSPTRG00000027568
ENSG00000211538	ENSPTRG00000046455
ENSG00000211538	ENSPTRG00000051499
ENSG00000239057	ENSPTRG00000037836
ENSG00000239057	ENSPTRG00000050681
ENSG00000207970	ENSPTRG00000027913
ENSG00000207970	ENSPTRG00000047152
ENSG00000233208	
ENSG00000272080	ENSPTRG00000031945
ENSG00000272080	ENSPTRG00000049230
ENSG00000207104	ENSPTRG00000047279
ENSG00000244006	ENSPTRG00000042259
ENSG00000284567	ENSPTRG00000027781
ENSG00000242657	ENSPTRG00000038737
ENSG00000201377	ENSPTRG00000033035
ENSG00000277492	ENSPTRG00000050649
ENSG00000280704	ENSPTRG00000051171
ENSG00000212434	ENSPTRG00000044348
ENSG00000212434	ENSPTRG00000052132
ENSG00000275335	
ENSG00000266328	
ENSG00000211991	ENSPTRG00000032283
ENSG00000201392	ENSPTRG00000052396
ENSG00000199601	ENSPTRG00000032196
ENSG00000200431	ENSPTRG00000027011
ENSG00000283334	
ENSG00000201447	
ENSG00000285776	
ENSG00000273788	ENSPTRG00000045294
ENSG00000207486	ENSPTRG00000027047
ENSG00000283622	
ENSG00000202183	ENSPTRG00000026007
ENSG00000202183	ENSPTRG00000051339
ENSG00000239577	ENSPTRG00000041409
ENSG00000200473	
ENSG00000238926	ENSPTRG00000037324
ENSG00000222810	ENSPTRG00000036312
ENSG00000239745	
ENSG00000283435	
ENSG00000221494	
ENSG00000200635	ENSPTRG00000051642
ENSG00000200635	ENSPTRG00000046706
ENSG00000201826	ENSPTRG00000049687
ENSG00000201826	ENSPTRG00000026328
ENSG00000222440	ENSPTRG00000052559
ENSG00000222440	ENSPTRG00000036023
ENSG00000212495	ENSPTRG00000033229
ENSG00000200422	ENSPTRG00000025429
ENSG00000277717	ENSPTRG00000042936
ENSG00000277717	ENSPTRG00000050011
ENSG00000201567	
ENSG00000221187	
ENSG00000252016	ENSPTRG00000037316
ENSG00000283242	
ENSG00000207995	ENSPTRG00000044109
ENSG00000201271	ENSPTRG00000025028
ENSG00000223259	
ENSG00000199051	ENSPTRG00000027614
ENSG00000202410	ENSPTRG00000026299
ENSG00000199567	ENSPTRG00000026275
ENSG00000274600	ENSPTRG00000023292
ENSG00000274600	ENSPTRG00000029501
ENSG00000206826	ENSPTRG00000031602
ENSG00000212546	ENSPTRG00000032882
ENSG00000252810	ENSPTRG00000048283
ENSG00000212623	ENSPTRG00000032815
ENSG00000222667	ENSPTRG00000044232
ENSG00000088808	ENSPTRG00000006763
ENSG00000252296	ENSPTRG00000037784
ENSG00000232254	
ENSG00000223260	ENSPTRG00000038777
ENSG00000202407	ENSPTRG00000045086
ENSG00000239008	ENSPTRG00000036826
ENSG00000201443	ENSPTRG00000032953
ENSG00000283534	
ENSG00000207426	ENSPTRG00000048536
ENSG00000285855	
ENSG00000265727	ENSPTRG00000038719
ENSG00000277900	ENSPTRG00000049423
ENSG00000278421	
ENSG00000280080	
ENSG00000275110	
ENSG00000222122	ENSPTRG00000047404
ENSG00000222122	ENSPTRG00000035621
ENSG00000273974	ENSPTRG00000045189
ENSG00000265260	ENSPTRG00000039296
ENSG00000275254	ENSPTRG00000043570
ENSG00000275625	ENSPTRG00000052376
ENSG00000169635	ENSPTRG00000046730
ENSG00000207820	
ENSG00000201420	
ENSG00000271907	ENSPTRG00000035710
ENSG00000271907	ENSPTRG00000045296
ENSG00000199168	ENSPTRG00000027697
ENSG00000212241	ENSPTRG00000050665
ENSG00000212241	ENSPTRG00000033163
ENSG00000277922	
ENSG00000208839	ENSPTRG00000051508
ENSG00000202566	ENSPTRG00000027630
ENSG00000212100	
ENSG00000222321	ENSPTRG00000036617
ENSG00000212027	ENSPTRG00000032327
ENSG00000276158	
ENSG00000221710	ENSPTRG00000046515
ENSG00000221710	ENSPTRG00000034574
ENSG00000222715	
ENSG00000252441	
ENSG00000199001	ENSPTRG00000044506
ENSG00000199001	ENSPTRG00000027740
ENSG00000239182	ENSPTRG00000035409
ENSG00000207515	ENSPTRG00000025826
ENSG00000207363	ENSPTRG00000048640
ENSG00000207363	ENSPTRG00000047102
ENSG00000242998	ENSPTRG00000042405
ENSG00000252147	ENSPTRG00000043545
ENSG00000206752	ENSPTRG00000050875
ENSG00000263515	ENSPTRG00000045371
ENSG00000207033	ENSPTRG00000024819
ENSG00000200436	ENSPTRG00000045193
ENSG00000206864	ENSPTRG00000045099
ENSG00000265456	
ENSG00000206862	ENSPTRG00000024499
ENSG00000212321	ENSPTRG00000034897
ENSG00000252930	ENSPTRG00000039240
ENSG00000224271	
ENSG00000207175	ENSPTRG00000026029
ENSG00000266420	ENSPTRG00000041130
ENSG00000199705	ENSPTRG00000046406
ENSG00000199705	ENSPTRG00000047262
ENSG00000207100	ENSPTRG00000044771
ENSG00000200291	ENSPTRG00000045981
ENSG00000252178	ENSPTRG00000037178
ENSG00000207081	ENSPTRG00000051858
ENSG00000207081	ENSPTRG00000052086
ENSG00000221463	
ENSG00000252163	ENSPTRG00000037673
ENSG00000207800	ENSPTRG00000027688
ENSG00000216060	ENSPTRG00000033446
ENSG00000207041	ENSPTRG00000048414
ENSG00000199878	ENSPTRG00000024882
ENSG00000201594	
ENSG00000201000	
ENSG00000207866	ENSPTRG00000047356
ENSG00000207866	ENSPTRG00000043974
ENSG00000207866	ENSPTRG00000051827
ENSG00000207868	ENSPTRG00000050686
ENSG00000202473	ENSPTRG00000026309
ENSG00000264933	
ENSG00000221081	ENSPTRG00000034749
ENSG00000239579	ENSPTRG00000039242
ENSG00000252219	
ENSG00000252320	ENSPTRG00000038082
ENSG00000207867	ENSPTRG00000047356
ENSG00000207867	ENSPTRG00000043974
ENSG00000207867	ENSPTRG00000051827
ENSG00000216075	ENSPTRG00000050422
ENSG00000216075	ENSPTRG00000044597
ENSG00000222114	ENSPTRG00000035813
ENSG00000216005	ENSPTRG00000043775
ENSG00000216005	ENSPTRG00000047016
ENSG00000215943	
ENSG00000216098	
ENSG00000216064	ENSPTRG00000043572
ENSG00000216064	ENSPTRG00000044320
ENSG00000202199	ENSPTRG00000042285
ENSG00000207641	
ENSG00000222796	ENSPTRG00000036156
ENSG00000216056	
ENSG00000184012	ENSPTRG00000013928
ENSG00000199424	ENSPTRG00000027375
ENSG00000265789	
ENSG00000276266	
ENSG00000278724	ENSPTRG00000046968
ENSG00000222313	ENSPTRG00000037437
ENSG00000201912	ENSPTRG00000024965
ENSG00000201912	ENSPTRG00000047210
ENSG00000212595	ENSPTRG00000044349
ENSG00000184906	
ENSG00000252205	ENSPTRG00000052772
ENSG00000252205	ENSPTRG00000048097
ENSG00000216171	
ENSG00000207871	
ENSG00000207957	ENSPTRG00000044607
ENSG00000207957	ENSPTRG00000052058
ENSG00000207873	
ENSG00000211583	ENSPTRG00000042190
ENSG00000211583	ENSPTRG00000052118
ENSG00000207984	ENSPTRG00000044279
ENSG00000207818	ENSPTRG00000044869
ENSG00000207818	ENSPTRG00000044882
ENSG00000207731	ENSPTRG00000027602
ENSG00000207731	ENSPTRG00000027748
ENSG00000207969	ENSPTRG00000027602
ENSG00000207969	ENSPTRG00000027748
ENSG00000207589	
ENSG00000252583	ENSPTRG00000052264
ENSG00000212013	
ENSG00000212014	ENSPTRG00000046769
ENSG00000208000	ENSPTRG00000047248
ENSG00000202051	ENSPTRG00000025096
ENSG00000237623	
ENSG00000266158	ENSPTRG00000048923
ENSG00000203402	
ENSG00000221459	ENSPTRG00000034951
ENSG00000232009	
ENSG00000226556	
ENSG00000248416	
ENSG00000277605	
ENSG00000250333	
ENSG00000196741	
ENSG00000204776	
ENSG00000235636	
ENSG00000234861	
ENSG00000271958	
ENSG00000274516	
ENSG00000008056	ENSPTRG00000043680
ENSG00000279256	
ENSG00000227401	
ENSG00000107105	ENSPTRG00000020830
ENSG00000272897	
ENSG00000222460	ENSPTRG00000035413
ENSG00000222460	ENSPTRG00000049377
ENSG00000252549	ENSPTRG00000036913
ENSG00000252549	ENSPTRG00000049598
ENSG00000244462	ENSPTRG00000040708
ENSG00000244462	ENSPTRG00000013446
ENSG00000271360	
ENSG00000064042	ENSPTRG00000016010
ENSG00000176236	
ENSG00000228755	
ENSG00000216937	ENSPTRG00000034345
ENSG00000254174	
ENSG00000066455	ENSPTRG00000006656
ENSG00000197296	ENSPTRG00000013516
