Gene stable ID	Cow gene stable ID
ENSG00000287326	
ENSG00000234677	
ENSG00000282142	
ENSG00000280337	
ENSG00000287466	
ENSG00000253164	
ENSG00000257687	
ENSG00000280953	
ENSG00000257343	
ENSG00000139239	
ENSG00000171711	
ENSG00000248265	
ENSG00000138161	
ENSG00000257576	
ENSG00000251676	
ENSG00000253279	
ENSG00000253377	
ENSG00000184414	
ENSG00000253457	ENSBTAG00000051612
ENSG00000285964	
ENSG00000197457	ENSBTAG00000038974
ENSG00000286901	
ENSG00000233028	
ENSG00000228770	
ENSG00000226942	
ENSG00000282907	
ENSG00000127419	ENSBTAG00000018379
ENSG00000152556	ENSBTAG00000000286
ENSG00000253100	
ENSG00000019991	ENSBTAG00000017664
ENSG00000204930	ENSBTAG00000005222
ENSG00000188916	ENSBTAG00000021015
ENSG00000172366	ENSBTAG00000045857
ENSG00000278256	
ENSG00000026036	ENSBTAG00000021096
ENSG00000177243	ENSBTAG00000052579
ENSG00000177243	ENSBTAG00000049265
ENSG00000177243	ENSBTAG00000052422
ENSG00000177243	ENSBTAG00000050605
ENSG00000177243	ENSBTAG00000050419
ENSG00000108576	ENSBTAG00000019349
ENSG00000276964	
ENSG00000147419	ENSBTAG00000006547
ENSG00000234134	
ENSG00000236083	
ENSG00000280339	
ENSG00000287655	
ENSG00000233659	
ENSG00000196196	ENSBTAG00000055183
ENSG00000180745	ENSBTAG00000047054
ENSG00000136143	ENSBTAG00000006759
ENSG00000234376	
ENSG00000235387	ENSBTAG00000050436
ENSG00000227615	
ENSG00000287986	
ENSG00000260917	
ENSG00000173120	ENSBTAG00000044032
ENSG00000225639	
ENSG00000240707	
ENSG00000278889	ENSBTAG00000049084
ENSG00000213866	
ENSG00000213170	
ENSG00000233010	
ENSG00000233086	
ENSG00000234109	
ENSG00000232396	
ENSG00000233435	
ENSG00000239446	
ENSG00000167967	ENSBTAG00000009961
ENSG00000120008	ENSBTAG00000021540
ENSG00000100314	ENSBTAG00000017886
ENSG00000186940	
ENSG00000243509	ENSBTAG00000027407
ENSG00000237434	
ENSG00000171843	ENSBTAG00000014124
ENSG00000100319	ENSBTAG00000017890
ENSG00000101246	ENSBTAG00000007497
ENSG00000200976	
ENSG00000287967	
ENSG00000184076	ENSBTAG00000000913
ENSG00000239282	ENSBTAG00000018084
ENSG00000223786	
ENSG00000237567	
ENSG00000286691	
ENSG00000229017	
ENSG00000100908	ENSBTAG00000025778
ENSG00000029363	ENSBTAG00000007802
ENSG00000263790	
ENSG00000222202	
ENSG00000264941	
ENSG00000237088	
ENSG00000227071	
ENSG00000207609	ENSBTAG00000029956
ENSG00000202189	ENSBTAG00000043395
ENSG00000187609	ENSBTAG00000023788
ENSG00000261319	
ENSG00000261394	
ENSG00000166839	
ENSG00000260022	
ENSG00000277142	
ENSG00000266433	
ENSG00000259321	
ENSG00000248751	
ENSG00000100911	ENSBTAG00000005814
ENSG00000205937	ENSBTAG00000009969
ENSG00000253425	
ENSG00000250406	
ENSG00000253620	
ENSG00000188895	ENSBTAG00000010375
ENSG00000253535	
ENSG00000270883	
ENSG00000243175	
ENSG00000249297	
ENSG00000254309	
ENSG00000253396	
ENSG00000248872	
ENSG00000165672	ENSBTAG00000008731
ENSG00000253746	
ENSG00000249848	
ENSG00000280453	
ENSG00000248423	
ENSG00000255316	
ENSG00000255554	
ENSG00000253774	
ENSG00000227620	
ENSG00000147454	ENSBTAG00000019099
ENSG00000255516	
ENSG00000099992	ENSBTAG00000018086
ENSG00000255486	
ENSG00000288012	
ENSG00000248958	
ENSG00000226075	
ENSG00000137731	ENSBTAG00000009828
ENSG00000270669	
ENSG00000188833	ENSBTAG00000030246
ENSG00000227035	
ENSG00000154447	ENSBTAG00000001508
ENSG00000180233	ENSBTAG00000000260
ENSG00000197114	ENSBTAG00000007498
ENSG00000230614	
ENSG00000138623	ENSBTAG00000011446
ENSG00000261535	
ENSG00000231394	
ENSG00000253899	
ENSG00000205267	
ENSG00000230252	
ENSG00000120875	ENSBTAG00000044208
ENSG00000234273	
ENSG00000235503	
ENSG00000233601	
ENSG00000171311	ENSBTAG00000012699
ENSG00000170390	ENSBTAG00000008098
ENSG00000241685	ENSBTAG00000049440
ENSG00000241685	ENSBTAG00000004242
ENSG00000285559	
ENSG00000227255	
ENSG00000264359	
ENSG00000284317	
ENSG00000236819	
ENSG00000130653	ENSBTAG00000012126
ENSG00000253888	
ENSG00000233176	
ENSG00000265666	
ENSG00000104626	ENSBTAG00000048265
ENSG00000104626	ENSBTAG00000009685
ENSG00000264874	
ENSG00000131759	ENSBTAG00000012500
ENSG00000254434	
ENSG00000282834	
ENSG00000254939	
ENSG00000189253	
ENSG00000223885	
ENSG00000234545	ENSBTAG00000049928
ENSG00000234545	ENSBTAG00000050705
ENSG00000253891	
ENSG00000177306	
ENSG00000253571	
ENSG00000170290	
ENSG00000253505	
ENSG00000259405	
ENSG00000188089	ENSBTAG00000021924
ENSG00000177669	ENSBTAG00000000743
ENSG00000254436	
ENSG00000225203	
ENSG00000270868	
ENSG00000256916	
ENSG00000282160	
ENSG00000118939	ENSBTAG00000008024
ENSG00000248027	
ENSG00000253108	
ENSG00000110723	ENSBTAG00000008253
ENSG00000069206	ENSBTAG00000039171
ENSG00000182154	ENSBTAG00000039138
ENSG00000273154	
ENSG00000148399	ENSBTAG00000038691
ENSG00000274798	
ENSG00000259186	
ENSG00000260799	
ENSG00000283856	
ENSG00000230183	
ENSG00000169129	ENSBTAG00000004895
ENSG00000274501	
ENSG00000227948	
ENSG00000203392	
ENSG00000260689	
ENSG00000203896	ENSBTAG00000007501
ENSG00000169902	ENSBTAG00000000390
ENSG00000092098	ENSBTAG00000005815
ENSG00000240366	
ENSG00000099995	ENSBTAG00000003390
ENSG00000278202	
ENSG00000274515	
ENSG00000261205	
ENSG00000259771	
ENSG00000260576	
ENSG00000288538	
ENSG00000140367	ENSBTAG00000004024
ENSG00000170962	ENSBTAG00000034827
ENSG00000070669	ENSBTAG00000003222
ENSG00000251488	
ENSG00000287441	
ENSG00000153147	ENSBTAG00000003399
ENSG00000254659	
ENSG00000147459	ENSBTAG00000015513
ENSG00000255205	
ENSG00000273047	ENSBTAG00000007501
ENSG00000255070	
ENSG00000254604	
ENSG00000125520	ENSBTAG00000016664
ENSG00000166266	ENSBTAG00000012882
ENSG00000165724	ENSBTAG00000012144
ENSG00000261553	
ENSG00000261105	
ENSG00000099999	ENSBTAG00000003394
ENSG00000197070	ENSBTAG00000012147
ENSG00000234640	
ENSG00000228444	
ENSG00000236991	
ENSG00000230902	
ENSG00000201793	ENSBTAG00000043838
ENSG00000218502	
ENSG00000169508	ENSBTAG00000032084
ENSG00000285932	ENSBTAG00000045703
ENSG00000270381	
ENSG00000275185	
ENSG00000251439	
ENSG00000188613	ENSBTAG00000052883
ENSG00000264316	
ENSG00000262074	
ENSG00000229299	
ENSG00000253051	ENSBTAG00000044261
ENSG00000253051	ENSBTAG00000045402
ENSG00000253051	ENSBTAG00000045310
ENSG00000253051	ENSBTAG00000044275
ENSG00000253051	ENSBTAG00000045403
ENSG00000266925	
ENSG00000250354	
ENSG00000231208	
ENSG00000199477	
ENSG00000286114	
ENSG00000251598	
ENSG00000126353	ENSBTAG00000015133
ENSG00000273149	
ENSG00000168010	ENSBTAG00000019059
ENSG00000279703	
ENSG00000203780	ENSBTAG00000022917
ENSG00000250560	
ENSG00000121210	ENSBTAG00000016625
ENSG00000075043	ENSBTAG00000003030
ENSG00000237382	
ENSG00000170919	
ENSG00000100003	ENSBTAG00000017404
ENSG00000136378	ENSBTAG00000001396
ENSG00000275480	
ENSG00000264892	
ENSG00000277426	
ENSG00000266599	
ENSG00000265799	
ENSG00000264663	
ENSG00000253232	
ENSG00000177302	ENSBTAG00000017087
ENSG00000283411	
ENSG00000168077	ENSBTAG00000007657
ENSG00000274841	
ENSG00000233998	
ENSG00000230246	
ENSG00000238110	
ENSG00000283205	
ENSG00000271923	
ENSG00000217716	
ENSG00000225385	
ENSG00000276535	
ENSG00000279154	
ENSG00000204429	
ENSG00000229288	
ENSG00000205549	
ENSG00000258114	
ENSG00000235180	
ENSG00000278641	
ENSG00000231756	
ENSG00000253488	
ENSG00000230694	
ENSG00000234779	
ENSG00000196177	ENSBTAG00000018041
ENSG00000253182	
ENSG00000183784	
ENSG00000259196	
ENSG00000235880	
ENSG00000253335	
ENSG00000253951	
ENSG00000227155	
ENSG00000253770	
ENSG00000239839	
ENSG00000233383	
ENSG00000242265	ENSBTAG00000053735
ENSG00000259600	
ENSG00000235330	
ENSG00000254069	
ENSG00000282100	
ENSG00000228115	
ENSG00000214428	
ENSG00000242607	
ENSG00000176753	
ENSG00000202172	
ENSG00000229875	
ENSG00000237215	
ENSG00000227914	
ENSG00000253993	
ENSG00000112118	ENSBTAG00000010721
ENSG00000260165	
ENSG00000287204	
ENSG00000277718	
ENSG00000137090	ENSBTAG00000033352
ENSG00000254061	
ENSG00000166104	
ENSG00000253641	
ENSG00000225443	
ENSG00000214252	
ENSG00000228021	
ENSG00000229886	
ENSG00000259529	ENSBTAG00000005815
ENSG00000223836	
ENSG00000261435	
ENSG00000232072	
ENSG00000186579	ENSBTAG00000049070
ENSG00000263972	
ENSG00000214047	
ENSG00000285709	
ENSG00000237818	
ENSG00000223486	
ENSG00000236393	
ENSG00000135249	ENSBTAG00000008302
ENSG00000260269	
ENSG00000253995	
ENSG00000199804	
ENSG00000214045	
ENSG00000206677	
ENSG00000214268	
ENSG00000214297	
ENSG00000064218	ENSBTAG00000017800
ENSG00000237635	
ENSG00000254425	
ENSG00000213928	ENSBTAG00000005816
ENSG00000203867	ENSBTAG00000023891
ENSG00000254111	
ENSG00000183337	ENSBTAG00000047339
ENSG00000287543	
ENSG00000204352	
ENSG00000200570	
ENSG00000041357	ENSBTAG00000014440
ENSG00000201074	
ENSG00000237385	
ENSG00000188938	
ENSG00000104660	ENSBTAG00000013581
ENSG00000287292	
ENSG00000243929	
ENSG00000250665	
ENSG00000250126	
ENSG00000109436	ENSBTAG00000018951
ENSG00000108039	ENSBTAG00000004438
ENSG00000234844	
ENSG00000234695	
ENSG00000232165	
ENSG00000263604	
ENSG00000205307	ENSBTAG00000039601
ENSG00000175832	ENSBTAG00000008333
ENSG00000048828	ENSBTAG00000008696
ENSG00000286253	
ENSG00000254320	
ENSG00000253560	
ENSG00000251249	
ENSG00000154678	ENSBTAG00000002739
ENSG00000249590	ENSBTAG00000017404
ENSG00000145423	ENSBTAG00000018563
ENSG00000120907	ENSBTAG00000031632
ENSG00000240652	
ENSG00000286345	
ENSG00000213252	
ENSG00000248574	
ENSG00000270487	
ENSG00000273350	
ENSG00000285713	
ENSG00000112299	ENSBTAG00000015094
ENSG00000222915	
ENSG00000137713	ENSBTAG00000020277
ENSG00000272689	
ENSG00000185477	ENSBTAG00000045966
ENSG00000242114	ENSBTAG00000018116
ENSG00000286402	
ENSG00000287393	
ENSG00000220139	
ENSG00000235033	
ENSG00000196497	ENSBTAG00000002707
ENSG00000251162	
ENSG00000170545	ENSBTAG00000001983
ENSG00000249542	
ENSG00000174780	ENSBTAG00000010593
ENSG00000219784	
ENSG00000218632	
ENSG00000277797	
ENSG00000226540	
ENSG00000231683	
ENSG00000133878	ENSBTAG00000016413
ENSG00000226890	
ENSG00000261066	
ENSG00000261442	
ENSG00000234769	
ENSG00000131634	ENSBTAG00000007246
ENSG00000228886	
ENSG00000214455	
ENSG00000273428	
ENSG00000147465	ENSBTAG00000001608
ENSG00000147465	ENSBTAG00000033345
ENSG00000230137	
ENSG00000256372	
ENSG00000112414	ENSBTAG00000020707
ENSG00000198353	ENSBTAG00000003304
ENSG00000100012	ENSBTAG00000014464
ENSG00000174032	ENSBTAG00000016529
ENSG00000258036	
ENSG00000168096	ENSBTAG00000006593
ENSG00000258316	
ENSG00000258119	
ENSG00000257763	
ENSG00000257675	
ENSG00000257664	
ENSG00000256984	
ENSG00000174718	ENSBTAG00000004999
ENSG00000254917	
ENSG00000283146	
ENSG00000253685	
ENSG00000253346	
ENSG00000056558	ENSBTAG00000003012
ENSG00000226478	
ENSG00000167034	ENSBTAG00000001221
ENSG00000277363	ENSBTAG00000013469
ENSG00000285977	
ENSG00000147416	ENSBTAG00000018646
ENSG00000106804	ENSBTAG00000012210
ENSG00000127318	ENSBTAG00000015407
ENSG00000132446	
ENSG00000252903	
ENSG00000285900	
ENSG00000222922	
ENSG00000236285	
ENSG00000263600	
ENSG00000221348	
ENSG00000236828	
ENSG00000226781	
ENSG00000215310	
ENSG00000265170	
ENSG00000224963	
ENSG00000182492	ENSBTAG00000005250
ENSG00000254785	
ENSG00000255173	
ENSG00000254798	
ENSG00000245248	
ENSG00000279099	
ENSG00000181123	
ENSG00000156675	ENSBTAG00000011684
ENSG00000214161	
ENSG00000255065	
ENSG00000274979	
ENSG00000257864	
ENSG00000133488	ENSBTAG00000031351
ENSG00000255666	
ENSG00000257779	
ENSG00000257649	
ENSG00000233560	
ENSG00000258074	
ENSG00000283093	ENSBTAG00000013274
ENSG00000257784	
ENSG00000223591	ENSBTAG00000013274
ENSG00000279337	
ENSG00000189369	ENSBTAG00000013311
ENSG00000110721	ENSBTAG00000010304
ENSG00000141744	ENSBTAG00000011731
ENSG00000258051	
ENSG00000236576	
ENSG00000252377	
ENSG00000224109	ENSBTAG00000013274
ENSG00000165966	ENSBTAG00000012624
ENSG00000260118	
ENSG00000228328	
ENSG00000252145	
ENSG00000228125	
ENSG00000213455	
ENSG00000206646	
ENSG00000234826	
ENSG00000225925	
ENSG00000287671	
ENSG00000181704	ENSBTAG00000001977
ENSG00000231153	
ENSG00000274419	
ENSG00000240355	
ENSG00000227305	
ENSG00000224316	
ENSG00000250756	
ENSG00000278388	
ENSG00000237870	
ENSG00000248287	
ENSG00000270681	
ENSG00000251061	
ENSG00000248912	
ENSG00000243243	
ENSG00000251015	
ENSG00000142319	ENSBTAG00000015843
ENSG00000286558	
ENSG00000251123	
ENSG00000250609	
ENSG00000230192	
ENSG00000233969	
ENSG00000248208	
ENSG00000278424	
ENSG00000287770	
ENSG00000181541	ENSBTAG00000047924
ENSG00000133112	
ENSG00000205356	ENSBTAG00000051678
ENSG00000249309	
ENSG00000273805	
ENSG00000234111	
ENSG00000257634	
ENSG00000257243	
ENSG00000257807	
ENSG00000168785	ENSBTAG00000012343
ENSG00000275610	
ENSG00000152944	ENSBTAG00000005082
ENSG00000166682	ENSBTAG00000051043
ENSG00000237183	
ENSG00000186766	ENSBTAG00000006218
ENSG00000206747	
ENSG00000002834	ENSBTAG00000030587
ENSG00000176584	
ENSG00000253524	
ENSG00000079482	ENSBTAG00000055120
ENSG00000240519	
ENSG00000254362	
ENSG00000253414	
ENSG00000253476	
ENSG00000248738	
ENSG00000225774	
ENSG00000119396	ENSBTAG00000017803
ENSG00000248964	
ENSG00000253344	
ENSG00000128242	ENSBTAG00000014232
ENSG00000284724	
ENSG00000269514	
ENSG00000187840	ENSBTAG00000027654
ENSG00000274569	
ENSG00000276390	
ENSG00000257378	
ENSG00000165646	ENSBTAG00000004739
ENSG00000259360	
ENSG00000256835	
ENSG00000250921	
ENSG00000177990	ENSBTAG00000032650
ENSG00000259691	
ENSG00000251532	
ENSG00000186599	
ENSG00000140459	ENSBTAG00000006934
ENSG00000271119	
ENSG00000279222	
ENSG00000278913	
ENSG00000285687	ENSBTAG00000023157
ENSG00000088881	ENSBTAG00000037757
ENSG00000164362	ENSBTAG00000012567
ENSG00000243738	
ENSG00000214651	
ENSG00000239593	
ENSG00000104756	ENSBTAG00000012382
ENSG00000235865	
ENSG00000249599	
ENSG00000238143	
ENSG00000007171	ENSBTAG00000006894
ENSG00000249275	
ENSG00000253041	ENSBTAG00000044618
ENSG00000227411	
ENSG00000236763	
ENSG00000230328	
ENSG00000234502	
ENSG00000136897	ENSBTAG00000008962
ENSG00000232290	
ENSG00000170180	ENSBTAG00000039325
ENSG00000172461	ENSBTAG00000007989
ENSG00000127580	ENSBTAG00000019006
ENSG00000270982	
ENSG00000177683	ENSBTAG00000021869
ENSG00000225376	
ENSG00000111906	ENSBTAG00000003340
ENSG00000165152	ENSBTAG00000020844
ENSG00000233055	
ENSG00000155827	ENSBTAG00000009516
ENSG00000285582	
ENSG00000225451	
ENSG00000223740	
ENSG00000229455	
ENSG00000148826	ENSBTAG00000054665
ENSG00000231638	
ENSG00000276524	
ENSG00000275834	
ENSG00000223867	
ENSG00000259466	
ENSG00000167969	ENSBTAG00000009965
ENSG00000235713	
ENSG00000238166	
ENSG00000273958	
ENSG00000243345	
ENSG00000260357	
ENSG00000285592	
ENSG00000165660	ENSBTAG00000023840
ENSG00000230639	
ENSG00000213578	ENSBTAG00000021426
ENSG00000287827	
ENSG00000280347	
ENSG00000218274	
ENSG00000160131	ENSBTAG00000006296
ENSG00000135185	ENSBTAG00000038283
ENSG00000271551	
ENSG00000284803	
ENSG00000271498	
ENSG00000120925	ENSBTAG00000007630
ENSG00000271265	
ENSG00000270052	
ENSG00000159289	ENSBTAG00000011317
ENSG00000164485	ENSBTAG00000017000
ENSG00000214915	
ENSG00000287768	
ENSG00000226217	
ENSG00000088882	ENSBTAG00000011458
ENSG00000187164	ENSBTAG00000007578
ENSG00000257865	
ENSG00000071553	ENSBTAG00000012117
ENSG00000251151	
ENSG00000242948	
ENSG00000139624	ENSBTAG00000017395
ENSG00000188386	
ENSG00000106355	ENSBTAG00000052014
ENSG00000106355	ENSBTAG00000002332
ENSG00000188580	ENSBTAG00000052924
ENSG00000136881	
ENSG00000241690	
ENSG00000186787	ENSBTAG00000046769
ENSG00000186787	ENSBTAG00000038387
ENSG00000186787	ENSBTAG00000013260
ENSG00000258713	ENSBTAG00000021817
ENSG00000137868	ENSBTAG00000007348
ENSG00000253400	
ENSG00000139826	ENSBTAG00000002432
ENSG00000188820	ENSBTAG00000006549
ENSG00000120159	ENSBTAG00000001223
ENSG00000254370	
ENSG00000277246	
ENSG00000253643	
ENSG00000223177	
ENSG00000219297	
ENSG00000198326	ENSBTAG00000021816
ENSG00000283384	
ENSG00000283608	
ENSG00000165583	ENSBTAG00000048817
ENSG00000165583	ENSBTAG00000054604
ENSG00000260242	
ENSG00000203756	
ENSG00000132635	ENSBTAG00000003863
ENSG00000178287	ENSBTAG00000034952
ENSG00000059145	ENSBTAG00000014126
ENSG00000219095	
ENSG00000232087	
ENSG00000227954	
ENSG00000049656	ENSBTAG00000001329
ENSG00000278462	
ENSG00000100029	ENSBTAG00000007728
ENSG00000110675	ENSBTAG00000002691
ENSG00000232466	
ENSG00000165376	ENSBTAG00000055282
ENSG00000139684	ENSBTAG00000003415
ENSG00000240306	
ENSG00000137055	ENSBTAG00000013011
ENSG00000198455	
ENSG00000165591	
ENSG00000271099	
ENSG00000112175	ENSBTAG00000012870
ENSG00000275875	
ENSG00000225535	
ENSG00000187021	ENSBTAG00000052800
ENSG00000220130	
ENSG00000271789	
ENSG00000270484	
ENSG00000102385	ENSBTAG00000001975
ENSG00000219758	
ENSG00000217178	
ENSG00000168143	ENSBTAG00000016058
ENSG00000243844	
ENSG00000253290	
ENSG00000255022	
ENSG00000243181	
ENSG00000106367	ENSBTAG00000014468
ENSG00000255211	
ENSG00000257087	
ENSG00000124562	ENSBTAG00000024549
ENSG00000255528	
ENSG00000287166	
ENSG00000255478	
ENSG00000255200	
ENSG00000254555	
ENSG00000259522	ENSBTAG00000002709
ENSG00000256928	
ENSG00000147471	ENSBTAG00000011075
ENSG00000177103	ENSBTAG00000016692
ENSG00000287765	
ENSG00000220392	
ENSG00000118508	ENSBTAG00000009784
ENSG00000100926	ENSBTAG00000002709
ENSG00000215305	ENSBTAG00000001320
ENSG00000286562	
ENSG00000234676	
ENSG00000184434	ENSBTAG00000043983
ENSG00000260997	
ENSG00000123500	ENSBTAG00000003078
ENSG00000274272	
ENSG00000147251	ENSBTAG00000053537
ENSG00000147251	ENSBTAG00000006439
ENSG00000254396	
ENSG00000223162	
ENSG00000233024	
ENSG00000232867	
ENSG00000283945	
ENSG00000106397	ENSBTAG00000000342
ENSG00000056972	ENSBTAG00000008600
ENSG00000120160	
ENSG00000173451	ENSBTAG00000052417
ENSG00000176749	ENSBTAG00000004475
ENSG00000259933	
ENSG00000237734	
ENSG00000265713	
ENSG00000111536	ENSBTAG00000052655
ENSG00000266877	
ENSG00000102468	ENSBTAG00000013498
ENSG00000187272	
ENSG00000242173	
ENSG00000243655	
ENSG00000178445	
ENSG00000212658	
ENSG00000263368	
ENSG00000231258	
ENSG00000273049	ENSBTAG00000009634
ENSG00000213272	
ENSG00000224517	
ENSG00000258096	
ENSG00000276070	ENSBTAG00000025257
ENSG00000223815	
ENSG00000202151	
ENSG00000118596	ENSBTAG00000021287
ENSG00000227336	
ENSG00000164151	ENSBTAG00000018501
ENSG00000238213	
ENSG00000277549	
ENSG00000223076	
ENSG00000232385	
ENSG00000236608	
ENSG00000261663	
ENSG00000279657	
ENSG00000254692	ENSBTAG00000002709
ENSG00000279441	
ENSG00000229881	
ENSG00000260058	
ENSG00000228897	
ENSG00000278434	
ENSG00000260588	
ENSG00000276698	
ENSG00000278784	
ENSG00000083544	ENSBTAG00000009308
ENSG00000187535	ENSBTAG00000007245
ENSG00000139908	ENSBTAG00000002710
ENSG00000134013	ENSBTAG00000006214
ENSG00000135218	ENSBTAG00000014220
ENSG00000135218	ENSBTAG00000017866
ENSG00000135218	ENSBTAG00000047646
ENSG00000264125	
ENSG00000228157	
ENSG00000266042	
ENSG00000163644	ENSBTAG00000005754
ENSG00000260157	
ENSG00000263466	
ENSG00000259603	
ENSG00000226521	
ENSG00000174358	ENSBTAG00000045695
ENSG00000254505	ENSBTAG00000039415
ENSG00000079931	ENSBTAG00000019460
ENSG00000079931	ENSBTAG00000006363
ENSG00000167914	ENSBTAG00000010070
ENSG00000233531	
ENSG00000251191	
ENSG00000272933	
ENSG00000283402	
ENSG00000154478	ENSBTAG00000051105
ENSG00000061337	ENSBTAG00000000841
ENSG00000223597	
ENSG00000101363	ENSBTAG00000000528
ENSG00000287790	
ENSG00000107518	ENSBTAG00000017709
ENSG00000248962	
ENSG00000257534	
ENSG00000265646	
ENSG00000249966	
ENSG00000286563	
ENSG00000263874	
ENSG00000257125	
ENSG00000145536	ENSBTAG00000018460
ENSG00000177340	
ENSG00000248921	
ENSG00000233138	
ENSG00000188873	
ENSG00000285528	
ENSG00000255389	
ENSG00000286711	
ENSG00000180386	
ENSG00000257364	
ENSG00000249419	
ENSG00000279806	
ENSG00000257265	
ENSG00000184661	ENSBTAG00000002756
ENSG00000240828	
ENSG00000251504	
ENSG00000112249	ENSBTAG00000020482
ENSG00000260669	
ENSG00000278918	
ENSG00000170442	
ENSG00000266771	
ENSG00000263717	
ENSG00000170209	
ENSG00000230219	
ENSG00000265739	
ENSG00000223831	
ENSG00000185339	ENSBTAG00000002770
ENSG00000172057	ENSBTAG00000013855
ENSG00000125878	ENSBTAG00000005750
ENSG00000052795	ENSBTAG00000011970
ENSG00000213920	ENSBTAG00000002712
ENSG00000124243	ENSBTAG00000038929
ENSG00000207203	ENSBTAG00000049423
ENSG00000110237	ENSBTAG00000012505
ENSG00000256075	
ENSG00000283697	ENSBTAG00000033445
ENSG00000283697	ENSBTAG00000036343
ENSG00000198205	
ENSG00000135443	ENSBTAG00000000400
ENSG00000072315	ENSBTAG00000010065
ENSG00000133104	ENSBTAG00000008040
ENSG00000176774	ENSBTAG00000053213
ENSG00000149634	ENSBTAG00000000960
ENSG00000232446	
ENSG00000232030	ENSBTAG00000054345
ENSG00000232030	ENSBTAG00000049904
ENSG00000266736	
ENSG00000255526	ENSBTAG00000002712
ENSG00000227511	
ENSG00000258245	
ENSG00000176746	ENSBTAG00000054345
ENSG00000176746	ENSBTAG00000049904
ENSG00000244274	ENSBTAG00000005186
ENSG00000164128	ENSBTAG00000047586
ENSG00000232644	
ENSG00000188408	
ENSG00000141696	ENSBTAG00000025752
ENSG00000275056	
ENSG00000076067	ENSBTAG00000017830
ENSG00000237171	
ENSG00000253200	
ENSG00000259849	
ENSG00000254067	
ENSG00000103326	ENSBTAG00000016592
ENSG00000178146	
ENSG00000248137	
ENSG00000126952	
ENSG00000285689	
ENSG00000280251	
ENSG00000279002	
ENSG00000254244	
ENSG00000285529	
ENSG00000229466	
ENSG00000171421	ENSBTAG00000050317
ENSG00000236426	
ENSG00000254416	
ENSG00000129559	ENSBTAG00000038842
ENSG00000129559	ENSBTAG00000021446
ENSG00000186918	ENSBTAG00000000536
ENSG00000234016	
ENSG00000287857	
ENSG00000198498	ENSBTAG00000012658
ENSG00000256717	
ENSG00000165752	ENSBTAG00000011562
ENSG00000250490	
ENSG00000254558	
ENSG00000254422	
ENSG00000254511	
ENSG00000225215	
ENSG00000250481	
ENSG00000254851	
ENSG00000136936	ENSBTAG00000009734
ENSG00000280017	
ENSG00000255149	
ENSG00000124279	ENSBTAG00000009400
ENSG00000255429	
ENSG00000255241	
ENSG00000166439	ENSBTAG00000000727
ENSG00000099958	ENSBTAG00000022028
ENSG00000261789	
ENSG00000092330	ENSBTAG00000002718
ENSG00000165802	ENSBTAG00000030247
ENSG00000229351	
ENSG00000198382	ENSBTAG00000016355
ENSG00000226145	
ENSG00000167965	ENSBTAG00000009928
ENSG00000264930	
ENSG00000231458	
ENSG00000260287	
ENSG00000228451	
ENSG00000213147	
ENSG00000255495	
ENSG00000249568	
ENSG00000271869	
ENSG00000244708	
ENSG00000251174	
ENSG00000239198	
ENSG00000285745	
ENSG00000254095	
ENSG00000188690	ENSBTAG00000005791
ENSG00000250483	
ENSG00000251476	
ENSG00000285601	
ENSG00000205976	
ENSG00000253504	
ENSG00000254796	
ENSG00000163110	ENSBTAG00000012818
ENSG00000260763	
ENSG00000270966	
ENSG00000272338	
ENSG00000164363	ENSBTAG00000012559
ENSG00000254090	
ENSG00000272973	
ENSG00000196421	
ENSG00000251357	
ENSG00000188828	
ENSG00000279467	
ENSG00000244425	
ENSG00000240972	ENSBTAG00000007375
ENSG00000147475	ENSBTAG00000017831
ENSG00000278475	
ENSG00000101255	ENSBTAG00000017007
ENSG00000234925	
ENSG00000257531	
ENSG00000256037	
ENSG00000257159	
ENSG00000233534	
ENSG00000251506	
ENSG00000257165	
ENSG00000272049	
ENSG00000248736	
ENSG00000219619	
ENSG00000226599	
ENSG00000198729	ENSBTAG00000026586
ENSG00000198729	ENSBTAG00000051087
ENSG00000218537	
ENSG00000066117	ENSBTAG00000037935
ENSG00000249782	
ENSG00000273295	
ENSG00000225282	
ENSG00000266379	
ENSG00000215168	
ENSG00000250576	
ENSG00000206090	
ENSG00000233183	
ENSG00000237294	
ENSG00000171695	ENSBTAG00000021423
ENSG00000231356	
ENSG00000231271	
ENSG00000226820	
ENSG00000078295	ENSBTAG00000019210
ENSG00000133136	
ENSG00000099984	
ENSG00000225366	ENSBTAG00000046283
ENSG00000225366	ENSBTAG00000021119
ENSG00000131746	ENSBTAG00000007958
ENSG00000125508	ENSBTAG00000001985
ENSG00000102312	ENSBTAG00000009282
ENSG00000227376	
ENSG00000149599	ENSBTAG00000054678
ENSG00000099994	ENSBTAG00000006730
ENSG00000213287	
ENSG00000092295	ENSBTAG00000003920
ENSG00000235086	
ENSG00000110057	ENSBTAG00000001193
ENSG00000231329	
ENSG00000284300	
ENSG00000230197	
ENSG00000217372	
ENSG00000172301	ENSBTAG00000049483
ENSG00000233080	
ENSG00000273068	
ENSG00000188107	
ENSG00000238153	
ENSG00000140474	ENSBTAG00000005838
ENSG00000224236	
ENSG00000125675	ENSBTAG00000011833
ENSG00000100284	ENSBTAG00000045785
ENSG00000120664	
ENSG00000228000	
ENSG00000254702	
ENSG00000186566	ENSBTAG00000038316
ENSG00000162300	ENSBTAG00000015479
ENSG00000286825	
