Gene stable ID	Dog gene stable ID
ENSG00000207873	
ENSG00000211583	
ENSG00000207984	ENSCAFG00845020473
ENSG00000207818	ENSCAFG00845020926
ENSG00000207731	ENSCAFG00845020333
ENSG00000207731	ENSCAFG00845020317
ENSG00000207969	ENSCAFG00845020333
ENSG00000207969	ENSCAFG00845020317
ENSG00000207589	
ENSG00000252583	
ENSG00000212013	
ENSG00000212014	
ENSG00000208000	
ENSG00000202051	ENSCAFG00845018513
ENSG00000237623	
ENSG00000266158	
ENSG00000203402	
ENSG00000221459	
ENSG00000232009	
ENSG00000226556	
ENSG00000248416	
ENSG00000277605	
ENSG00000250333	
ENSG00000196741	
ENSG00000204776	
ENSG00000235636	
ENSG00000234861	
ENSG00000271958	
ENSG00000274516	
ENSG00000008056	ENSCAFG00845030531
ENSG00000279256	
ENSG00000227401	
ENSG00000107105	ENSCAFG00845016769
ENSG00000272897	
ENSG00000222460	
ENSG00000252549	
ENSG00000244462	ENSCAFG00845022102
ENSG00000271360	
ENSG00000064042	ENSCAFG00845013654
ENSG00000176236	
ENSG00000228755	
ENSG00000216937	
ENSG00000254174	
ENSG00000066455	ENSCAFG00845022111
ENSG00000197296	ENSCAFG00845013597
ENSG00000226812	
ENSG00000231879	
ENSG00000229005	
ENSG00000235315	
ENSG00000178734	
ENSG00000233376	
ENSG00000285680	
ENSG00000168746	
ENSG00000283743	
ENSG00000231995	
ENSG00000227862	
ENSG00000263858	
ENSG00000276868	
ENSG00000285834	
ENSG00000126767	ENSCAFG00845030612
ENSG00000184523	
ENSG00000229249	
ENSG00000226337	
ENSG00000226243	
ENSG00000124120	ENSCAFG00845013856
ENSG00000236733	
ENSG00000273999	
ENSG00000243406	
ENSG00000239684	
ENSG00000278054	
ENSG00000237153	
ENSG00000140030	ENSCAFG00845009952
ENSG00000274583	
ENSG00000284196	
ENSG00000137106	ENSCAFG00845013630
ENSG00000070269	ENSCAFG00845016875
ENSG00000120688	ENSCAFG00845012821
ENSG00000126756	ENSCAFG00845030632
ENSG00000132824	ENSCAFG00845013824
ENSG00000211685	
ENSG00000211684	
ENSG00000100395	ENSCAFG00845017974
ENSG00000267064	
ENSG00000280580	
ENSG00000187893	
ENSG00000283371	
ENSG00000261666	
ENSG00000180440	ENSCAFG00845028427
ENSG00000224656	
ENSG00000229968	
ENSG00000132964	ENSCAFG00845026285
ENSG00000188459	
ENSG00000224401	
ENSG00000102265	ENSCAFG00845030572
ENSG00000157601	
ENSG00000168734	
ENSG00000226393	
ENSG00000276386	
ENSG00000147130	ENSCAFG00845017392
ENSG00000119121	ENSCAFG00845011822
ENSG00000233825	
ENSG00000279623	
ENSG00000227264	
ENSG00000203565	
ENSG00000278580	
ENSG00000224686	
ENSG00000258994	
ENSG00000287861	
ENSG00000233451	
ENSG00000177596	
ENSG00000225638	
ENSG00000233190	
ENSG00000232447	
ENSG00000271465	
ENSG00000241058	ENSCAFG00845013130
ENSG00000125285	ENSCAFG00845007844
ENSG00000054983	ENSCAFG00845009690
ENSG00000287270	
ENSG00000288038	
ENSG00000139514	ENSCAFG00845022314
ENSG00000239511	
ENSG00000224688	
ENSG00000285707	
ENSG00000226477	
ENSG00000237862	
ENSG00000100060	ENSCAFG00845007032
ENSG00000270552	
ENSG00000182531	
ENSG00000151963	
ENSG00000236894	
ENSG00000238246	
ENSG00000242509	
ENSG00000101342	ENSCAFG00845026733
ENSG00000150867	ENSCAFG00845007359
ENSG00000287635	
ENSG00000282864	
ENSG00000088386	ENSCAFG00845020561
ENSG00000231241	
ENSG00000226144	
ENSG00000241229	
ENSG00000287570	
ENSG00000132823	ENSCAFG00845013506
ENSG00000183486	ENSCAFG00845030104
ENSG00000278960	
ENSG00000276138	
ENSG00000276871	
ENSG00000278188	
ENSG00000275319	
ENSG00000149596	ENSCAFG00845013468
ENSG00000251940	ENSCAFG00845022128
ENSG00000212216	
ENSG00000275362	
ENSG00000274625	
ENSG00000264824	
ENSG00000222630	
ENSG00000277248	ENSCAFG00845007832
ENSG00000280263	
ENSG00000252267	
ENSG00000222585	
ENSG00000284049	
ENSG00000264141	
ENSG00000200443	
ENSG00000278404	
ENSG00000206615	
ENSG00000223056	
ENSG00000199695	ENSCAFG00845012185
ENSG00000277941	
ENSG00000237555	
ENSG00000242251	
ENSG00000201021	
ENSG00000264073	
ENSG00000199783	
ENSG00000233711	
ENSG00000212542	
ENSG00000206998	ENSCAFG00845027946
ENSG00000206998	ENSCAFG00845006401
ENSG00000283225	
ENSG00000252909	
ENSG00000202019	ENSCAFG00845024634
ENSG00000124193	ENSCAFG00845012776
ENSG00000275942	
ENSG00000239249	
ENSG00000201209	
ENSG00000241693	ENSCAFG00845028701
ENSG00000276991	
ENSG00000238875	
ENSG00000199248	ENSCAFG00845026482
ENSG00000199797	
ENSG00000276162	
ENSG00000266533	
ENSG00000273846	
ENSG00000252020	
ENSG00000275840	
ENSG00000157578	ENSCAFG00845029679
ENSG00000272387	
ENSG00000277460	
ENSG00000276150	
ENSG00000274342	
ENSG00000276675	
ENSG00000207455	ENSCAFG00845027721
ENSG00000179133	ENSCAFG00845006678
ENSG00000275818	
ENSG00000284082	
ENSG00000277385	
ENSG00000277771	
ENSG00000209482	ENSCAFG00845021960
ENSG00000276753	
ENSG00000209480	ENSCAFG00845021973
ENSG00000263764	ENSCAFG00845021926
ENSG00000221598	
ENSG00000223142	
ENSG00000251985	
ENSG00000266887	
ENSG00000266508	
ENSG00000288000	ENSCAFG00845012881
ENSG00000264139	
ENSG00000264160	
ENSG00000273866	
ENSG00000241333	
ENSG00000251890	
ENSG00000266594	
ENSG00000201372	
ENSG00000273979	
ENSG00000234271	
ENSG00000200683	ENSCAFG00845020323
ENSG00000222698	ENSCAFG00845014045
ENSG00000287309	
ENSG00000277611	
ENSG00000199515	ENSCAFG00845014045
ENSG00000252859	
ENSG00000234244	
ENSG00000274552	
ENSG00000240186	
ENSG00000200057	
ENSG00000226143	
ENSG00000239547	
ENSG00000286958	
ENSG00000284015	
ENSG00000282876	
ENSG00000201078	
ENSG00000234335	
ENSG00000231467	
ENSG00000101052	ENSCAFG00845013169
ENSG00000198610	
ENSG00000230120	
ENSG00000275656	
ENSG00000254127	
ENSG00000242082	
ENSG00000214076	
ENSG00000273325	
ENSG00000234626	
ENSG00000128276	
ENSG00000215467	
ENSG00000101057	ENSCAFG00845013268
ENSG00000271093	
ENSG00000244155	
ENSG00000205853	
ENSG00000276527	
ENSG00000276672	
ENSG00000147166	ENSCAFG00845017817
ENSG00000234650	
ENSG00000277297	
ENSG00000226619	
ENSG00000204801	
ENSG00000215417	
ENSG00000240498	
ENSG00000236860	
ENSG00000272046	
ENSG00000285929	
ENSG00000274331	
ENSG00000215037	
ENSG00000236463	
ENSG00000260704	
ENSG00000274617	
ENSG00000234091	
ENSG00000274170	
ENSG00000225316	
ENSG00000279212	
ENSG00000230736	
ENSG00000243519	
ENSG00000204740	
ENSG00000279393	
ENSG00000241954	
ENSG00000233905	
ENSG00000230474	
ENSG00000232218	
ENSG00000283554	
ENSG00000124196	ENSCAFG00845013347
ENSG00000100220	ENSCAFG00845020589
ENSG00000100220	ENSCAFG00845011277
ENSG00000224208	
ENSG00000224933	
ENSG00000213706	
ENSG00000253491	
ENSG00000150907	ENSCAFG00845024108
ENSG00000275975	
ENSG00000173335	ENSCAFG00845026671
ENSG00000253458	
ENSG00000229601	
ENSG00000259230	
ENSG00000213018	
ENSG00000199751	
ENSG00000243468	
ENSG00000232388	ENSCAFG00845029520
ENSG00000259789	
ENSG00000215120	
ENSG00000100739	ENSCAFG00845003563
ENSG00000147162	ENSCAFG00845018937
ENSG00000231222	
ENSG00000224418	
ENSG00000226240	
ENSG00000101307	ENSCAFG00845026328
ENSG00000101307	ENSCAFG00845018616
ENSG00000101307	ENSCAFG00845018514
ENSG00000101307	ENSCAFG00845017978
ENSG00000101307	ENSCAFG00845026450
ENSG00000101307	ENSCAFG00845026580
ENSG00000101307	ENSCAFG00845018352
ENSG00000101307	ENSCAFG00845017411
ENSG00000154723	ENSCAFG00845014843
ENSG00000154723	ENSCAFG00845014852
ENSG00000253755	
ENSG00000136152	ENSCAFG00845008880
ENSG00000234648	
ENSG00000232624	
ENSG00000175785	ENSCAFG00845002449
ENSG00000211958	
ENSG00000253957	
ENSG00000258379	
ENSG00000234217	
ENSG00000259508	
ENSG00000278720	
ENSG00000232525	
ENSG00000285859	
ENSG00000235256	
ENSG00000258593	
ENSG00000197919	ENSCAFG00845016171
ENSG00000197919	ENSCAFG00845016397
ENSG00000197919	ENSCAFG00845016083
ENSG00000197919	ENSCAFG00845015906
ENSG00000197919	ENSCAFG00845016139
ENSG00000197919	ENSCAFG00845016109
ENSG00000197919	ENSCAFG00845016199
ENSG00000197919	ENSCAFG00845016367
ENSG00000259161	
ENSG00000148488	ENSCAFG00845013846
ENSG00000230207	
ENSG00000258904	
ENSG00000170779	ENSCAFG00845022507
ENSG00000196092	ENSCAFG00845013298
ENSG00000253359	
ENSG00000287265	
ENSG00000272465	
ENSG00000234167	
ENSG00000112699	ENSCAFG00845016489
ENSG00000125879	ENSCAFG00845019434
ENSG00000136750	ENSCAFG00845003895
ENSG00000128245	ENSCAFG00845027045
ENSG00000234551	
ENSG00000140105	ENSCAFG00845004302
ENSG00000271386	
ENSG00000235306	
ENSG00000227714	
ENSG00000233379	
ENSG00000271303	ENSCAFG00845015622
ENSG00000136141	ENSCAFG00845007392
ENSG00000227519	
ENSG00000240647	
ENSG00000125821	ENSCAFG00845029447
ENSG00000128254	
ENSG00000237338	
ENSG00000160284	ENSCAFG00845024849
ENSG00000230203	
ENSG00000128203	ENSCAFG00845029516
ENSG00000228404	
ENSG00000160285	ENSCAFG00845024919
ENSG00000100104	ENSCAFG00845029670
ENSG00000130703	ENSCAFG00845016342
ENSG00000112685	ENSCAFG00845016018
ENSG00000186810	ENSCAFG00845019157
ENSG00000100109	ENSCAFG00845029693
ENSG00000155962	ENSCAFG00845017998
ENSG00000229546	
ENSG00000232849	
ENSG00000225008	
ENSG00000152749	ENSCAFG00845007777
ENSG00000228986	
ENSG00000230491	
ENSG00000224216	
ENSG00000230578	
ENSG00000221190	
ENSG00000221603	
ENSG00000277745	ENSCAFG00845030269
ENSG00000214182	
ENSG00000224533	
ENSG00000224419	
ENSG00000237924	
ENSG00000284679	
ENSG00000225393	
ENSG00000230390	
ENSG00000224347	
ENSG00000185973	ENSCAFG00845018126
ENSG00000285699	
ENSG00000237082	
ENSG00000150051	ENSCAFG00845012328
ENSG00000150051	ENSCAFG00845003242
ENSG00000139496	ENSCAFG00845017878
ENSG00000168939	ENSCAFG00845018191
ENSG00000237801	
ENSG00000237040	
ENSG00000124333	ENSCAFG00845018278
ENSG00000281809	
ENSG00000219375	
ENSG00000242753	
ENSG00000270174	
ENSG00000261730	
ENSG00000217078	
ENSG00000185904	
ENSG00000280423	
ENSG00000176515	
ENSG00000216359	
ENSG00000238158	
ENSG00000236086	
ENSG00000287903	
ENSG00000233068	
ENSG00000263761	ENSCAFG00845008392
ENSG00000137265	ENSCAFG00845015916
ENSG00000231245	
ENSG00000229327	
ENSG00000099251	
ENSG00000128294	ENSCAFG00845029736
ENSG00000228410	
ENSG00000223484	
ENSG00000270726	
ENSG00000185203	
ENSG00000234005	
ENSG00000286544	
ENSG00000227159	
ENSG00000229011	
ENSG00000214823	
ENSG00000102076	ENSCAFG00845027363
ENSG00000285228	
ENSG00000227611	
ENSG00000272515	
ENSG00000232217	
ENSG00000102543	ENSCAFG00845024154
ENSG00000223901	
ENSG00000270504	
ENSG00000287626	
ENSG00000215424	
ENSG00000286368	
ENSG00000234763	
ENSG00000169126	ENSCAFG00845012230
ENSG00000169126	ENSCAFG00845012903
ENSG00000277008	
ENSG00000218577	
ENSG00000145945	
ENSG00000268221	ENSCAFG00845027363
ENSG00000221760	
ENSG00000213707	
ENSG00000286326	
ENSG00000219712	
ENSG00000271897	
ENSG00000100122	ENSCAFG00845029835
ENSG00000287593	
ENSG00000230631	
ENSG00000225775	
ENSG00000228137	
ENSG00000124802	ENSCAFG00845018087
ENSG00000239415	
ENSG00000238025	
ENSG00000233528	
ENSG00000274962	
ENSG00000281721	
ENSG00000160282	ENSCAFG00845024727
ENSG00000277914	
ENSG00000277009	
ENSG00000269433	ENSCAFG00845027363
ENSG00000196431	ENSCAFG00845029784
ENSG00000125257	ENSCAFG00845008054
ENSG00000278057	ENSCAFG00845027400
ENSG00000271727	
ENSG00000252412	
ENSG00000217239	
ENSG00000287236	
ENSG00000007350	ENSCAFG00845027442
ENSG00000217181	
ENSG00000217929	
ENSG00000100385	ENSCAFG00845007511
ENSG00000188428	ENSCAFG00845018047
ENSG00000288548	
ENSG00000220472	
ENSG00000287614	
ENSG00000226673	
ENSG00000267028	
ENSG00000264571	
ENSG00000267402	
ENSG00000218643	
ENSG00000242320	
ENSG00000233064	
ENSG00000267325	
ENSG00000214027	
ENSG00000220920	
ENSG00000286810	
ENSG00000234541	
ENSG00000181355	
ENSG00000267172	
ENSG00000077943	ENSCAFG00845014426
ENSG00000263677	
ENSG00000235237	
ENSG00000231830	
ENSG00000159267	ENSCAFG00845027738
ENSG00000265369	
ENSG00000133466	ENSCAFG00845007475
ENSG00000285018	
ENSG00000280195	
ENSG00000275900	
ENSG00000207165	ENSCAFG00845024453
ENSG00000263382	
ENSG00000266184	
ENSG00000171885	ENSCAFG00845012372
ENSG00000102125	ENSCAFG00845028739
ENSG00000197381	ENSCAFG00845021975
ENSG00000258807	
ENSG00000278195	ENSCAFG00845007442
ENSG00000187621	
ENSG00000226233	
ENSG00000270762	
ENSG00000230720	
ENSG00000228882	
ENSG00000128340	ENSCAFG00845007348
ENSG00000223984	
ENSG00000235637	
ENSG00000234973	
ENSG00000233867	
ENSG00000287402	
ENSG00000148482	ENSCAFG00845013563
ENSG00000101074	
ENSG00000258959	
ENSG00000211952	ENSCAFG00845017827
ENSG00000101294	ENSCAFG00845018447
ENSG00000258404	
ENSG00000253325	
ENSG00000254215	
ENSG00000211947	
ENSG00000218073	
ENSG00000253482	
ENSG00000263667	
ENSG00000267743	
ENSG00000258560	
ENSG00000258672	
ENSG00000282639	
ENSG00000267504	
ENSG00000258793	
ENSG00000275553	
ENSG00000216360	
ENSG00000283607	
ENSG00000220517	
ENSG00000235785	
ENSG00000277837	
ENSG00000205269	ENSCAFG00845020894
ENSG00000089902	ENSCAFG00845016544
ENSG00000119547	ENSCAFG00845001888
ENSG00000260455	
ENSG00000286933	
ENSG00000226808	
ENSG00000217135	
ENSG00000278703	
ENSG00000260673	
ENSG00000286324	
ENSG00000187045	ENSCAFG00845007611
ENSG00000233814	
ENSG00000237238	
ENSG00000134440	ENSCAFG00845001801
ENSG00000228412	
ENSG00000125385	
ENSG00000204778	
ENSG00000229156	
ENSG00000224935	
ENSG00000225947	
ENSG00000233242	
ENSG00000172014	
ENSG00000231009	
ENSG00000254046	
ENSG00000224034	
ENSG00000259059	
ENSG00000243349	
ENSG00000258748	
ENSG00000211957	
ENSG00000228339	
ENSG00000259096	
ENSG00000228702	
ENSG00000227729	ENSCAFG00845020748
ENSG00000254929	
ENSG00000211943	
ENSG00000217385	
ENSG00000287293	
ENSG00000131323	ENSCAFG00845016806
ENSG00000280989	
ENSG00000172671	ENSCAFG00845025812
ENSG00000262400	
ENSG00000271888	
ENSG00000265818	
ENSG00000228718	
ENSG00000227353	
ENSG00000236604	
ENSG00000235707	
ENSG00000232234	
ENSG00000234042	
ENSG00000236184	
ENSG00000283982	
ENSG00000214975	
ENSG00000083520	ENSCAFG00845022236
ENSG00000238221	
ENSG00000216364	
ENSG00000147894	ENSCAFG00845018783
ENSG00000219681	
ENSG00000183674	
ENSG00000165097	ENSCAFG00845028324
ENSG00000267787	
ENSG00000081923	ENSCAFG00845001746
ENSG00000264404	
ENSG00000213140	
ENSG00000254326	
ENSG00000287991	
ENSG00000229605	
ENSG00000166183	ENSCAFG00845020802
ENSG00000095777	ENSCAFG00845003959
ENSG00000285578	
ENSG00000146109	ENSCAFG00845015131
ENSG00000275390	
ENSG00000244362	
ENSG00000217379	
ENSG00000270691	
ENSG00000221398	
ENSG00000259040	ENSCAFG00845018047
ENSG00000156052	ENSCAFG00845009564
ENSG00000180509	ENSCAFG00845025908
ENSG00000286512	
ENSG00000218512	
ENSG00000219294	
ENSG00000153162	ENSCAFG00845017586
ENSG00000202159	ENSCAFG00845004178
ENSG00000231544	
ENSG00000267209	
ENSG00000235028	
ENSG00000267675	
ENSG00000284440	ENSCAFG00845000867
ENSG00000219992	
ENSG00000207778	
ENSG00000276403	
ENSG00000225085	
ENSG00000286277	
ENSG00000142156	ENSCAFG00845024031
ENSG00000198796	ENSCAFG00845000830
ENSG00000287966	
ENSG00000165092	ENSCAFG00845000042
ENSG00000239264	ENSCAFG00845017833
ENSG00000230712	
ENSG00000259163	
ENSG00000101098	ENSCAFG00845014034
ENSG00000253240	
ENSG00000128262	
ENSG00000229287	
ENSG00000226317	
ENSG00000036530	ENSCAFG00845004031
ENSG00000271395	
ENSG00000203879	ENSCAFG00845028921
ENSG00000227983	
ENSG00000287456	
ENSG00000277863	
ENSG00000274354	
ENSG00000225098	
ENSG00000133103	ENSCAFG00845024231
ENSG00000267257	
ENSG00000267579	
ENSG00000252284	
ENSG00000239659	
ENSG00000275418	
ENSG00000267226	
ENSG00000231133	
ENSG00000215464	
ENSG00000172175	ENSCAFG00845000742
ENSG00000234427	
ENSG00000287138	
ENSG00000271245	
ENSG00000287359	
ENSG00000274915	
ENSG00000225978	
ENSG00000181315	ENSCAFG00845015175
ENSG00000287324	
ENSG00000100014	ENSCAFG00845022108
ENSG00000260416	
ENSG00000286628	
ENSG00000207598	ENSCAFG00845018784
ENSG00000207598	ENSCAFG00845019081
ENSG00000149658	ENSCAFG00845018982
ENSG00000149658	ENSCAFG00845018849
ENSG00000223368	
ENSG00000228781	
ENSG00000230245	
ENSG00000231212	
ENSG00000229311	
ENSG00000223421	
ENSG00000216829	
ENSG00000270954	
ENSG00000273821	
ENSG00000229896	
ENSG00000229422	
ENSG00000101197	ENSCAFG00845019116
ENSG00000228557	
ENSG00000270477	
ENSG00000280077	
ENSG00000233656	
ENSG00000203321	
ENSG00000205927	ENSCAFG00845026359
ENSG00000155621	ENSCAFG00845000099
ENSG00000260286	ENSCAFG00845020574
ENSG00000258774	
ENSG00000259067	
ENSG00000218476	
ENSG00000253441	
ENSG00000223623	
ENSG00000232539	
ENSG00000216762	
ENSG00000112273	ENSCAFG00845017739
ENSG00000184221	ENSCAFG00845026412
ENSG00000283480	
ENSG00000229401	
ENSG00000100600	ENSCAFG00845021275
ENSG00000216754	
ENSG00000217408	
ENSG00000226527	
ENSG00000227395	
ENSG00000164379	
ENSG00000229109	
ENSG00000165511	
ENSG00000260137	
ENSG00000226433	
ENSG00000274242	
ENSG00000287355	
ENSG00000287925	
ENSG00000180537	ENSCAFG00845023112
ENSG00000225380	
ENSG00000229086	
ENSG00000260995	
ENSG00000071859	ENSCAFG00845029041
ENSG00000223841	
ENSG00000102738	ENSCAFG00845024054
ENSG00000237913	
ENSG00000224920	
ENSG00000235197	
ENSG00000148450	ENSCAFG00845006829
ENSG00000159110	ENSCAFG00845026478
ENSG00000268234	
ENSG00000266463	
ENSG00000197506	ENSCAFG00845005455
ENSG00000101198	ENSCAFG00845019207
ENSG00000235221	
ENSG00000235984	
ENSG00000216368	
ENSG00000287613	
ENSG00000102802	ENSCAFG00845021735
ENSG00000272463	
ENSG00000226576	
ENSG00000286590	
ENSG00000256574	ENSCAFG00845026539
ENSG00000124787	ENSCAFG00845018947
ENSG00000228547	
ENSG00000230731	
ENSG00000233261	
ENSG00000279695	
ENSG00000232225	
ENSG00000215184	
ENSG00000182632	
ENSG00000274718	
ENSG00000229857	
ENSG00000134871	ENSCAFG00845020341
ENSG00000224025	
ENSG00000219149	
ENSG00000204612	ENSCAFG00845010290
ENSG00000276350	
ENSG00000130827	ENSCAFG00845029121
ENSG00000154330	ENSCAFG00845001506
ENSG00000275620	
ENSG00000267476	
ENSG00000266946	
ENSG00000237936	
ENSG00000267705	
ENSG00000101199	ENSCAFG00845019425
ENSG00000267501	
ENSG00000168267	ENSCAFG00845006739
ENSG00000201598	
ENSG00000267593	
ENSG00000199713	
ENSG00000251870	
ENSG00000224367	
ENSG00000099256	ENSCAFG00845005485
ENSG00000258555	ENSCAFG00845022108
ENSG00000285580	
ENSG00000235448	
ENSG00000267215	
ENSG00000135069	ENSCAFG00845008158
ENSG00000128271	ENSCAFG00845022393
ENSG00000217566	
ENSG00000232947	
ENSG00000287382	
ENSG00000153391	ENSCAFG00845004846
ENSG00000124795	ENSCAFG00845002178
ENSG00000124795	ENSCAFG00845028872
ENSG00000157765	ENSCAFG00845006845
ENSG00000102178	ENSCAFG00845029287
ENSG00000152457	ENSCAFG00845014762
ENSG00000178803	
ENSG00000276204	
ENSG00000126903	ENSCAFG00845029316
ENSG00000233651	
ENSG00000231248	
ENSG00000233926	
ENSG00000234451	
ENSG00000277213	
ENSG00000279965	
ENSG00000286823	
ENSG00000236176	
ENSG00000279706	
ENSG00000229175	
ENSG00000264484	
ENSG00000148057	ENSCAFG00845006259
ENSG00000261773	
ENSG00000100024	ENSCAFG00845022513
ENSG00000160211	ENSCAFG00845029388
ENSG00000229609	
ENSG00000173482	ENSCAFG00845004181
ENSG00000215418	
ENSG00000237849	
ENSG00000229665	ENSCAFG00845013657
ENSG00000249624	ENSCAFG00845026648
ENSG00000261447	
ENSG00000133121	ENSCAFG00845029481
ENSG00000276500	
ENSG00000234424	
ENSG00000176115	
ENSG00000260412	
ENSG00000243646	ENSCAFG00845026648
ENSG00000228430	
ENSG00000258735	
ENSG00000090061	ENSCAFG00845003913
ENSG00000228923	
ENSG00000100028	ENSCAFG00845022781
ENSG00000250927	
ENSG00000248545	
ENSG00000237904	
ENSG00000243920	
ENSG00000165105	ENSCAFG00845006700
ENSG00000224843	
ENSG00000198155	
ENSG00000142166	ENSCAFG00845026778
ENSG00000162840	
ENSG00000286070	ENSCAFG00845022781
ENSG00000275959	
ENSG00000249729	
ENSG00000109181	
ENSG00000235570	
ENSG00000079689	ENSCAFG00845024214
ENSG00000236825	
ENSG00000248837	
ENSG00000106733	ENSCAFG00845011585
ENSG00000178026	ENSCAFG00845022879
ENSG00000140104	ENSCAFG00845022426
ENSG00000283408	
ENSG00000279245	
ENSG00000286785	
ENSG00000273041	
ENSG00000232155	
ENSG00000228464	
ENSG00000231388	
ENSG00000236160	
ENSG00000226501	
ENSG00000216938	
ENSG00000236683	
ENSG00000160180	ENSCAFG00845030487
ENSG00000252491	
ENSG00000283446	
ENSG00000285759	
ENSG00000250125	
ENSG00000100031	ENSCAFG00845022970
ENSG00000286633	
ENSG00000276391	
ENSG00000235461	
ENSG00000079691	ENSCAFG00845022241
ENSG00000185437	
ENSG00000147180	ENSCAFG00845023911
ENSG00000236376	
ENSG00000237529	
ENSG00000288073	
ENSG00000233273	
ENSG00000250078	
ENSG00000226134	
ENSG00000137054	ENSCAFG00845013690
ENSG00000251055	
ENSG00000229443	
ENSG00000249170	
ENSG00000286321	
ENSG00000285672	
ENSG00000251048	
ENSG00000183576	ENSCAFG00845003873
ENSG00000285684	
ENSG00000248505	
ENSG00000283361	ENSCAFG00845027769
ENSG00000230668	
ENSG00000226280	
ENSG00000233710	
ENSG00000223543	
ENSG00000234201	
ENSG00000234267	
ENSG00000123570	ENSCAFG00845023869
ENSG00000249212	
ENSG00000180610	
ENSG00000223460	
ENSG00000222419	
ENSG00000287546	
ENSG00000231787	
ENSG00000276298	
ENSG00000272329	
ENSG00000234345	
ENSG00000174125	ENSCAFG00845004950
ENSG00000158427	
ENSG00000236240	
ENSG00000287438	
ENSG00000229788	
ENSG00000237164	
ENSG00000217686	
ENSG00000282997	
ENSG00000184564	ENSCAFG00845006551
ENSG00000166351	
ENSG00000286843	
ENSG00000232885	
ENSG00000235366	
ENSG00000232204	
ENSG00000287734	
ENSG00000230312	
ENSG00000229423	
ENSG00000227067	
ENSG00000235946	
ENSG00000243319	
ENSG00000269226	
ENSG00000224356	
ENSG00000282840	
ENSG00000223418	
ENSG00000173597	ENSCAFG00845010048
ENSG00000184226	ENSCAFG00845020797
ENSG00000267559	
ENSG00000276412	
ENSG00000148082	ENSCAFG00845019951
ENSG00000177398	ENSCAFG00845030370
ENSG00000223677	
ENSG00000229313	
ENSG00000230873	ENSCAFG00845024720
ENSG00000005302	ENSCAFG00845027243
ENSG00000237425	
ENSG00000213972	
ENSG00000218020	
ENSG00000233457	
ENSG00000220748	
ENSG00000228046	
ENSG00000248256	
ENSG00000227638	
ENSG00000241549	
ENSG00000287212	
ENSG00000178343	ENSCAFG00845014597
ENSG00000224106	
ENSG00000226620	
ENSG00000135052	ENSCAFG00845005231
ENSG00000163683	
ENSG00000231811	
ENSG00000154655	ENSCAFG00845003867
ENSG00000231662	
ENSG00000271978	
ENSG00000213916	
ENSG00000236336	
ENSG00000270937	
ENSG00000260604	
ENSG00000272142	
ENSG00000253709	
ENSG00000258383	
ENSG00000287534	
ENSG00000258437	
ENSG00000258507	
ENSG00000211946	
ENSG00000250220	
ENSG00000258784	
ENSG00000109610	ENSCAFG00845007800
ENSG00000258678	
ENSG00000258534	
ENSG00000271198	
ENSG00000112763	
ENSG00000249763	
ENSG00000253440	
ENSG00000258544	
ENSG00000185567	ENSCAFG00845022389
ENSG00000250906	
ENSG00000249337	
ENSG00000285998	
ENSG00000182308	
ENSG00000260519	
ENSG00000286596	
ENSG00000228024	
ENSG00000251459	
ENSG00000233178	
ENSG00000249706	
ENSG00000100865	ENSCAFG00845015873
ENSG00000278001	
ENSG00000183783	ENSCAFG00845015280
ENSG00000225937	
ENSG00000248518	
ENSG00000248956	
ENSG00000250657	
ENSG00000251353	
ENSG00000266104	
ENSG00000222439	
ENSG00000249893	
ENSG00000270665	
ENSG00000101204	ENSCAFG00845020832
ENSG00000249699	
ENSG00000198301	ENSCAFG00845007925
ENSG00000286612	
ENSG00000236060	
ENSG00000232851	
ENSG00000141448	ENSCAFG00845015620
ENSG00000286414	
ENSG00000276203	
ENSG00000253367	
ENSG00000258844	
ENSG00000211950	ENSCAFG00845025621
ENSG00000230598	
ENSG00000211955	
ENSG00000217746	
ENSG00000219262	
ENSG00000275846	
ENSG00000223342	
ENSG00000165914	ENSCAFG00845013189
ENSG00000203492	
ENSG00000216436	
ENSG00000101638	ENSCAFG00845002742
ENSG00000095951	ENSCAFG00845021171
ENSG00000228573	
ENSG00000275741	
ENSG00000234625	
ENSG00000102580	ENSCAFG00845009205
ENSG00000276289	ENSCAFG00845025908
ENSG00000288711	
ENSG00000233549	
ENSG00000230947	
ENSG00000203900	
ENSG00000283199	
ENSG00000215481	
ENSG00000159200	ENSCAFG00845025941
ENSG00000280936	
ENSG00000282865	
ENSG00000226390	
ENSG00000279149	
ENSG00000234627	
ENSG00000286936	
ENSG00000227922	
ENSG00000284233	
ENSG00000148426	ENSCAFG00845000440
ENSG00000237005	
ENSG00000284128	
ENSG00000233725	
ENSG00000214835	
ENSG00000230750	
ENSG00000125863	ENSCAFG00845024406
ENSG00000088756	ENSCAFG00845003916
ENSG00000219682	
ENSG00000271108	
ENSG00000284070	
ENSG00000235523	
ENSG00000220581	
ENSG00000233262	
ENSG00000224124	
ENSG00000189298	
ENSG00000276012	
ENSG00000224806	
ENSG00000231981	
ENSG00000083223	ENSCAFG00845005138
ENSG00000224334	
ENSG00000238132	
ENSG00000226016	
ENSG00000234384	
ENSG00000235113	
ENSG00000279516	
ENSG00000282012	
ENSG00000271563	
ENSG00000237601	
ENSG00000215267	
ENSG00000182351	
ENSG00000283347	
ENSG00000287330	
ENSG00000219438	ENSCAFG00845008509
ENSG00000242715	
