Pathway	Homology Score	Total genes	Mapped genes	Multi-mapped genes	No homology mapping genes	No mapping genes	No xref genes	mapped genes	multi-mapped genes	no homology mapping genes	no mapping genes	no xref genes
Osteopontin signaling (WP1434)	95.0	20	19	0	1	0	0	[a63d5 : RELA : En:ENSGALG00000039409, a8bfe : RELA : En:ENSGALG00000039409, aa88a : CHUK : En:ENSGALG00000003249, ac23c : PLAU : En:ENSGALG00000050317, ae07f : MAPK3 : En:ENSGALG00000001501, b48b5 : IKBKB : En:ENSGALG00000031832, beba9 : MAP2K1 : En:ENSGALG00000007687, bf4e0 : RELA : En:ENSGALG00000039409, c09c7 : NFKB1 : En:ENSGALG00000012304, c5207 : RELA : En:ENSGALG00000039409, c7ec9 : MAP3K14 : En:ENSGALG00000000685, d3a55 : ITGAV : En:ENSGALG00000002655, df8c3 : ITGB3 : En:ENSGALG00000000379, e1a4b : NFKB1 : En:ENSGALG00000012304, e22db : MMP9 : En:ENSGALG00000006992, ece55 : MAP3K14 : En:ENSGALG00000000685, f6171 : NFKB1 : En:ENSGALG00000012304, fa463 : SPP1 : En:ENSGALG00000010926, ffd67 : NFKB1 : En:ENSGALG00000012304]	[]	[feeef : ERK1 : L:5595]	[]	[]
Photodynamic therapy-induced unfolded protein response (WP3613)	82.0	35	29	0	6	0	0	[a30d6 : UBE2E1 : En:ENSGALG00000011286, a89b3 : DNAJB9 : En:ENSGALG00000009492, f795e : XBP1 : En:ENSGALG00000005796, fa62f : PDIA6 : En:ENSGALG00000016447, a00f4 : EDEM1 : En:ENSGALG00000008320, de84a : XBP1 : En:ENSGALG00000005796, b354c : NFE2L2 : En:ENSGALG00000009240, b91d1 : ATF4 : En:ENSGALG00000012135, ede18 : EIF2A : En:ENSGALG00000010401, f0497 : ATF6 : En:ENSGALG00000032278, f48e1 : HSPA5 : En:ENSGALG00000001000, b8be7 : ATF6 : En:ENSGALG00000032278, c32b0 : ERN1 : En:ENSGALG00000003476, ee979 : EIF2AK3 : En:ENSGALG00000015958, ec155 : ATF6 : En:ENSGALG00000032278, be86d : HSPA5 : En:ENSGALG00000001000, f1aeb : XBP1 : En:ENSGALG00000005796, e7a38 : HSP90B1 : En:ENSGALG00000033789, cb605 : ERP27 : En:ENSGALG00000011739, f4cd7 : CALR : En:ENSGALG00000040368, f2a7d : HSPA5 : En:ENSGALG00000001000, d34b1 : DNAJC3 : En:ENSGALG00000016894, a5803 : DNAJB9 : En:ENSGALG00000009492, e9ea8 : ASNS : En:ENSGALG00000009748, c15e5 : DNAJB11 : En:ENSGALG00000006564, f4405 : NARS : En:ENSGALG00000040506, ebff3 : ATF3 : En:ENSGALG00000049422, ecc75 : BCL2L11 : En:ENSGALG00000051135, ff584 : WARS1 : En:ENSGALG00000011228]	[]	[b7cca : DDIT3 : L:1649, a6125 : SULT1E1 : L:6783, fcaed : DDIT3 : L:1649, e0e13 : BBC3 : L:27113, a8542 : PPP1R15A : L:23645, bbbe6 : TRIB3 : L:57761]	[]	[]
Photodynamic therapy-induced HIF-1 survival signaling (WP3614)	85.0	42	36	0	6	0	0	[b7031 : ARNT : En:ENSGALG00000000751, aec88 : PFKL : En:ENSGALG00000006543, e10bc : SLC16A1 : En:ENSGALG00000001717, ae787 : LDHA : En:ENSGALG00000006300, d2670 : PDHA2 : En:ENSGALG00000016430, eaa7b : HIF1AN : En:ENSGALG00000005698, f3db9 : PKLR : En:ENSGALG00000001992, abd1a : PGK2 : En:ENSGALG00000007936, c27b5 : SLC2A1 : En:ENSGALG00000004889, ad64c : EGLN1 : En:ENSGALG00000041422, c0d52 : HK1 : En:ENSGALG00000004222, bfdee : SLC2A11L1 : En:ENSGALG00000021126, dc97d : HIF1A : En:ENSGALG00000011870, b6d72 : HIF1A : En:ENSGALG00000011870, d8774 : EDN1 : En:ENSGALG00000012735, d2a7d : NOS2 : En:ENSGALG00000038096, c0d7a : PTGS2 : En:ENSGALG00000033635, da7d9 : ANGPT1 : En:ENSGALG00000029983, aa750 : VEGFA : En:ENSGALG00000010290, b3f19 : IGFBP1 : En:ENSGALG00000043493, a947a : IGFBP2 : En:ENSGALG00000011469, e44c3 : VEGFA : En:ENSGALG00000010290, fa71c : TGFA : En:ENSGALG00000024024, ba211 : TGFB3 : En:ENSGALG00000010346, dcf42 : IGFBP3 : En:ENSGALG00000037940, b3907 : TGFB3 : En:ENSGALG00000010346, f5c95 : TGFA : En:ENSGALG00000024024, c6799 : ANGPT2 : En:ENSGALG00000036189, b91ce : BIRC5 : En:ENSGALG00000008713, ba314 : PTGS2 : En:ENSGALG00000033635, d798f : BCL2A1 : En:ENSGALG00000006511, e6aea : MCL1 : En:ENSGALG00000044383, b4d88 : BCL2L1 : En:ENSGALG00000006211, d556e : BNIP3 : En:ENSGALG00000010476, ccef3 : BNIP3L : En:ENSGALG00000043405, fe756 : BAK1 : En:ENSGALG00000031493]	[]	[a7684 : SERPINE1 : L:5054, acb5c : EPO : L:2056, e578a : BID : L:637, fe53b : PMAIP1 : L:5366, cc180 : TP53 : L:7157, cf9b5 : BAX : L:581]	[]	[]
GPR143 in melanocytes and retinal pigment epithelium cells (WP4941)	81.0	38	31	0	7	0	0	[a0239 : ADCY9 : En:ENSGALG00000007779, a06d2 : SERPINF1 : En:ENSGALG00000003015, a08ba : PMEL : En:ENSGALG00000035350, a3ba8 : GNAQ : En:ENSGALG00000015177, a5712 : TYRP1 : En:ENSGALG00000015205, a978c : ASIP : En:ENSGALG00000039101, a9a03 : VEGFA : En:ENSGALG00000010290, a9f0e : POMC : En:ENSGALG00000016600, b4578 : PMEL : En:ENSGALG00000035350, c6dd1 : PRKACG : En:ENSGALG00000053749, cc2b4 : DCT : En:ENSGALG00000016899, cdf8e : TYR : En:ENSGALG00000017237, cdfe3 : ADCY2 : En:ENSGALG00000013060, d0dd2 : DCT : En:ENSGALG00000016899, d13c6 : TYRP1 : En:ENSGALG00000015205, d648f : PLCB1 : En:ENSGALG00000008875, e894a : GNAS : En:ENSGALG00000030859, e9760 : MITF : En:ENSGALG00000039583, eac1d : MC1R : En:ENSGALG00000054486, eb72f : PLCB2 : En:ENSGALG00000042105, eea91 : GPR143 : En:ENSGALG00000016615, f1dc2 : CREB1 : En:ENSGALG00000008494, f65aa : GPR143 : En:ENSGALG00000016615, f67f8 : TYR : En:ENSGALG00000017237, f69da : PLCB4 : En:ENSGALG00000008907, f9552 : PRKCB : En:ENSGALG00000037943, fa18f : MLANA : En:ENSGALG00000019756, ff370 : ITPR1 : En:ENSGALG00000008294, f1385 : MLANA : En:ENSGALG00000019756, d1baa : MITF : En:ENSGALG00000039583, a3ed1 : CREB1 : En:ENSGALG00000008494]	[]	[a51b6 : PRKACB : En:ENSG00000142875, a695f : GNA15 : En:ENSG00000060558, a932e : ADCY4 : En:ENSG00000129467, b032d : PRKACA : En:ENSG00000072062, ba089 : ARRB2 : En:ENSG00000141480, d7e68 : ARRB1 : En:ENSG00000137486, eb12d : PLCB3 : En:ENSG00000149782]	[]	[]
15q11.2 copy number variation syndrome (WP4940)	90.0	11	10	0	1	0	0	[b5b94 : TUBGCP5 : En:ENSGALG00000016735, bd67f : NIPA2 : En:ENSGALG00000016737, be43d : TUBGCP6 : En:ENSGALG00000032156, c85b6 : TUBGCP4 : En:ENSGALG00000008549, dee52 : TUBGCP2 : En:ENSGALG00000003526, e51fd : NIPA1 : En:ENSGALG00000039811, e96b4 : CYFIP1 : En:ENSGALG00000016736, f6cff : TUBGCP3 : En:ENSGALG00000016836, fcd27 : FMR1 : En:ENSGALG00000009177, e89a8 : TUBGCP5 : En:ENSGALG00000016735]	[]	[null : ELMO2P1 : En:ENSG00000276172]	[]	[]
IL-9 signaling pathway (WP22)	92.0	27	25	0	2	0	0	[d403c : STAT1 : En:ENSGALG00000007651, a1a46 : STAT5A : En:ENSGALG00000003282, d2168 : GRB2 : En:ENSGALG00000008016, a2e7f : STAT3 : En:ENSGALG00000003267, f149a : PIK3R2 : En:ENSGALG00000003428, fc03c : STAT1 : En:ENSGALG00000007651, d9dbe : STAT5A : En:ENSGALG00000003282, f133e : STAT1 : En:ENSGALG00000007651, ba4d3 : STAT1 : En:ENSGALG00000007651, dc750 : STAT5A : En:ENSGALG00000003282, dd41a : CDK9 : En:ENSGALG00000035576, c747f : MAPK3 : En:ENSGALG00000001501, af61f : IL9 : En:ENSGALG00000006329, a08fa : STAT1 : En:ENSGALG00000007651, f6eb6 : STAT5A : En:ENSGALG00000003282, c6ecc : IL2RG : En:ENSGALG00000005638, d2866 : MAP2K2 : En:ENSGALG00000001267, b5564 : PIK3R1 : En:ENSGALG00000014786, af745 : JAK1 : En:ENSGALG00000011031, aa425 : STAT3 : En:ENSGALG00000003267, fbd08 : STAT5A : En:ENSGALG00000003282, bde62 : IL9R : En:ENSGALG00000006394, fbbe4 : MAP2K1 : En:ENSGALG00000007687, be3dd : STAT1 : En:ENSGALG00000007651, cda5c : STAT1 : En:ENSGALG00000007651]	[]	[a4606 : MAPK3 : L:5595, c4d72 : JAK3 : L:3718]	[]	[]
B cell receptor signaling pathway (WP23)	84.0	122	103	0	15	1	3	[e141d : CHUK : En:ENSGALG00000003249, ab78c : NFKB1 : En:ENSGALG00000012304, bfb6a : ILF2 : En:ENSGALG00000011570, d7050 : E2F3 : En:ENSGALG00000012680, bd2c4 : REL : En:ENSGALG00000007845, e5319 : RELA : En:ENSGALG00000039409, cbcae : RAF1 : En:ENSGALG00000004998, b2058 : MAP3K7 : En:ENSGALG00000015596, bd78c : MEF2D : En:ENSGALG00000037787, d3462 : IRF4 : En:ENSGALG00000012830, c2b8e : H-RAS : En:ENSGALG00000029260, d04bd : CREB1 : En:ENSGALG00000008494, eaff8 : MEF2C : En:ENSGALG00000014645, e8bb7 : RAC2 : En:ENSGALG00000012456, ddf8a : HCLS1 : En:ENSGALG00000039682, e3afd : KLF11 : En:ENSGALG00000016440, ba0c6 : RELA : En:ENSGALG00000039409, ba522 : SH3BP2 : En:ENSGALG00000015665, e2bcb : MAP2K6 : En:ENSGALG00000004370, fdce0 : VAV2 : En:ENSGALG00000002699, fdffb : RASGRP3 : En:ENSGALG00000010435, a9462 : NFATC2 : En:ENSGALG00000007963, d763a : NFATC2 : En:ENSGALG00000007963, e8643 : PRKCD : En:ENSGALG00000002016, cf028 : BCL6 : En:ENSGALG00000007357, d419c : INPP5D : En:ENSGALG00000035498, a00da : GRB2 : En:ENSGALG00000008016, c3ee8 : VAV1 : En:ENSGALG00000050375, bccf7 : RPS6KA1 : En:ENSGALG00000037136, bf719 : MYC : En:ENSGALG00000033631, f3e6e : MALT1 : En:ENSGALG00000030063, cb3fe : CD79B : En:ENSGALG00000000251, f298b : NFATC3 : En:ENSGALG00000003396, d1c52 : SYK : En:ENSGALG00000015216, c468f : BRAF : En:ENSGALG00000012865, a10bb : CRK : En:ENSGALG00000002656, b2a2f : PLCG1 : En:ENSGALG00000003750, eeee2 : SHC1 : En:ENSGALG00000039775, ffbd7 : AKT1 : En:ENSGALG00000011620, b8139 : PTPRC : En:ENSGALG00000002192, e64b7 : FOXO1 : En:ENSGALG00000017034, ff3b3 : PTPN6 : En:ENSGALG00000014561, c7eca : GAB2 : En:ENSGALG00000054619, d1d58 : PIK3R1 : En:ENSGALG00000014786, b00f3 : PTPN11 : En:ENSGALG00000004821, af6ac : PIK3R1 : En:ENSGALG00000014786, b6d7e : PIK3R2 : En:ENSGALG00000003428, e6b8d : PIK3CG : En:ENSGALG00000008081, c4baa : PLCG2 : En:ENSGALG00000033507, dba84 : GAB1 : En:ENSGALG00000009898, ca068 : MAPK14 : En:ENSGALG00000042833, a3ae0 : MAP2K2 : En:ENSGALG00000001267, f5081 : LYN : En:ENSGALG00000042321, bc652 : PIK3AP1 : En:ENSGALG00000005547, a2cff : VAV1 : En:ENSGALG00000050375, ce93e : ETS1 : En:ENSGALG00000001143, f5787 : LAT2 : En:ENSGALG00000043302, af565 : RAC1 : En:ENSGALG00000007130, dd68a : RAPGEF1 : En:ENSGALG00000003712, e47f9 : CD81 : En:ENSGALG00000006546, f502e : GSK3B : En:ENSGALG00000014977, fa514 : MAX : En:ENSGALG00000032249, e08f8 : BTK : En:ENSGALG00000004958, c68fc : CDC42 : En:ENSGALG00000004796, d97f6 : CBL : En:ENSGALG00000029077, e9e32 : PLCG2 : En:ENSGALG00000033507, cce51 : MAPK8 : En:ENSGALG00000006109, b9d9e : MAPK9 : En:ENSGALG00000039099, e9f54 : SH2D6 : En:ENSGALG00000006973, fa72b : MYC : En:ENSGALG00000033631, d41b2 : BLK : En:ENSGALG00000016661, e05fa : RPS6KA1 : En:ENSGALG00000037136, c8847 : PIP5K1A : En:ENSGALG00000027372, b948a : PDPK1 : En:ENSGALG00000006418, a64f9 : TEC : En:ENSGALG00000014124, e6d5b : CRKL : En:ENSGALG00000006390, dab94 : LCK : En:ENSGALG00000000466, b381c : MAP2K1 : En:ENSGALG00000007687, aebf8 : FYN : En:ENSGALG00000015022, fa913 : MAPK3 : En:ENSGALG00000001501, c9f71 : JUN : En:ENSGALG00000010870, c7549 : PIP5K1C : En:ENSGALG00000000784, b0610 : PIP5K1B : En:ENSGALG00000015107, c9b31 : PRKCB : En:ENSGALG00000037943, bb2b9 : PTPN6 : En:ENSGALG00000014561, afc74 : CARD11 : En:ENSGALG00000004398, bfe9c : PTPN6 : En:ENSGALG00000014561, faf75 : IKBKB : En:ENSGALG00000031832, bce34 : GTF2I : En:ENSGALG00000048401, c6881 : MAPK9 : En:ENSGALG00000039099, c5465 : ATF2 : En:ENSGALG00000009287, e997b : GRB2 : En:ENSGALG00000008016, f64b7 : SHC1 : En:ENSGALG00000039775, bcdb3 : SOS1 : En:ENSGALG00000039450, b5297 : CR2 : En:ENSGALG00000049402, a7229 : DAPP1 : En:ENSGALG00000043681, aa907 : MAP4K1 : En:ENSGALG00000048646, fab73 : NFATC3 : En:ENSGALG00000003396, f1dfc : MAPK14 : En:ENSGALG00000042833, a8430 : MAPK8 : En:ENSGALG00000006109, a3e0a : MAPK3 : En:ENSGALG00000001501, a7079 : NFKB1 : En:ENSGALG00000012304, fea89 : REL : En:ENSGALG00000007845]	[]	[d836b : IKBKG : L:8517, ead38 : CAMK2A : L:815, f9c94 : CAMK2A : L:815, ac8ee : NCK1 : L:4690, ddabb : ELK1 : L:2002, a7f6d : MAPK3 : L:5596, f2ccc : CD79A : L:973, b9b18 : GSK3A : L:2931, f5b41 : CD19 : L:930, cba4b : MAPK4 : L:5596, ee952 : PTPN18 : L:26469, c3826 : BCL10 : L:8915, c5bbe : NFKBIA : L:4792, b1bac : CD22 : L:933, d5054 : MAPK3 : L:5596]	[c3338 : PDPK2 : L:653650]	[a3eae : DAG : :, e67b1 : IP3 : :, a1870 : PI-4,5-P2 : :]
Peptide GPCRs (WP24)	85.0	77	66	0	11	0	0	[a0e : SSTR2 : En:ENSGALG00000004418, a14 : CXCR1 : En:ENSGALG00000036627, a33 : NPY2R : En:ENSGALG00000009280, a4e : CCR2 : En:ENSGALG00000050893, a55 : MCHR2 : En:ENSGALG00000001866, a6e : TACR1 : En:ENSGALG00000036638, a6f : BDKRB2 : En:ENSGALG00000011080, acd : AGTR2 : En:ENSGALG00000005936, ad2 : NMBR : En:ENSGALG00000013813, aec : CXCR5 : En:ENSGALG00000007675, b10 : AGTR1 : En:ENSGALG00000038512, b12 : SSTR4 : En:ENSGALG00000008362, b2a : BDKRB1 : En:ENSGALG00000020386, b54 : CXCR4 : En:ENSGALG00000012357, b61 : NPY5R : En:ENSGALG00000009499, ba1 : CCR7 : En:ENSGALG00000035733, bb0 : ATP8A1 : En:ENSGALG00000014236, be4 : OPRM1 : En:ENSGALG00000013616, bf1 : AVPR1A : En:ENSGALG00000040567, c1a : GALR1 : En:ENSGALG00000026011, c1c : CCKAR : En:ENSGALG00000030801, c36 : MC3R : En:ENSGALG00000027260, c43 : LHCGR : En:ENSGALG00000009095, c48 : CCKBR : En:ENSGALG00000039837, c53 : EDNRA : En:ENSGALG00000010013, c67 : CX3CR1 : En:ENSGALG00000038000, c69 : GHSR : En:ENSGALG00000027947, c6e : CCR8L : En:ENSGALG00000011734, ca8 : CCR9 : En:ENSGALG00000011808, cca : SSTR3 : En:ENSGALG00000012457, cd6 : GRPR : En:ENSGALG00000027960, cdb : EDNRB : En:ENSGALG00000016912, d06 : MC4R : En:ENSGALG00000012907, d20 : FSHR : En:ENSGALG00000009100, d32 : TSHR : En:ENSGALG00000010572, d51 : TACR3 : En:ENSGALG00000010596, d93 : CGNRH-R : En:ENSGALG00000021020, d9b : BRS3 : En:ENSGALG00000006406, daf : TRHR : En:ENSGALG00000033701, db2 : AVPR1B : En:ENSGALG00000000788, dd9 : MC2R : En:ENSGALG00000035569, ddc : NPY1R : En:ENSGALG00000009498, df7 : SSTR5 : En:ENSGALG00000005258, e29 : TACR2 : En:ENSGALG00000004248, e39 : MC5R : En:ENSGALG00000032087, e42 : MC1R : En:ENSGALG00000054486, e4c : NPY4R : En:ENSGALG00000005923, e58 : CCR2 : En:ENSGALG00000050893, e64 : OXTR : En:ENSGALG00000003138, e82 : OPRK1 : En:ENSGALG00000015269, e92 : CCR2 : En:ENSGALG00000050893, ea3 : SSTR1 : En:ENSGALG00000010139, eb0 : NTSR1 : En:ENSGALG00000005524, ec1 : GALR2 : En:ENSGALG00000002088, f35 : CXCR1 : En:ENSGALG00000036627, f42 : OPRD1 : En:ENSGALG00000036782, f47 : OPRL1 : En:ENSGALG00000027965, f49 : CCR10 : En:ENSGALG00000028519, f65 : C3AR1 : En:ENSGALG00000013218, f70 : AGTR1 : En:ENSGALG00000038512, faa : C5R1 : En:ENSGALG00000050637, fb2 : CCR2 : En:ENSGALG00000050893, ff5 : CCR2 : En:ENSGALG00000050893, ffe : CCR4 : En:ENSGALG00000039146, fff : CCR6 : En:ENSGALG00000011418, ac19d : HCRTR2 : En:ENSGALG00000016297]	[]	[a37 : CXCR3 : L:2833, a71 : FPR1 : L:2357, ad5 : AVPR2 : L:554, ad8 : TAC4 : L:255061, b37 : NTSR2 : L:23620, bac : FPRL1 : L:2358, bb5 : FPRL2 : L:2359, db8 : CXCR6 : L:10663, f57 : NPY6R : L:4888, fbd : FY : L:2532, d1525 : HCRTR1 : L:3061]	[]	[]
Copper homeostasis (WP3286)	85.0	63	54	0	8	1	0	[a0988 : MTF2 : En:ENSGALG00000043087, a2aaa : STEAP2 : En:ENSGALG00000009017, a4d1a : APP : En:ENSGALG00000015770, aa2aa : STEAP1 : En:ENSGALG00000009006, aaa2a : SP1 : En:ENSGALG00000035487, aaaa2 : STEAP4 : En:ENSGALG00000008997, aaaa3 : ADAM9 : En:ENSGALG00000003398, aaaa4 : ADAM10 : En:ENSGALG00000004212, aaaa5 : ADAM17 : En:ENSGALG00000016427, aaaaa : STEAP3 : En:ENSGALG00000012117, ac5e6 : FOXO1 : En:ENSGALG00000017034, b114f : CCS : En:ENSGALG00000048002, b1488 : SLC31A1 : En:ENSGALG00000008844, b2a07 : COMMD1 : En:ENSGALG00000008931, b6b6b : SLC31A2 : En:ENSGALG00000030176, b6b6c : MT4 : En:ENSGALG00000028451, b6b6d : MT4 : En:ENSGALG00000028451, b6b6e : MT4 : En:ENSGALG00000028451, b6b6f : MT4 : En:ENSGALG00000028451, b6b6g : MT4 : En:ENSGALG00000028451, b6b6h : MT4 : En:ENSGALG00000028451, b6b6k : MT4 : En:ENSGALG00000028451, b6b6l : MT4 : En:ENSGALG00000028451, b6b6m : MT4 : En:ENSGALG00000028451, b6b6n : MT3 : En:ENSGALG00000014616, b6b6o : PRNP : En:ENSGALG00000000209, b758b : ATP7B : En:ENSGALG00000017021, b8551 : XAF1 : En:ENSGALG00000005928, c017e : MDM2 : En:ENSGALG00000009942, c8058 : MAPT : En:ENSGALG00000000625, c97dd : PIK3CA : En:ENSGALG00000008934, cfb31 : MTF1 : En:ENSGALG00000001639, d19b2 : ATP7A : En:ENSGALG00000007902, d45f5 : CASP3 : En:ENSGALG00000010638, d62a4 : CCND1 : En:ENSGALG00000007555, d6720 : JUN : En:ENSGALG00000010870, db8e2 : AKT1 : En:ENSGALG00000011620, df45b : SOD3 : En:ENSGALG00000018557, dfa66 : BACE1 : En:ENSGALG00000007298, e058e : COX11 : En:ENSGALG00000027190, e3b4c : BIRC8 : En:ENSGALG00000008491, e560a : FOXO3 : En:ENSGALG00000015297, e9159 : APC : En:ENSGALG00000000220, e98e9 : SOD1 : En:ENSGALG00000015844, ebe10 : PTEN : En:ENSGALG00000003634, f1d7b : GSK3B : En:ENSGALG00000014977, f2f70 : SLC11A2 : En:ENSGALG00000041533, f72ce : SCO1 : En:ENSGALG00000030475, aaaa6 : APP : En:ENSGALG00000015770, abfec : ATP7B : En:ENSGALG00000017021, fbdfd : ATP7A : En:ENSGALG00000007902, aaaa7 : STEAP3 : En:ENSGALG00000012117, aaaa8 : STEAP4 : En:ENSGALG00000008997, edeff : SLC31A1 : En:ENSGALG00000008844]	[]	[b6b6i : MT1JP : En:ENSG00000255986, b6b6j : MT1L : En:ENSG00000260549, ba024 : ATOX1 : En:ENSG00000177556, c0910 : TP53 : En:ENSG00000141510, d05f1 : CPHL1P : En:ENSG00000240216, e105d : COX17 : En:ENSG00000138495, d442c : COX17 : En:ENSG00000138495, f20c6 : ATOX1 : En:ENSG00000177556]	[faefa : SCO2 : En:ENSG00000130489]	[]
Monoamine GPCRs (WP58)	91.0	34	31	0	2	1	0	[a16 : HRH1 : En:ENSGALG00000004930, a49 : ADRA2C : En:ENSGALG00000015608, ac3 : HTR4 : En:ENSGALG00000001383, ac6 : DRD3 : En:ENSGALG00000015117, b21 : HRH2 : En:ENSGALG00000024171, b3c : CHRM3 : En:ENSGALG00000010778, b51 : ADRA1A : En:ENSGALG00000000469, b5b : DRD5 : En:ENSGALG00000014975, bd8 : DRD4 : En:ENSGALG00000040761, c17 : ADRB3 : En:ENSGALG00000019018, c19 : ADRA1B : En:ENSGALG00000001416, c4d : CHRM2 : En:ENSGALG00000012894, c78 : HTR6 : En:ENSGALG00000004066, d13 : HTR1E : En:ENSGALG00000015826, d3e : HTR7 : En:ENSGALG00000040549, d90 : CHRM4 : En:ENSGALG00000008365, d94 : DRD2 : En:ENSGALG00000007794, db2 : CHRM5 : En:ENSGALG00000009640, dbd : ADRA2A : En:ENSGALG00000023521, e04 : HTR2A : En:ENSGALG00000016992, e0d : HTR1F : En:ENSGALG00000015494, e6a : DRD1 : En:ENSGALG00000039698, e8b : HTR5A : En:ENSGALG00000006362, ebd : ADRB1 : En:ENSGALG00000008949, ed0 : ADRA2B : En:ENSGALG00000052016, ed9 : HTR2C : En:ENSGALG00000005853, f01 : HTR2B : En:ENSGALG00000007681, f24 : HTR1A : En:ENSGALG00000014742, f4b : ADRA1D : En:ENSGALG00000038787, fc4 : HTR1B : En:ENSGALG00000015895, fd1 : ADRB2 : En:ENSGALG00000040035]	[]	[c8e : HTR1D : L:3352, c94 : CHRM1 : L:1128]	[bbd : HTR5B : L:645694]	[]
Glucose homeostasis (WP661)	100.0	1	1	0	0	0	0	[d26d2 : INS : En:ENSGALG00000006552]	[]	[]	[]	[]
