Pathway	Homology Score	Total genes	Mapped genes	Multi-mapped genes	No homology mapping genes	No mapping genes	No xref genes	mapped genes	multi-mapped genes	no homology mapping genes	no mapping genes	no xref genes
TGF-beta receptor signaling in skeletal dysplasias (WP4816)	90.0	66	60	0	6	0	0	[a06 : tgfbr3 : En:ENSDARG00000099979, a0d : zeb2a : En:ENSDARG00000062338, a29 : tgfb1a : En:ENSDARG00000041502, a4d : jak1 : En:ENSDARG00000020625, a75 : mapk9 : En:ENSDARG00000077364, a7d : smad1 : En:ENSDARG00000027199, a9d : runx2a : En:ENSDARG00000040261, aad3b : adamtsl2 : En:ENSDARG00000074033, abb : tgif1 : En:ENSDARG00000059337, ad0 : skia : En:ENSDARG00000042151, ae4 : smad4a : En:ENSDARG00000075226, aed : bmp4 : En:ENSDARG00000019995, b39 : tnfb : En:ENSDARG00000013598, b50 : fsta : En:ENSDARG00000052846, bca3e : FP102018.1 : En:ENSDARG00000035682, bd0 : wnt1 : En:ENSDARG00000055554, be1 : tgfbr2a : En:ENSDARG00000059363, c0d : thbs1b : En:ENSDARG00000010785, c13 : nog1 : En:ENSDARG00000058819, c42 : lef1 : En:ENSDARG00000031894, c44 : CU927890.1 : En:ENSDARG00000107130, c48 : smad6b : En:ENSDARG00000031763, c61 : bmp4 : En:ENSDARG00000019995, c7f28 : adamts10 : En:ENSDARG00000075188, cb6 : skila : En:ENSDARG00000023933, cdd : znf423 : En:ENSDARG00000095732, d0b : mapk3 : En:ENSDARG00000070573, d5c : runx3 : En:ENSDARG00000052826, d6f : tgfbr1a : En:ENSDARG00000017494, d70 : nfkb1 : En:ENSDARG00000105261, d96 : smad3a : En:ENSDARG00000036096, db7 : bambia : En:ENSDARG00000055381, dd5 : ep300b : En:ENSDARG00000061108, df4 : serpine1 : En:ENSDARG00000056795, e0b : smad1 : En:ENSDARG00000027199, e44 : inhbaa : En:ENSDARG00000012671, e49 : ltbp1 : En:ENSDARG00000056922, e54 : smad2 : En:ENSDARG00000006389, e55 : stat3 : En:ENSDARG00000022712, e8d : tgfbr2a : En:ENSDARG00000059363, ead : zfyve9a : En:ENSDARG00000101903, eaf : ifng1r : En:ENSDARG00000045671, ebc : tgfb1a : En:ENSDARG00000041502, ec0 : jun : En:ENSDARG00000043531, ec1 : smad2 : En:ENSDARG00000006389, ecf : smad7 : En:ENSDARG00000016858, eeb : foxh1 : En:ENSDARG00000055630, ef6 : hrasb : En:ENSDARG00000005651, ef9 : ctnnb2 : En:ENSDARG00000023472, f21 : tnfb : En:ENSDARG00000013598, f56 : fosab : En:ENSDARG00000031683, f61 : tfe3b : En:ENSDARG00000019457, f6a : egf : En:ENSDARG00000052739, f8c : stat1a : En:ENSDARG00000006266, fcc : crebbpa : En:ENSDARG00000104609, fdf : tgfbr1a : En:ENSDARG00000017494, fe1 : smad5 : En:ENSDARG00000037238, fe9 : itgb6 : En:ENSDARG00000002494, b48eb : lft1 : En:ENSDARG00000019920, b7bc3 : lft1 : En:ENSDARG00000019920]	[]	[a44 : SMAD9 : L:4093, b66 : FKBP1A : L:2280, b6c : SPP1 : L:6696, b9821 : FBN1 : En:ENSG00000166147, c11 : LIF : L:3976, e98b2 : MIR302A : En:ENSG00000207927]	[]	[]
Signal transduction through IL1R (WP4496)	83.0	43	36	0	7	0	0	[null : ifnphi3 : En:ENSDARG00000070676, null : irak3 : En:ENSDARG00000053131, null : nfkb1 : En:ENSDARG00000105261, null : rela : En:ENSDARG00000098696, null : tgfb1a : En:ENSDARG00000041502, null : tgfb2 : En:ENSDARG00000027087, null : tgfb3 : En:ENSDARG00000019367, null : tnfb : En:ENSDARG00000013598, null : tollip : En:ENSDARG00000098486, a50b5 : traf6 : En:ENSDARG00000028058, a533c : map3k1 : En:ENSDARG00000098405, a6855 : ikbkb : En:ENSDARG00000079123, b06f7 : irak1 : En:ENSDARG00000025949, b0d4c : mapk8a : En:ENSDARG00000031888, b23d8 : ifnphi3 : En:ENSDARG00000070676, b61cf : map3k7 : En:ENSDARG00000020469, b8a86 : map3k14a : En:ENSDARG00000074060, baf3d : myd88 : En:ENSDARG00000010169, e1973 : il1fma : En:ENSDARG00000089383, e2343 : jun : En:ENSDARG00000043531, e5afc : mapk14b : En:ENSDARG00000028721, f3ba2 : chuk : En:ENSDARG00000011662, f40f7 : ecsit : En:ENSDARG00000062834, f7d7f : map2k6 : En:ENSDARG00000099184, f9a1e : tab1 : En:ENSDARG00000036613, null : CABZ01068246.1 : En:ENSDARG00000114719, null : zmp:0000000936 : En:ENSDARG00000088672, null : il1fma : En:ENSDARG00000089383, b7b5d : CABZ01068246.1 : En:ENSDARG00000114719, null : zmp:0000000936 : En:ENSDARG00000088672, ad145 : il1fma : En:ENSDARG00000089383, c70d6 : map3k1 : En:ENSDARG00000098405, fbb60 : nfkb1 : En:ENSDARG00000105261, d16b7 : rela : En:ENSDARG00000098696, de901 : jun : En:ENSDARG00000043531, e695b : ikbkb : En:ENSDARG00000079123]	[]	[null : IL6 : L:3569, null : IRAK2 : L:3656, null : NFKBIA : L:4792, a1dbd : MAP2K3 : L:5606, null : IL1A : L:3552, null : IL1A : L:3552, null : NFKBIA : L:4792]	[]	[]
Clear cell renal cell carcinoma pathways (WP4018)	85.0	102	87	0	8	0	7	[f5863 : deptor : En:ENSDARG00000040930, a5393 : acaca : En:ENSDARG00000078512, a5575 : kcnj2a : En:ENSDARG00000019418, b7dd9 : fasn : En:ENSDARG00000087657, e5c0b : pdgfra : En:ENSDARG00000070494, e9ada : flt1 : En:ENSDARG00000019371, eecbd : stat3 : En:ENSDARG00000022712, f771e : LO018309.1 : En:ENSDARG00000056909, f7941 : BX571768.1 : En:ENSDARG00000116980, d601d : LO018430.2 : En:ENSDARG00000111014, aa5bc : mlst8 : En:ENSDARG00000003167, b3650 : sqstm1 : En:ENSDARG00000075014, b28fa : mtor : En:ENSDARG00000053196, da670 : rptor : En:ENSDARG00000098726, ac53e : tsc1a : En:ENSDARG00000026048, d0be2 : ep300b : En:ENSDARG00000061108, efc7f : grb10b : En:ENSDARG00000035308, ea405 : dre-mir-21-1 : En:ENSDARG00000082187, d9c76 : ptenb : En:ENSDARG00000056623, edd01 : slc2a1b : En:ENSDARG00000007412, e15ce : vegfaa : En:ENSDARG00000103542, ad59d : vhl : En:ENSDARG00000070617, eb435 : hif1ab : En:ENSDARG00000034293, e72ae : arnt : En:ENSDARG00000021855, f8e16 : pbrm1 : En:ENSDARG00000003877, bdb1e : bap1 : En:ENSDARG00000063051, c94cb : kdm4c : En:ENSDARG00000061504, fb35a : CABZ01067150.2 : En:ENSDARG00000116122, b5ac1 : arnt : En:ENSDARG00000021855, e4125 : hif1ab : En:ENSDARG00000034293, bfc6a : hif1ab : En:ENSDARG00000034293, cc7c7 : arnt : En:ENSDARG00000021855, dadc5 : hif1ab : En:ENSDARG00000034293, e7282 : pdgfbb : En:ENSDARG00000038139, c4d27 : tgfb1a : En:ENSDARG00000041502, f5b9b : tgfb2 : En:ENSDARG00000027087, ee95d : tgfb3 : En:ENSDARG00000019367, d89ab : crebbpa : En:ENSDARG00000104609, f28a6 : ep300b : En:ENSDARG00000061108, b16d6 : crebbpa : En:ENSDARG00000104609, e8631 : akt1s1 : En:ENSDARG00000074667, b3d25 : acacb : En:ENSDARG00000061994, bbb5d : aclyb : En:ENSDARG00000055652, dc842 : mdh1aa : En:ENSDARG00000017772, ec611 : CABZ01025780.1 : En:ENSDARG00000099419, b97fc : hk1 : En:ENSDARG00000039452, bb0bb : hk2 : En:ENSDARG00000101482, ecf8d : gpia : En:ENSDARG00000012987, a54fc : pfklb : En:ENSDARG00000099755, caca8 : pfkpa : En:ENSDARG00000028000, ca4ea : pfkma : En:ENSDARG00000014179, c0284 : aldoab : En:ENSDARG00000034470, b2ee4 : aldob : En:ENSDARG00000053684, ae86f : aldoca : En:ENSDARG00000057661, e9c0f : tpi1b : En:ENSDARG00000040988, f23d2 : gapdh : En:ENSDARG00000043457, e7e84 : pgk1 : En:ENSDARG00000054191, b0a10 : pgk1 : En:ENSDARG00000054191, f5afe : pgm2 : En:ENSDARG00000018178, cbc2f : eno1a : En:ENSDARG00000022456, b956a : eno2 : En:ENSDARG00000014287, f7ddb : eno3 : En:ENSDARG00000039007, a9c32 : phgdh : En:ENSDARG00000001873, ce73c : psat1 : En:ENSDARG00000016733, b4ba3 : psph : En:ENSDARG00000040314, f3c5c : shmt1 : En:ENSDARG00000052816, a089f : shmt2 : En:ENSDARG00000104414, e44ca : sdsl : En:ENSDARG00000074698, d86e3 : pklr : En:ENSDARG00000042010, a08a1 : ldha : En:ENSDARG00000101251, c5530 : ldhbb : En:ENSDARG00000071076, d9a83 : ldhd : En:ENSDARG00000038845, d0044 : pkma : En:ENSDARG00000099730, e91a4 : hif1ab : En:ENSDARG00000034293, faf77 : pkma : En:ENSDARG00000099730, ef92f : pdgfrb : En:ENSDARG00000100897, ecedf : kdr : En:ENSDARG00000017321, e60ef : bhlhe41 : En:ENSDARG00000041691, ed855 : cdh13 : En:ENSDARG00000014215, e7c2e : cep290 : En:ENSDARG00000062727, bd896 : ksr1a : En:ENSDARG00000068714, aab12 : pgbd5 : En:ENSDARG00000011042, e145a : plod2 : En:ENSDARG00000011821, c310b : sspn : En:ENSDARG00000041747, c789a : rapgef5b : En:ENSDARG00000074307, df596 : zeb1a : En:ENSDARG00000016788, d6a35 : tox2 : En:ENSDARG00000100055]	[]	[a97e6 : EFCAB3 : En:ENSG00000172421, ba5a4 : ENPP3 : En:ENSG00000154269, c4d64 : HK3 : En:ENSG00000160883, df2b6 : RHEB : En:ENSG00000106615, d00eb : SETD2 : En:ENSG00000181555, bc07d : PGM1 : En:ENSG00000079739, daa83 : SDS : En:ENSG00000135094, c293c : LDHC : En:ENSG00000166796]	[]	[dc837 : AMPK : :, ce0d9 : PI3K : :, e9ef2 : RTKs : :, fc670 : H2 : :, e2943 : H3 : :, ab0a6 : H3 : :, ca20e : H2 : :]
DNA IR-damage and cellular response via ATR (WP4016)	83.0	111	93	0	9	4	5	[a1295 : atr : En:ENSDARG00000079625, a1b04 : rpa2 : En:ENSDARG00000037188, a2249 : rbbp8 : En:ENSDARG00000043480, a2abc : mcph1 : En:ENSDARG00000058372, a63c3 : rfwd3 : En:ENSDARG00000087752, a7bcc : rad51 : En:ENSDARG00000041411, ab3c3 : e2f1 : En:ENSDARG00000103868, ab552 : fanci : En:ENSDARG00000026224, ada88 : msh2 : En:ENSDARG00000018022, b07d6 : tp53bp1 : En:ENSDARG00000079000, b3383 : ppm1db : En:ENSDARG00000021380, b44db : prkdc : En:ENSDARG00000075083, b5050 : mre11a : En:ENSDARG00000105014, b65ea : pcna : En:ENSDARG00000054155, b8475 : mdc1 : En:ENSDARG00000086764, bba58 : chek1 : En:ENSDARG00000104765, bd87e : FO834799.1 : En:ENSDARG00000110103, be8db : tp53 : En:ENSDARG00000035559, c270d : ube2d2l : En:ENSDARG00000099749, c424d : usp1 : En:ENSDARG00000056414, d09b9 : smarcal1 : En:ENSDARG00000102265, d1139 : mdm2 : En:ENSDARG00000033443, d18d9 : smc1al : En:ENSDARG00000058203, d1eeb : smarcc2 : En:ENSDARG00000077946, d31f2 : xpa : En:ENSDARG00000038114, d5572 : upf1 : En:ENSDARG00000016302, d5f19 : rad50 : En:ENSDARG00000038917, d6c2b : nbn : En:ENSDARG00000040303, d73de : poln : En:ENSDARG00000103961, d7804 : mcph1 : En:ENSDARG00000058372, d78fd : mcm2 : En:ENSDARG00000102798, d8d5e : herc2 : En:ENSDARG00000073841, d8e27 : rad52 : En:ENSDARG00000005274, da494 : rad17 : En:ENSDARG00000018918, db914 : bcl6aa : En:ENSDARG00000070864, e0783 : chek2 : En:ENSDARG00000025820, e15d5 : xrcc5 : En:ENSDARG00000099298, e1988 : CABZ01090361.1 : En:ENSDARG00000113284, e5390 : polb : En:ENSDARG00000003749, e6900 : brca2 : En:ENSDARG00000079015, e6aa7 : exo1 : En:ENSDARG00000056832, e7b45 : eef1e1 : En:ENSDARG00000071774, f0f17 : tdp1 : En:ENSDARG00000073866, f31f7 : BX664721.1 : En:ENSDARG00000051804, f3406 : rad9a : En:ENSDARG00000056984, f72b0 : mlh1 : En:ENSDARG00000025948, fda96 : dclre1a : En:ENSDARG00000091768, feda6 : ikbkg : En:ENSDARG00000017037, fef6e : clk2a : En:ENSDARG00000062954, bef47 : atm : En:ENSDARG00000002385, bcaff : CU459186.5 : En:ENSDARG00000105314, fab59 : mre11a : En:ENSDARG00000105014, b16ba : rad50 : En:ENSDARG00000038917, ded15 : nbn : En:ENSDARG00000040303, ea8cb : CU459186.5 : En:ENSDARG00000105314, b5907 : mdc1 : En:ENSDARG00000086764, e5167 : fancd2 : En:ENSDARG00000053574, ab4b4 : fancd2 : En:ENSDARG00000053574, d3615 : brca2 : En:ENSDARG00000079015, c5a4b : BX649250.2 : En:ENSDARG00000091187, d72be : topbp1 : En:ENSDARG00000059322, dac90 : rpa1 : En:ENSDARG00000003938, f1967 : brip1 : En:ENSDARG00000074410, a4a1e : rad1 : En:ENSDARG00000040559, f5e03 : HUS1B : En:ENSDARG00000101611, c75b0 : bard1 : En:ENSDARG00000076733, d7800 : brcc3 : En:ENSDARG00000098242, aa1ad : abraxas1 : En:ENSDARG00000043339, ae760 : cdc45 : En:ENSDARG00000043720, da0ea : recql5 : En:ENSDARG00000059556, f992e : wrn : En:ENSDARG00000098211, e1cee : recql4 : En:ENSDARG00000077516, b50d3 : recql : En:ENSDARG00000007175, a3ade : rmi1 : En:ENSDARG00000041376, dcacf : top3a : En:ENSDARG00000052827, d317b : parp1 : En:ENSDARG00000019529, cee6a : rad9a : En:ENSDARG00000056984, d68f6 : rad1 : En:ENSDARG00000040559, fb90c : HUS1B : En:ENSDARG00000101611, b0f13 : sem1 : En:ENSDARG00000027899, a6766 : foxm1 : En:ENSDARG00000003200, ab345 : palb2 : En:ENSDARG00000076716, eb350 : cdk2 : En:ENSDARG00000026577, f3939 : cdk1 : En:ENSDARG00000087554, b73ee : fen1 : En:ENSDARG00000011404, d6a86 : bard1 : En:ENSDARG00000076733, a4db2 : BX649250.2 : En:ENSDARG00000091187, bd7a4 : rbbp8 : En:ENSDARG00000043480, cd4ca : rmi1 : En:ENSDARG00000041376, f9712 : top3a : En:ENSDARG00000052827, cd829 : cdk2 : En:ENSDARG00000026577, bfd0d : cdk1 : En:ENSDARG00000087554, ba274 : atr : En:ENSDARG00000079625]	[]	[cef24 : CLSPN : S:Q9HAW4, da7e8 : CEP164 : S:Q9UPV0, f3dd0 : PLK1 : S:P53350, fb0af : BRCA1 : S:P38398, fb62e : CDC25C : S:P30307, c1d4e : PML : S:P29590, f364c : ATRIP : S:Q8WXE1, d7c7b : BRCA1 : S:P38398, fa6c0 : ATRIP : S:Q8WXE1]	[a00a1 : CycA : S:P14785, c869e : CycB : S:P20439, b567c : CycA : S:P14785, f15bb : CycB : S:P20439]	[d47d7 : BLM : :, ba8e9 : RNF8 : :, de15a : DNA Polymerase delta tetramer : :, be3dc : RPA1 : :, afd0e : BLM : :]
Kit receptor signaling pathway (WP304)	93.0	73	68	0	5	0	0	[bdad5 : rps6ka1 : En:ENSDARG00000033437, b8363 : rps6ka3a : En:ENSDARG00000035556, bd3e5 : LO018430.2 : En:ENSDARG00000111014, c7e65 : dok1b : En:ENSDARG00000099177, d0dba : crk : En:ENSDARG00000055635, b8b87 : ep300b : En:ENSDARG00000061108, e66d7 : kitlga : En:ENSDARG00000070917, acac8 : kitb : En:ENSDARG00000056133, d7053 : CABZ01114581.1 : En:ENSDARG00000112526, b5ba1 : fosab : En:ENSDARG00000031683, ab2ca : gab2 : En:ENSDARG00000105120, a96a3 : tec : En:ENSDARG00000098477, b00f4 : bcl2a : En:ENSDARG00000094704, ddece : map2k2a : En:ENSDARG00000006609, cf51d : grb7 : En:ENSDARG00000042726, e81bd : shc1 : En:ENSDARG00000075437, adf01 : SH2B2 : En:ENSDARG00000090421, d96bc : fyna : En:ENSDARG00000011370, f071b : kitb : En:ENSDARG00000056133, b3311 : crkl : En:ENSDARG00000028699, b679d : jak2b : En:ENSDARG00000018882, c905d : tbx2b : En:ENSDARG00000006120, a6aea : pik3r2 : En:ENSDARG00000018060, d6dad : stat5a : En:ENSDARG00000019392, b0115 : socs1a : En:ENSDARG00000038095, ad01d : plcg1 : En:ENSDARG00000038442, a4707 : snai1a : En:ENSDARG00000056995, a55c1 : btk : En:ENSDARG00000004433, c04c5 : grb10b : En:ENSDARG00000035308, ab555 : lyn : En:ENSDARG00000067916, c9898 : matk : En:ENSDARG00000074670, e8ec9 : ptpn6 : En:ENSDARG00000089043, e889e : kitb : En:ENSDARG00000056133, f6f75 : cbl : En:ENSDARG00000009958, dcd62 : socs6b : En:ENSDARG00000015863, a51cd : kitlga : En:ENSDARG00000070917, b7974 : rps6 : En:ENSDARG00000019778, dd415 : maptb : En:ENSDARG00000087616, c89bf : sos1 : En:ENSDARG00000100503, d7a9c : raf1a : En:ENSDARG00000096415, b6079 : map2k1 : En:ENSDARG00000007825, c599a : inpp5d : En:ENSDARG00000074283, e4f34 : stat3 : En:ENSDARG00000022712, ea4b4 : stat3 : En:ENSDARG00000022712, e6a2e : stat1a : En:ENSDARG00000006266, ae4fa : mapk1 : En:ENSDARG00000027552, ad218 : stat1a : En:ENSDARG00000006266, db5db : grb2a : En:ENSDARG00000105276, b11ca : mapk3 : En:ENSDARG00000070573, f5ec4 : ptpn11a : En:ENSDARG00000020334, cbcf2 : stat5a : En:ENSDARG00000019392, fc7b3 : stat5a : En:ENSDARG00000019392, a8f5b : stat5a : En:ENSDARG00000019392, ca5b1 : junbb : En:ENSDARG00000104773, b882a : prkcaa : En:ENSDARG00000115657, c8830 : prkcbb : En:ENSDARG00000022254, a13b9 : mapk8a : En:ENSDARG00000031888, b41fb : mapk8a : En:ENSDARG00000031888, ab480 : mapk14b : En:ENSDARG00000028721, fc51d : pik3r1 : En:ENSDARG00000038524, ca7f6 : src : En:ENSDARG00000008107, b3ebf : mitfb : En:ENSDARG00000037833, ad8e4 : stat5a : En:ENSDARG00000019392, bd754 : hrasb : En:ENSDARG00000005651, a8a7b : rps6ka1 : En:ENSDARG00000033437, b8988 : rps6ka3a : En:ENSDARG00000035556, e725f : mapk1 : En:ENSDARG00000027552, ba52c : mapk3 : En:ENSDARG00000070573]	[]	[d20e5 : SNAI2 : L:6591, c7768 : FOXO3A : L:2309, a9631 : RPS6KB1 : L:6198, cc169 : BAD : L:572, e3ee0 : RPS6KB1 : L:6198]	[]	[]
Relationship between inflammation, COX-2 and EGFR (WP4483)	96.0	29	28	0	0	1	0	[null : esr1 : En:ENSDARG00000004111, null : kras : En:ENSDARG00000010844, null : nras : En:ENSDARG00000038225, null : hrasb : En:ENSDARG00000005651, null : pik3cb : En:ENSDARG00000075253, null : pik3cd : En:ENSDARG00000003250, null : pik3cg : En:ENSDARG00000017757, null : LO018430.2 : En:ENSDARG00000111014, null : akt2l : En:ENSDARG00000103612, null : akt3a : En:ENSDARG00000104810, null : mapk3 : En:ENSDARG00000070573, null : mapk1 : En:ENSDARG00000027552, b9e58 : cyp19a1a : En:ENSDARG00000041348, d0b06 : ptgesl : En:ENSDARG00000068415, d23ee : braf : En:ENSDARG00000017661, dcd86 : pik3ca : En:ENSDARG00000075456, ef113 : ptgs2a : En:ENSDARG00000004539, f2e05 : LO018309.1 : En:ENSDARG00000056909, fc4d6 : mmp13a : En:ENSDARG00000012395, fd3c8 : src : En:ENSDARG00000008107, null : esr1 : En:ENSDARG00000004111, null : esr1 : En:ENSDARG00000004111, a9129 : ptgesl : En:ENSDARG00000068415, dac41 : pla1a : En:ENSDARG00000102176, null : ptger3 : En:ENSDARG00000055781, null : ptger2b : En:ENSDARG00000037033, null : ptger1a : En:ENSDARG00000078605, c2527 : ptger4b : En:ENSDARG00000035415]	[]	[]	[e2be2 : EGF : Np:P01133]	[]
Vitamin D in inflammatory diseases (WP4482)	83.0	30	25	0	5	0	0	[null : nfkb1 : En:ENSDARG00000105261, null : chuk : En:ENSDARG00000011662, null : ikbkb : En:ENSDARG00000079123, null : ikbkg : En:ENSDARG00000017037, null : rela : En:ENSDARG00000098696, null : tnfb : En:ENSDARG00000013598, null : rxrab : En:ENSDARG00000035127, null : smad4a : En:ENSDARG00000075226, null : ppp3r1b : En:ENSDARG00000069360, c7c14 : smad3a : En:ENSDARG00000036096, ca736 : nfatc1 : En:ENSDARG00000036168, cdf70 : dusp1 : En:ENSDARG00000100515, d9a26 : mapk14b : En:ENSDARG00000028721, e1f40 : map2k6 : En:ENSDARG00000099184, fdf40 : map3k1 : En:ENSDARG00000098405, e88ea : VDR : En:ENSDARG00000112923, null : VDR : En:ENSDARG00000112923, null : med14 : En:ENSDARG00000009953, null : nr3c1 : En:ENSDARG00000025032, dd87a : VDR : En:ENSDARG00000112923, f3023 : smad3a : En:ENSDARG00000036096, bf167 : nfatc1 : En:ENSDARG00000036168, null : rela : En:ENSDARG00000098696, null : nfkb1 : En:ENSDARG00000105261, null : rxrab : En:ENSDARG00000035127]	[]	[null : IkBA : L:4792, null : IL6 : L:3569, null : PPP3CA : L:5530, a1f60 : MAP2K3 : L:5606, a7e74 : IkBA : L:4792]	[]	[]
Resistin as a regulator of inflammation (WP4481)	86.0	38	33	0	5	0	0	[null : mapk3 : En:ENSDARG00000070573, null : mapk1 : En:ENSDARG00000027552, null : pik3ca : En:ENSDARG00000075456, null : pik3cb : En:ENSDARG00000075253, null : pik3cd : En:ENSDARG00000003250, null : pik3cg : En:ENSDARG00000017757, null : LO018430.2 : En:ENSDARG00000111014, null : akt2l : En:ENSDARG00000103612, null : akt3a : En:ENSDARG00000104810, null : nfkb1 : En:ENSDARG00000105261, null : PLCB1 : En:ENSDARG00000109726, null : PLCB2 : En:ENSDARG00000090381, null : plcb3 : En:ENSDARG00000068246, null : PLCB4 : En:ENSDARG00000100786, null : plcg1 : En:ENSDARG00000038442, null : plcg2 : En:ENSDARG00000068763, null : plcd1a : En:ENSDARG00000059123, null : plcd4a : En:ENSDARG00000057975, null : plcd3b : En:ENSDARG00000079572, null : plce1 : En:ENSDARG00000087921, null : tnfb : En:ENSDARG00000013598, null : il12bb : En:ENSDARG00000054542, null : il12a : En:ENSDARG00000038878, null : chuk : En:ENSDARG00000011662, null : ikbkb : En:ENSDARG00000079123, null : ikbkg : En:ENSDARG00000017037, null : rela : En:ENSDARG00000098696, da64e : itpr1a : En:ENSDARG00000014655, e848f : mapk14b : En:ENSDARG00000028721, null : nfkb1 : En:ENSDARG00000105261, null : rela : En:ENSDARG00000098696, null : nfkb1 : En:ENSDARG00000105261, null : rela : En:ENSDARG00000098696]	[]	[null : IkBA : L:4792, null : IL6 : L:3569, null : IL8 : L:3576, fa46c : RETN : L:56729, e4b89 : IkBA : L:4792]	[]	[]
RalA downstream regulated genes (WP2290)	91.0	12	11	0	1	0	0	[a41b9 : ralbp1 : En:ENSDARG00000078653, b2ab1 : exoc8 : En:ENSDARG00000063211, bc678 : rac3a : En:ENSDARG00000090062, c3265 : nras : En:ENSDARG00000038225, c7f9b : hrasb : En:ENSDARG00000005651, c94dd : rac2 : En:ENSDARG00000038010, c9b31 : cdc42 : En:ENSDARG00000044573, db247 : kras : En:ENSDARG00000010844, e01fc : exoc2 : En:ENSDARG00000055610, e315a : rac1a : En:ENSDARG00000074849, b65c2 : ralab : En:ENSDARG00000016253]	[]	[a245f : ZONAB : L:8531]	[]	[]
Deregulation of Rab and Rab effector genes in bladder cancer (WP2291)	81.0	16	13	0	3	0	0	[dc738 : madd : En:ENSDARG00000003495, d046b : mlpha : En:ENSDARG00000070991, a602b : rph3aa : En:ENSDARG00000063436, e15f8 : sytl1 : En:ENSDARG00000070094, fa015 : unc13d : En:ENSDARG00000078249, a9cad : sytl2a : En:ENSDARG00000061956, d0bcd : sytl3 : En:ENSDARG00000043468, d06bd : sytl4 : En:ENSDARG00000102433, aabce : sytl5 : En:ENSDARG00000062135, a77f8 : tbc1d10aa : En:ENSDARG00000102070, eed99 : rab27a : En:ENSDARG00000103935, c3366 : rab27b : En:ENSDARG00000087762, b9fae : FQ377903.3 : En:ENSDARG00000110024]	[]	[cd817 : MYRIP : En:ENSG00000170011, d93a9 : RPH3AL : En:ENSG00000181031, f224d : EXPH5 : En:ENSG00000110723]	[]	[]
Glial cell differentiation (WP2276)	100.0	8	8	0	0	0	0	[a3e3b : plp1b : En:ENSDARG00000011929, bff4c : cnp : En:ENSDARG00000070822, c4f8f : TPPP : En:ENSDARG00000105029, d67cb : MIR206 : En:ENSDARG00000081661, ec4c8 : gap43 : En:ENSDARG00000099744, f5f1b : msna : En:ENSDARG00000058128, fa5dc : mbpb : En:ENSDARG00000089413, fe21e : mag : En:ENSDARG00000104023]	[]	[]	[]	[]
