Pathway	Homology Score	Total genes	Mapped genes	Multi-mapped genes	No homology mapping genes	No mapping genes	No xref genes	mapped genes	multi-mapped genes	no homology mapping genes	no mapping genes	no xref genes
Kynurenine pathway and links to cell senescence (WP5044)	85.0	28	24	0	0	2	2	[a05b8 : KMO : En:ENSECAG00000015341, aa86b : IFNG : En:ENSECAG00000028288, ac223 : IDO1 : En:ENSECAG00000022118, b2846 : EIF2AK1 : En:ENSECAG00000007200, b3d5f : HAAO : En:ENSECAG00000017940, b6727 : NOS1 : En:ENSECAG00000009126, d0202 : TP53 : En:ENSECAG00000008126, d1915 : ACMSD : En:ENSECAG00000017797, e4ee2 : FOXO1 : En:ENSECAG00000002212, e8717 : TDO2 : En:ENSECAG00000020063, ee1bf : KYNU : En:ENSECAG00000018188, f30e4 : KLF5 : En:ENSECAG00000010546, fa89f : CDKN1A : En:ENSECAG00000021543, fb7dd : AFMID : En:ENSECAG00000012095, fe240 : QPRT : En:ENSECAG00000009002, a5832 : KYNU : En:ENSECAG00000018188, d4dba : AADAT : En:ENSECAG00000013400, e35c9 : IDO2 : En:ENSECAG00000021568, e0c55 : IFNβ : En:ENSECAG00000043505, cabc1 : TNF : En:ENSECAG00000001174, d4a38 : AhR : En:ENSECAG00000013393, fff3b : TLR 4 : En:ENSECAG00000033740, d1acf : IL1R2 : En:ENSECAG00000000288, c37f6 : EIF2AK4 : En:ENSECAG00000000348]	[]	[]	[a70e2 : miR-210-3p : Mb:MIMAT0000267, e7b79 : miR-493-5p : Mb:MIMAT0002813]	[e1e70 : IDO1 promoter  : :, eac1e : TGFβ : S:]
NAD metabolism in oncogene-induced senescence and mitochondrial dysfunction-associated senescence (WP5046)	85.0	27	23	0	0	4	0	[a14b5 : RB1 : En:ENSECAG00000014575, a2ded : G6PD : En:ENSECAG00000014994, a2ea6 : SLC2A4 : En:ENSECAG00000007684, a40e8 : MDH2 : En:ENSECAG00000023094, aa2c6 : GOT2 : En:ENSECAG00000016504, ac49e : IL1B : En:ENSECAG00000029565, b4e56 : HMGA1 : En:ENSECAG00000000734, c0bce : SLC2A1 : En:ENSECAG00000000303, c3172 : CCL27 : En:ENSECAG00000036671, c4d9b : ELAVL1 : En:ENSECAG00000019459, c51ab : GOT1 : En:ENSECAG00000000095, c5fc7 : SIRT5 : En:ENSECAG00000026898, ca5b6 : IL6 : En:ENSECAG00000016482, cd818 : RELA : En:ENSECAG00000013763, d7a66 : NMNAT2 : En:ENSECAG00000023963, dac79 : PARP1 : En:ENSECAG00000019207, de294 : SIRT1 : En:ENSECAG00000013909, de775 : SIRT2 : En:ENSECAG00000023223, e1418 : PRKAA1 : En:ENSECAG00000022617, e2a85 : NAMPT : En:ENSECAG00000012484, e41d7 : TP53 : En:ENSECAG00000008126, e5b08 : SIRT3 : En:ENSECAG00000003330, eb049 : MDH1 : En:ENSECAG00000010849]	[]	[]	[a3897 : SCO2 : En:ENSG00000130489, b1951 : p38 MAPK : S:Q3C2E3, de749 : IL-10 : En:ENSGALG00000000892, f9b7a : TNF-a : En:ENSG000002328]	[]
Pentose phosphate pathway in senescent cells (WP5043)	84.0	13	11	0	0	0	2	[a65df : D-Ribulose-5-phosphate : En:ENSECAG00000030135, ab70f : Ribulose-phosphate 3-epimerase : En:ENSECAG00000030135, ad486 : TALDO1 : En:ENSECAG00000011679, b2c18 : TP53 : En:ENSECAG00000008126, b3776 : PRPS1L1 : En:ENSECAG00000002478, b5dc3 : G6PD : En:ENSECAG00000014994, b622d : TKT : En:ENSECAG00000005863, e801b : DERA : En:ENSECAG00000015504, e9731 : TKT : En:ENSECAG00000005863, fccd6 : RPIA : En:ENSECAG00000011754, fd3d1 : PGLS : En:ENSECAG00000010333]	[]	[]	[]	[c13fd : 6-phosphogluconolactonate dehydrogenase : Br:, e8f08 : Phosphoglucomutase : :]
Glycolysis in senescence (WP5049)	100.0	12	12	0	0	0	0	[a4df1 : ENO1 : En:ENSECAG00000003345, ac914 : ALDOC : En:ENSECAG00000013037, b4b0b : RB1 : En:ENSECAG00000014575, bfd61 : HK1 : En:ENSECAG00000010479, c3fc5 : G6PD : En:ENSECAG00000014994, c41bb : LDHA : En:ENSECAG00000020669, e5486 : PRKAA1 : En:ENSECAG00000022617, e823d : PGK1 : En:ENSECAG00000014984, e982a : TP53 : En:ENSECAG00000008126, e9884 : GAPDH : En:ENSECAG00000036510, f39fc : PKM : En:ENSECAG00000007644, f8ac6 : PKM : En:ENSECAG00000007644]	[]	[]	[]	[]
Mevalonate arm of cholesterol biosynthesis pathway (WP4190)	94.0	17	16	0	1	0	0	[bf9be : FDFT1 : En:ENSECAG00000021133, c0a0e : ACAT1 : En:ENSECAG00000020128, e0598 : HMGCL : En:ENSECAG00000025131, ed3ae : HMGCS1 : En:ENSECAG00000008637, f1c29 : IDI1 : En:ENSECAG00000024977, f537e : MVK : En:ENSECAG00000023067, f9d3e : FDPS : En:ENSECAG00000039158, bd1ff : PMVK : En:ENSECAG00000016089, ed464 : MVD : En:ENSECAG00000011206, cb5cc : GGPS1 : En:ENSECAG00000017806, b1566 : GGPS1 : En:ENSECAG00000017806, e7795 : ACAT1 : En:ENSECAG00000020128, b37d5 : HMGCL : En:ENSECAG00000025131, a42f5 : ACAT2 : En:ENSECAG00000014678, d4d61 : HMGCS1 : En:ENSECAG00000008637, cc384 : HMGCR : En:ENSECAG00000021330]	[]	[c128e : IDI2 : S:Q9BXS1]	[]	[]
Caloric restriction and aging (WP4191)	88.0	9	8	0	1	0	0	[ae933 : MTOR : En:ENSECAG00000015638, d774e : NAMPT : En:ENSECAG00000012484, d5f05 : PRKAB2 : En:ENSECAG00000020796, a8491 : SIRT1 : En:ENSECAG00000013909, ab67f : IGF1 : En:ENSECAG00000010109, cc388 : PPARGC1A : En:ENSECAG00000009164, be906 : AKT1 : En:ENSECAG00000008264, a2bbf : TP53 : En:ENSECAG00000008126]	[]	[e2ddd : FOXO : En:ENSG00000214295]	[]	[]
Insulin signaling (WP481)	96.0	163	157	0	6	0	0	[a02 : STXBP2 : En:ENSECAG00000016424, a0e : PIK3CD : En:ENSECAG00000006847, a11 : PIK3C3 : En:ENSECAG00000010657, a12 : CYTH3 : En:ENSECAG00000025034, a14 : PTPRF : En:ENSECAG00000012668, a24 : RAC1 : En:ENSECAG00000009727, a2b : GSK3B : En:ENSECAG00000024935, a2e : MINK1 : En:ENSECAG00000008680, a38 : GRB2 : En:ENSECAG00000010007, a41 : SHC3 : En:ENSECAG00000023729, a45 : IRS1 : En:ENSECAG00000007393, a4f : SLC2A1 : En:ENSECAG00000000303, ab4 : RPS6KA4 : En:ENSECAG00000018402, abe : IKBKB : En:ENSECAG00000002263, ac2 : MAP4K4 : En:ENSECAG00000008730, ac6 : SOCS3 : En:ENSECAG00000001249, ad5 : PRKCH : En:ENSECAG00000013529, adf : KIF5B : En:ENSECAG00000000558, ae8b4 : IRS1 : En:ENSECAG00000007393, aea : EHD2 : En:ENSECAG00000028265, aef : ARF6 : En:ENSECAG00000005219, af4 : GYG1 : En:ENSECAG00000023192, af6 : AKT2 : En:ENSECAG00000008005, aff : SRF : En:ENSECAG00000009068, b07 : MAP3K2 : En:ENSECAG00000021505, b0e : RAB4A : En:ENSECAG00000005207, b10 : PRKCD : En:ENSECAG00000023172, b14 : AKT1 : En:ENSECAG00000008264, b15 : CAP1 : En:ENSECAG00000034134, b2b : PFKM : En:ENSECAG00000015087, b47 : STXBP1 : En:ENSECAG00000013078, b59 : PIK3R3 : En:ENSECAG00000033344, b5a : MAPK12 : En:ENSECAG00000017373, b62 : PIK3R1 : En:ENSECAG00000019837, b67 : MAP3K5 : En:ENSECAG00000024860, b8a : IRS2 : En:ENSECAG00000003315, bac : PIK3C2G : En:ENSECAG00000022941, bad : PIK3R2 : En:ENSECAG00000009499, bae : MAPK10 : En:ENSECAG00000017280, bdd : MAP3K3 : En:ENSECAG00000008917, be2 : MAP4K1 : En:ENSECAG00000017061, bf3 : MAPK3 : En:ENSECAG00000014460, bf9 : RPS6KA3 : En:ENSECAG00000011322, c00 : ELK1 : En:ENSECAG00000008421, c06 : SHC1 : En:ENSECAG00000003967, c09 : CRK : En:ENSECAG00000011550, c11 : TRIB3 : En:ENSECAG00000000607, c17 : STXBP4 : En:ENSECAG00000016386, c19 : RPS6KA6 : En:ENSECAG00000019431, c27 : INSR : En:ENSECAG00000010127, c3e : XBP1 : En:ENSECAG00000014780, c41 : FOXO1 : En:ENSECAG00000002212, c46 : EIF4EBP1 : En:ENSECAG00000015719, c48 : TBC1D4 : En:ENSECAG00000016417, c4e : PRKCB : En:ENSECAG00000017393, c52 : MAP2K7 : En:ENSECAG00000009412, c54 : RPS6KB2 : En:ENSECAG00000012221, c61 : SOS1 : En:ENSECAG00000017604, c74 : RAC2 : En:ENSECAG00000022570, c75 : FOS : En:ENSECAG00000014260, c78 : PIK3CG : En:ENSECAG00000019708, c81 : RRAD : En:ENSECAG00000006674, c8b78 : PIK3CA : En:ENSECAG00000015019, c8c : IRS4 : En:ENSECAG00000011649, c98 : SH2B2 : En:ENSECAG00000024201, ca1 : MAPK13 : En:ENSECAG00000030024, ca6 : GYS1 : En:ENSECAG00000021428, ca9 : TSC2 : En:ENSECAG00000021222, cb5 : PIK3CB : En:ENSECAG00000023941, cc4 : EHD1 : En:ENSECAG00000011638, ccf : MAP3K1 : En:ENSECAG00000006890, cd1 : MAP4K3 : En:ENSECAG00000026902, cd8 : ENPP1 : En:ENSECAG00000013035, cdb : MAP2K6 : En:ENSECAG00000010077, cdc : ARHGAP33 : En:ENSECAG00000017019, ce3 : SLC2A4 : En:ENSECAG00000007684, cee : MAP3K8 : En:ENSECAG00000000090, d06 : PFKL : En:ENSECAG00000017863, d0b : TSC1 : En:ENSECAG00000009564, d13 : MAP3K12 : En:ENSECAG00000010837, d16 : RPS6KA5 : En:ENSECAG00000023892, d1b : STX4 : En:ENSECAG00000010655, d20 : IGF1R : En:ENSECAG00000021238, d24 : PRKCZ : En:ENSECAG00000014312, d37 : SNAP25 : En:ENSECAG00000023077, d40 : MAP2K4 : En:ENSECAG00000025163, d43 : GRB14 : En:ENSECAG00000021078, d4c : PRKCQ : En:ENSECAG00000023084, d50 : RPS6KA1 : En:ENSECAG00000016238, d54 : MAPK7 : En:ENSECAG00000013433, d5c : RPS6KA2 : En:ENSECAG00000020508, d77 : MAPK14 : En:ENSECAG00000014175, d80 : RPS6KB1 : En:ENSECAG00000013890, d8e : RHOQ : En:ENSECAG00000033923, d93 : MAP3K11 : En:ENSECAG00000010694, d94 : PRKAA2 : En:ENSECAG00000012967, da5 : SNAP23 : En:ENSECAG00000009143, db4 : PTPN1 : En:ENSECAG00000019772, dc9 : MAPK8 : En:ENSECAG00000008480, dcb : INPPL1 : En:ENSECAG00000017064, dd0 : CBLB : En:ENSECAG00000014300, def : MAP3K7 : En:ENSECAG00000010753, dfa : PRPF38B : En:ENSECAG00000001892, dfc : INPP4A : En:ENSECAG00000004289, e07 : SGK1 : En:ENSECAG00000020431, e09 : CBL : En:ENSECAG00000003448, e1c : PIK3R4 : En:ENSECAG00000018119, e20 : MAPK11 : En:ENSECAG00000004780, e29 : MAPK9 : En:ENSECAG00000021489, e35 : PTPN11 : En:ENSECAG00000024560, e3a : GYS2 : En:ENSECAG00000014649, e41 : JUN : En:ENSECAG00000024055, e43 : SOCS1 : En:ENSECAG00000026965, e50 : MAPK6 : En:ENSECAG00000034988, e5c : EIF4E : En:ENSECAG00000006472, e5f : SHC2 : En:ENSECAG00000009683, e67 : FLOT2 : En:ENSECAG00000012055, e74 : MYO1C : En:ENSECAG00000012020, e7b : GAB1 : En:ENSECAG00000008570, e7c : RHOJ : En:ENSECAG00000003386, e87 : GSK3A : En:ENSECAG00000019484, e8c : PRKCI : En:ENSECAG00000014142, e9e : PRKAA1 : En:ENSECAG00000022617, ea4 : SORBS1 : En:ENSECAG00000018511, ea7 : SOS2 : En:ENSECAG00000004420, eab : MAP3K13 : En:ENSECAG00000009199, eb6 : PPP1R3A : En:ENSECAG00000023243, ebd : RAF1 : En:ENSECAG00000011807, edb : ARF1 : En:ENSECAG00000032327, eeb : MTOR : En:ENSECAG00000015638, ef6 : PRKCA : En:ENSECAG00000006771, efb : LIPE : En:ENSECAG00000015074, f07 : MAP2K3 : En:ENSECAG00000022242, f09 : MAPK4 : En:ENSECAG00000023749, f15 : MAP4K2 : En:ENSECAG00000007374, f16 : PDPK1 : En:ENSECAG00000000626, f20 : HRAS : En:ENSECAG00000008473, f46 : RAPGEF1 : En:ENSECAG00000018775, f4f : FOXO3 : En:ENSECAG00000024499, f56 : MAP2K5 : En:ENSECAG00000022411, f5b : GRB10 : En:ENSECAG00000024158, f71 : EGR1 : En:ENSECAG00000014338, f76 : MAP3K10 : En:ENSECAG00000037204, f8a : VAMP2 : En:ENSECAG00000014189, f9d : PIK3C2A : En:ENSECAG00000014963, f9f : MAPK1 : En:ENSECAG00000010551, fa3 : FLOT1 : En:ENSECAG00000022083, fa4 : PIK3CA : En:ENSECAG00000015019, fb0 : MAP2K1 : En:ENSECAG00000010640, fb3 : MAP3K6 : En:ENSECAG00000015410, fc5 : MAP3K4 : En:ENSECAG00000012724, fc6 : MAP3K9 : En:ENSECAG00000024287, fcb : KIF3A : En:ENSECAG00000024644, fe3 : MAP4K5 : En:ENSECAG00000005718, fec : MAP2K2 : En:ENSECAG00000009157, ff3 : MAPK8 : En:ENSECAG00000008480, ff9 : MAP3K14 : En:ENSECAG00000014800]	[]	[a2c5c : PTP : L:5967, b1c : RHEB : L:6009, bfc : PTEN : L:5728, c8d : SGKL : L:23678, e73 : CBLC : L:23624, fb6 : SGK2 : L:10110]	[]	[]
Genes associated with the development of rheumatoid arthritis (WP5033)	83.0	18	15	0	3	0	0	[b0000 : PHF19 : En:ENSECAG00000023527, b4b09 : PTPN22 : En:ENSECAG00000024298, d27f6 : CIITA : En:ENSECAG00000023534, d5e18 : TRAF1 : En:ENSECAG00000011454, dde08 : SLC22A5 : En:ENSECAG00000021721, ffeed : IL6ST : En:ENSECAG00000019750, f4dc3 : STAT4 : En:ENSECAG00000023170, a5fa7 : BLK : En:ENSECAG00000017938, fed69 : CD40 : En:ENSECAG00000016998, ced68 : CD244 : En:ENSECAG00000022408, ed5a9 : IRF5 : En:ENSECAG00000009902, a31a0 : CTLA4 : En:ENSECAG00000003996, b595c : CCR6 : En:ENSECAG00000005185, c04ff : IL2RA : En:ENSECAG00000018057, eb5d3 : FAM171B : En:ENSECAG00000021377]	[]	[adeae : FCRL3 : En:ENSG00000160856, f49c4 : HLA-DRB1 : En:ENSG00000196126, c000b : PADI4 : En:ENSG00000159339]	[]	[]
Angiotensin II receptor type 1 pathway (WP5036)	100.0	52	52	0	0	0	0	[ed53c : TGFBR1 : En:ENSECAG00000004757, df890 : NOX4 : En:ENSECAG00000010054, dad2e : MAP2K6 : En:ENSECAG00000010077, d24b1 : MAPK1 : En:ENSECAG00000010551, dd410 : MAS1 : En:ENSECAG00000028126, dad69 : TGFBR2 : En:ENSECAG00000015269, e6d9d : RACK1 : En:ENSECAG00000022567, d813c : ACE2 : En:ENSECAG00000000430, daf0d : RRAS : En:ENSECAG00000016716, df283 : RAF1 : En:ENSECAG00000011807, dc71a : AGT : En:ENSECAG00000015711, c35f5 : SMAD4 : En:ENSECAG00000017857, cec82 : PDGFD : En:ENSECAG00000024746, d1dca : GALT : En:ENSECAG00000008176, f37f0 : ACTA2 : En:ENSECAG00000015145, c24f3 : SP1 : En:ENSECAG00000028970, fbeee : AGTR1 : En:ENSECAG00000001279, e3c7b : SMAD3 : En:ENSECAG00000020259, b4ae4 : JUND : En:ENSECAG00000038226, c0f20 : IL11 : En:ENSECAG00000014511, ca432 : CCN2 : En:ENSECAG00000016610, c0fa3 : F12 : En:ENSECAG00000010619, e6d8d : HIF1A : En:ENSECAG00000015597, ec0eb : TGFB1 : En:ENSECAG00000011671, e0e98 : IL6ST : En:ENSECAG00000019750, d0d33 : PTPN11 : En:ENSECAG00000024560, d00e9 : COL1A1 : En:ENSECAG00000013693, ac84d : AGTR1 : En:ENSECAG00000001279, f77c2 : AGTR1 : En:ENSECAG00000001279, cb643 : COL1A2 : En:ENSECAG00000024740, bdb9f : TGFB1 : En:ENSECAG00000011671, f35d9 : IL11 : En:ENSECAG00000014511, bc58d : COL1A1 : En:ENSECAG00000013693, df16f : COL1A2 : En:ENSECAG00000024740, c230d : TGFB1 : En:ENSECAG00000011671, b9f88 : SMAD3 : En:ENSECAG00000020259, f2f2c : AGT : En:ENSECAG00000015711, b1441 : MAPK1 : En:ENSECAG00000010551, b3672 : NOX4 : En:ENSECAG00000010054, ea34b : COL1A1 : En:ENSECAG00000013693, ba4b8 : COL1A1 : En:ENSECAG00000013693, de4b6 : RRAS : En:ENSECAG00000016716, c7493 : RAF1 : En:ENSECAG00000011807, ecc80 : MAP2K6 : En:ENSECAG00000010077, eb35a : MAPK1 : En:ENSECAG00000010551, da0b8 : MAPK1 : En:ENSECAG00000010551, f76a3 : TGFB1 : En:ENSECAG00000011671, bbf8c : TGFBR1 : En:ENSECAG00000004757, d3c58 : TGFBR2 : En:ENSECAG00000015269, d6f81 : SMAD3 : En:ENSECAG00000020259, eaeb7 : SMAD4 : En:ENSECAG00000017857, a8bf8 : SMAD3 : En:ENSECAG00000020259]	[]	[]	[]	[]
Biotin metabolism, including IEMs (WP5031)	90.0	10	9	0	0	0	1	[f9680 : PC : En:ENSECAG00000024887, ca7d7 : MCCC1 : En:ENSECAG00000008214, b2a8e : BTD : En:ENSECAG00000003387, dc212 : HLCS : En:ENSECAG00000012050, bea0b : ACACA : En:ENSECAG00000010631, e22b4 : ACACB : En:ENSECAG00000015548, f2c12 : MCCC2 : En:ENSECAG00000010213, f2940 : PCCA : En:ENSECAG00000018952, cc97e : PCCB : En:ENSECAG00000018515]	[]	[]	[]	[a1250 : Proteolysis : :]
Endochondral ossification (WP474)	95.0	69	66	0	2	1	0	[a0d65 : ALPL : En:ENSECAG00000011467, a22 : SPP1 : En:ENSECAG00000017191, a3044 : FGFR3 : En:ENSECAG00000019533, a3d96 : MMP13 : En:ENSECAG00000005506, a4c27 : ACAN : En:ENSECAG00000007493, a4e : BMPR1A : En:ENSECAG00000020461, a59 : IHH : En:ENSECAG00000003802, a61f3 : FGFR1 : En:ENSECAG00000015006, a6b : IGF2 : En:ENSECAG00000028346, a8d : BMP6 : En:ENSECAG00000020015, ad0 : IGF1 : En:ENSECAG00000010109, ae867 : SLC38A2 : En:ENSECAG00000014498, afacc : TGFB1 : En:ENSECAG00000011671, b08a5 : CAB39 : En:ENSECAG00000015288, b134c : MEF2C : En:ENSECAG00000024716, b1c58 : COL2A1 : En:ENSECAG00000022313, b3065 : ADAMTS5 : En:ENSECAG00000006500, b65a4 : RUNX3 : En:ENSECAG00000014360, b68 : PTH : En:ENSECAG00000019608, b8e60 : FGF18 : En:ENSECAG00000030850, bb973 : CALM1 : En:ENSECAG00000009162, bd4 : SCIN : En:ENSECAG00000023149, bdd89 : RUNX2 : En:ENSECAG00000020875, c68ba : FGF2 : En:ENSECAG00000014829, c6f46 : SOX6 : En:ENSECAG00000010880, c83 : PTCH1 : En:ENSECAG00000000141, c89 : ENPP1 : En:ENSECAG00000013035, c8a : PRKACA : En:ENSECAG00000016874, c91 : KIF3A : En:ENSECAG00000024644, c9ee3 : PTCH1 : En:ENSECAG00000000141, ced75 : RUNX2 : En:ENSECAG00000020875, ceefa : CHST11 : En:ENSECAG00000019904, cf40b : CTSV : En:ENSECAG00000004288, cf8 : TGFB2 : En:ENSECAG00000041678, d08 : AKT1 : En:ENSECAG00000008264, d0b : GH1 : En:ENSECAG00000009154, d15 : GLI3 : En:ENSECAG00000009281, d2c18 : HMGCS1 : En:ENSECAG00000008637, d4444 : VEGFA : En:ENSECAG00000009402, d7565 : MMP9 : En:ENSECAG00000013081, d8046 : SERPINH1 : En:ENSECAG00000004871, d92 : BMP7 : En:ENSECAG00000002918, d9244 : CDKN1C : En:ENSECAG00000031389, dc3 : SOX9 : En:ENSECAG00000022037, dc4 : THRA : En:ENSECAG00000011120, dcd : RUNX2 : En:ENSECAG00000020875, dcd11 : STAT1 : En:ENSECAG00000009039, dcd77 : ADAMTS1 : En:ENSECAG00000016339, ddd : THRA : En:ENSECAG00000011120, dfa : GHR : En:ENSECAG00000002986, e1430 : PLAU : En:ENSECAG00000007351, e5014 : MGP : En:ENSECAG00000010721, e78 : COL10A1 : En:ENSECAG00000020826, e8050 : ADAMTS4 : En:ENSECAG00000024172, e99 : TGFB1 : En:ENSECAG00000011671, e9b : IGF1R : En:ENSECAG00000021238, ebb : IFT88 : En:ENSECAG00000009365, eee47 : DDR2 : En:ENSECAG00000010726, f22e4 : NKX3-2 : En:ENSECAG00000027948, f8442 : FRZB : En:ENSECAG00000017132, f8fad : PLAT : En:ENSECAG00000007571, fa835 : HDAC4 : En:ENSECAG00000017406, fb3 : PTHLH : En:ENSECAG00000014708, fb5 : PTH1R : En:ENSECAG00000008888, fb8bf : SOX5 : En:ENSECAG00000013978, ffd15 : TIMP3 : En:ENSECAG00000018314]	[]	[e5b : STAT5 : L:6777, f5e : Carminerin : L:1473]	[cca : TNAP : L:445341]	[]
Transcriptional activation by NRF2 in response to phytochemicals (WP3)	95.0	21	20	0	1	0	0	[dbe12 : EPHB2 : En:ENSECAG00000011631, b3620 : CEBPB : En:ENSECAG00000027770, d79c3 : MAF : En:ENSECAG00000033482, dea4c : PIK3CA : En:ENSECAG00000015019, cecad : GCLC : En:ENSECAG00000017346, a859f : MAPK8 : En:ENSECAG00000008480, b06bd : AIMP2 : En:ENSECAG00000000053, b68db : NFE2L2 : En:ENSECAG00000005675, a62fe : PRKCA : En:ENSECAG00000006771, d3b16 : NFE2L2 : En:ENSECAG00000005675, d61e1 : KEAP1 : En:ENSECAG00000020533, d4c77 : HMOX1 : En:ENSECAG00000001129, a1b6d : SLC7A11 : En:ENSECAG00000022696, f553c : NQO1 : En:ENSECAG00000020378, f5ed1 : GCLM : En:ENSECAG00000021993, be345 : KEAP1 : En:ENSECAG00000020533, c9ebb : CEBPB : En:ENSECAG00000027770, b5bb9 : NFE2L2 : En:ENSECAG00000005675, e3f69 : KEAP1 : En:ENSECAG00000020533, b2519 : NFE2L2 : En:ENSECAG00000005675]	[]	[dfa5a : GSTA2 : L:2939]	[]	[]
