Pathway	Homology Score	Total genes	Mapped genes	Multi-mapped genes	No homology mapping genes	No mapping genes	No xref genes	mapped genes	multi-mapped genes	no homology mapping genes	no mapping genes	no xref genes
Serotonin transporter activity (WP1455)	100.0	11	11	0	0	0	0	[aad29 : SCAMP2 : En:ENSSSCG00000001892, b6412 : TGFB1I1 : En:ENSSSCG00000035952, b9e35 : SLC6A4 : En:ENSSSCG00000017797, bc3ee : ITGB3 : En:ENSSSCG00000017306, cd997 : IL1B : En:ENSSSCG00000033667, d5012 : PPP2CB : En:ENSSSCG00000015842, d5f26 : STX1A : En:ENSSSCG00000007772, db27f : MAOA : En:ENSSSCG00000012257, e3155 : NOS1 : En:ENSSSCG00000009856, e8cb4 : TPH2 : En:ENSSSCG00000021122, fcac9 : IL1R1 : En:ENSSSCG00000008162]	[]	[]	[]	[]
Caffeine and theobromine metabolism (WP3633)	100.0	8	8	0	0	0	0	[d6aa3 : CYP1A2 : En:ENSSSCG00000001901, da7c9 : XDH : En:ENSSSCG00000008522, dbd7d : CYP1A2 : En:ENSSSCG00000001901, e5605 : NAT2 : En:ENSSSCG00000025799, fdb28 : XDH : En:ENSSSCG00000008522, cd8a3 : CYP1A2 : En:ENSSSCG00000001901, f8a74 : CYP2A19 : En:ENSSSCG00000002993, cd21d : XDH : En:ENSSSCG00000008522]	[]	[]	[]	[]
Insulin signaling in adipocytes (normal condition) (WP3634)	96.0	25	24	0	0	1	0	[AS160 : COMMD6 : En:ENSSSCG00000009464, GLUT4 : SLC2A4 : En:ENSSSCG00000023915, GLUT4m : SLC2A4 : En:ENSSSCG00000023915, IR : INSR : En:ENSSSCG00000013566, IRS1 : IRS1 : En:ENSSSCG00000025729, IRS1307 : IRS1 : En:ENSSSCG00000025729, IRS1p : IRS1 : En:ENSSSCG00000025729, IRS1p307 : IRS1 : En:ENSSSCG00000025729, IRi : INSR : En:ENSSSCG00000013566, IRins : INSR : En:ENSSSCG00000013566, IRip : INSR : En:ENSSSCG00000013566, IRp : INSR : En:ENSSSCG00000013566, PKB : AKT2 : En:ENSSSCG00000002989, PKB308p : AKT2 : En:ENSSSCG00000002989, PKB308p473p : AKT2 : En:ENSSSCG00000002989, PKB473p : AKT2 : En:ENSSSCG00000002989, S6 : RPS6 : En:ENSSSCG00000005169, S6K : RPS6KB1 : En:ENSSSCG00000017670, S6Kp : RPS6KB1 : En:ENSSSCG00000017670, S6p : RPS6 : En:ENSSSCG00000005169, mTORC1 : MTOR : En:ENSSSCG00000003413, mTORC1a : MTOR : En:ENSSSCG00000003413, mTORC2 : MTOR : En:ENSSSCG00000003413, mTORC2a : MTOR : En:ENSSSCG00000003413]	[]	[]	[AS160p : AS160p : pato:PATO:0002220]	[]
Insulin signaling in adipocytes (diabetic condition) (WP3635)	96.0	25	24	0	0	1	0	[AS160 : COMMD6 : En:ENSSSCG00000009464, GLUT4 : SLC2A4 : En:ENSSSCG00000023915, GLUT4m : SLC2A4 : En:ENSSSCG00000023915, IR : INSR : En:ENSSSCG00000013566, IRS1 : IRS1 : En:ENSSSCG00000025729, IRS1307 : IRS1 : En:ENSSSCG00000025729, IRS1p : IRS1 : En:ENSSSCG00000025729, IRS1p307 : IRS1 : En:ENSSSCG00000025729, IRi : INSR : En:ENSSSCG00000013566, IRins : INSR : En:ENSSSCG00000013566, IRip : INSR : En:ENSSSCG00000013566, IRp : INSR : En:ENSSSCG00000013566, PKB : AKT2 : En:ENSSSCG00000002989, PKB308p : AKT2 : En:ENSSSCG00000002989, PKB308p473p : AKT2 : En:ENSSSCG00000002989, PKB473p : AKT2 : En:ENSSSCG00000002989, S6 : RPS6 : En:ENSSSCG00000005169, S6K : RPS6KB1 : En:ENSSSCG00000017670, S6Kp : RPS6KB1 : En:ENSSSCG00000017670, S6p : RPS6 : En:ENSSSCG00000005169, mTORC1 : MTOR : En:ENSSSCG00000003413, mTORC1a : MTOR : En:ENSSSCG00000003413, mTORC2 : MTOR : En:ENSSSCG00000003413, mTORC2a : MTOR : En:ENSSSCG00000003413]	[]	[]	[AS160p : AS160p : pato:PATO:0002220]	[]
Fluoroacetic acid toxicity (WP4966)	100.0	6	6	0	0	0	0	[b518f : ACO2 : En:ENSSSCG00000000064, d7c89 : ALDH3A2 : En:ENSSSCG00000018041, d953f : ALDH9A1 : En:ENSSSCG00000006324, f08eb : ACSS2 : En:ENSSSCG00000007286, f2cb5 : ALDH2 : En:ENSSSCG00000009889, fd937 : CS : En:ENSSSCG00000035686]	[]	[]	[]	[]
STING pathway in Kawasaki-like disease and COVID-19 (WP4961)	94.0	34	32	0	0	0	2	[ae651 : F3 : En:ENSSSCG00000022447, b6583 : CHUK : En:ENSSSCG00000010548, bca82 : IKBKE : En:ENSSSCG00000015644, c9a82 : IL1B : En:ENSSSCG00000033667, dcc65 : GSDMD : En:ENSSSCG00000006955, e699d : IFNB1 : En:ENSSSCG00000005163, ea20e : ITPR1 : En:ENSSSCG00000023437, f7129 : FCGR2A : En:ENSSSCG00000006350, f72d3 : NLRP3 : En:ENSSSCG00000013940, d7aac : TBK1 : En:ENSSSCG00000031103, ab61d : NLRX1 : En:ENSSSCG00000044952, c14f2 : STING1 : En:ENSSSCG00000014349, f0259 : IRF3 : En:ENSSSCG00000003178, e9185 : IRF3 : En:ENSSSCG00000003178, a9c5b : CGAS : En:ENSSSCG00000021383, bc8d5 : IKBKB : En:ENSSSCG00000007030, c4a4a : IKBKG : En:ENSSSCG00000012825, bc70a : RELA : En:ENSSSCG00000012981, f5a02 : NFKBIA : En:ENSSSCG00000001952, d9b85 : REL : En:ENSSSCG00000008388, b9ba5 : NFKB1 : En:ENSSSCG00000030957, a8e24 : NFKBIE : En:ENSSSCG00000001703, null : RELA : En:ENSSSCG00000012981, null : REL : En:ENSSSCG00000008388, ad9a1 : NFKB1 : En:ENSSSCG00000030957, e8104 : NFKBIA : En:ENSSSCG00000001952, b2c17 : NFKBIE : En:ENSSSCG00000001703, df479 : RELA : En:ENSSSCG00000012981, a6b6c : NFKBIA : En:ENSSSCG00000001952, cdf55 : REL : En:ENSSSCG00000008388, d75f5 : NFKB1 : En:ENSSSCG00000030957, d15b8 : NFKBIE : En:ENSSSCG00000001703]	[]	[]	[]	[b9d10 : Cytokines : :, fa31c : Cytosolic DNA (viral DNA and damaged mtDNA) : :]
NAD metabolism, sirtuins and aging (WP3630)	92.0	14	13	0	0	0	1	[a1e1d : PARP1 : En:ENSSSCG00000023660, abfa0 : TFAM : En:ENSSSCG00000040185, b1532 : NFKB1 : En:ENSSSCG00000030957, b74eb : NAMPT : En:ENSSSCG00000015435, ef291 : FOXO1 : En:ENSSSCG00000009370, fc541 : HIF1A : En:ENSSSCG00000005096, d9366 : SIRT1 : En:ENSSSCG00000010235, f3fd2 : ROS1 : En:ENSSSCG00000026978, d3b0f : FOXO3 : En:ENSSSCG00000004387, c0597 : TFAM : En:ENSSSCG00000040185, fa463 : TFAM : En:ENSSSCG00000040185, e570f : PPARG : En:ENSSSCG00000011579, bdb6e : SIRT3 : En:ENSSSCG00000014558]	[]	[]	[]	[c0187 : P7C3 : :]
p53 transcriptional gene network (WP4963)	82.0	84	69	0	13	2	0	[b1519 : APAF1 : En:ENSSSCG00000000884, d98fd : FAS : En:ENSSSCG00000010448, a78f5 : PMAIP1 : En:ENSSSCG00000026454, d9ac1 : TRAF4 : En:ENSSSCG00000032658, bbff7 : PERP : En:ENSSSCG00000038420, b71c7 : PIDD1 : En:ENSSSCG00000012843, c72bf : TP53I3 : En:ENSSSCG00000008586, cf989 : BBC3 : En:ENSSSCG00000003112, af0c8 : SIVA1 : En:ENSSSCG00000031132, d2955 : TNFRSF10D : En:ENSSSCG00000041954, d2130 : CCNG1 : En:ENSSSCG00000017024, fd656 : CDKN1A : En:ENSSSCG00000001565, db00e : GADD45A : En:ENSSSCG00000037066, f45a1 : RPRM : En:ENSSSCG00000037225, e1358 : ZMAT3 : En:ENSSSCG00000033860, eadf2 : CDKN1A : En:ENSSSCG00000001565, ed442 : SERPINE1 : En:ENSSSCG00000025698, d2629 : PML : En:ENSSSCG00000001912, afc55 : DDB2 : En:ENSSSCG00000013243, e6efb : ERCC5 : En:ENSSSCG00000009534, d1407 : FANCC : En:ENSSSCG00000033654, abaa7 : GADD45A : En:ENSSSCG00000037066, a04e6 : XRCC5 : En:ENSSSCG00000016177, f523a : MGMT : En:ENSSSCG00000010756, ee1e7 : MLH1 : En:ENSSSCG00000024222, fbe16 : MSH2 : En:ENSSSCG00000008428, c0620 : POLH : En:ENSSSCG00000001683, af1ab : POLK : En:ENSSSCG00000014082, a8b43 : RRM2B : En:ENSSSCG00000036139, e779d : XPC : En:ENSSSCG00000011602, f5ecc : SAT1 : En:ENSSSCG00000012173, e3953 : SLC7A11 : En:ENSSSCG00000022649, d03a3 : GLS2 : En:ENSSSCG00000000401, abd34 : CDKN1A : En:ENSSSCG00000001565, d2dca : SERPINB5 : En:ENSSSCG00000004894, b44cd : CDKN1A : En:ENSSSCG00000001565, cf73c : LIF : En:ENSSSCG00000040961, cd83b : ssc-mir-145 : En:ENSSSCG00000018513, a9150 : NANOG : En:ENSSSCG00000040403, c3ad0 : NOTCH1 : En:ENSSSCG00000038509, d2e32 : ACAD11 : En:ENSSSCG00000011629, b9b82 : ADORA2B : En:ENSSSCG00000035051, a356d : ALDH4A1 : En:ENSSSCG00000024752, bb106 : CPT1C : En:ENSSSCG00000024872, eb1e9 : DRAM1 : En:ENSSSCG00000023972, de737 : FUCA1 : En:ENSSSCG00000027659, ab5dc : GLS2 : En:ENSSSCG00000000401, e7fcc : GPX1 : En:ENSSSCG00000033727, e9e2d : PRKAB1 : En:ENSSSCG00000009840, a8500 : PRKAB2 : En:ENSSSCG00000006703, a6f9b : SESN1 : En:ENSSSCG00000004390, e6bd9 : SESN2 : En:ENSSSCG00000029438, f01fd : TIGAR : En:ENSSSCG00000024219, fefea : TP53INP1 : En:ENSSSCG00000034321, b1459 : ULK1 : En:ENSSSCG00000009742, aac25 : ULK2 : En:ENSSSCG00000018045, e3489 : ADGRB1 : En:ENSSSCG00000035891, c94b9 : ICAM1 : En:ENSSSCG00000013655, d8922 : IRF5 : En:ENSSSCG00000016573, ebd89 : IRF9 : En:ENSSSCG00000002002, cc583 : ISG15 : En:ENSSSCG00000040575, f4ead : SERPINB5 : En:ENSSSCG00000004894, d5d1b : CCL2 : En:ENSSSCG00000017723, fce48 : NCF2 : En:ENSSSCG00000015559, c92a3 : SERPINE1 : En:ENSSSCG00000025698, b655d : THBS1 : En:ENSSSCG00000004789, c3ff6 : ULBP1 : En:ENSSSCG00000026042, d73cc : ULBP1 : En:ENSSSCG00000026042, c2546 : ssc-mir-34c-1 : En:ENSSSCG00000023071]	[]	[ff7fb : BAX : En:ENSG00000087088, a7c2b : MIR34A : En:ENSG00000284357, a5098 : TP53AIP1 : En:ENSG00000120471, a946d : BTG2 : En:ENSG00000159388, e95e6 : MIR34A : En:ENSG00000284357, bde7b : MIR34B : En:ENSG00000207811, f0142 : SMR3B : En:ENSG00000171201, be17d : MIR34A : En:ENSG00000284357, b370c : MIR200C : En:ENSG00000207713, c1334 : MIR34A : En:ENSG00000284357, f8931 : SLC2A1 : En:ENSG00000117394, ee177 : PTEN : En:ENSG00000171862, c7b79 : CX3CL1 : En:ENSG00000006210]	[c20c8 : YWHAB-208 : En:ENST00000633979, b7b1f : MIR34B/C : En:ENSG00000207811/ENSG00000207562]	[]
Airway smooth muscle cell contraction (WP4962)	86.0	23	20	0	1	1	1	[a29ce : MYLK : En:ENSSSCG00000011867, ac6dc : CD38 : En:ENSSSCG00000008742, ace15 : MYL1 : En:ENSSSCG00000016157, add6b : ROCK1 : En:ENSSSCG00000021893, be67d : CALM1 : En:ENSSSCG00000025768, ce011 : PLCB1 : En:ENSSSCG00000007056, dc55b : ITPR3 : En:ENSSSCG00000001518, dd60e : PPP1CB : En:ENSSSCG00000008540, e7f48 : GDI1 : En:ENSSSCG00000030421, e93d3 : GNAQ : En:ENSSSCG00000033763, f2188 : ADRB2 : En:ENSSSCG00000038598, f6bae : IL13 : En:ENSSSCG00000014281, fe039 : PPP1R14A : En:ENSSSCG00000038077, d4674 : MYL1 : En:ENSSSCG00000016157, ff550 : PPP1CB : En:ENSSSCG00000008540, a557e : RHOA : En:ENSSSCG00000022080, f0fab : RHOA : En:ENSSSCG00000022080, cb0ac : ROCK2 : En:ENSSSCG00000008629, ddf9d : ROCK1 : En:ENSSSCG00000021893, f50cb : ROCK2 : En:ENSSSCG00000008629]	[]	[c00fc : RYR : En:ENSG00000196218]	[ece1b : PKC : En:L7RSM7]	[f1173 : RhoGAP : :]
Lung fibrosis (WP3624)	84.0	64	54	0	10	0	0	[f3a24 : ELMOD2 : En:ENSSSCG00000009055, d1e20 : RTEL1 : En:ENSSSCG00000039160, e6d9c : SPP1 : En:ENSSSCG00000009216, edbb6 : DPP9 : En:ENSSSCG00000026063, b3f1d : FGF1 : En:ENSSSCG00000024954, aff39 : SMAD7 : En:ENSSSCG00000004507, a132b : CCN2 : En:ENSSSCG00000004192, c6f3d : SFTPA1 : En:ENSSSCG00000010336, ecb8e : PARN : En:ENSSSCG00000007878, d8e39 : CCL2 : En:ENSSSCG00000017723, d01e0 : SERPINA1 : En:ENSSSCG00000002476, ee899 : SKIL : En:ENSSSCG00000011746, d8bf5 : TNF : En:ENSSSCG00000001404, f2f91 : SFTPA1 : En:ENSSSCG00000010336, f813c : IL6 : En:ENSSSCG00000020970, f8634 : EDN1 : En:ENSSSCG00000035598, f52e2 : ELN : En:ENSSSCG00000025858, baeff : CSF3 : En:ENSSSCG00000017488, b0bbb : GREM1 : En:ENSSSCG00000033657, eb3c0 : DSP : En:ENSSSCG00000001025, c2f1d : TERT : En:ENSSSCG00000017118, d8794 : MECP2 : En:ENSSSCG00000034742, bc89e : CXCL8 : En:ENSSSCG00000008953, a283d : STN1 : En:ENSSSCG00000010605, fb9d6 : TGFA : En:ENSSSCG00000008326, d5b1a : IL13 : En:ENSSSCG00000014281, b6702 : IL1B : En:ENSSSCG00000033667, deef9 : PDGFA : En:ENSSSCG00000007541, d0320 : CCL11 : En:ENSSSCG00000044762, f7c0c : ATP11A : En:ENSSSCG00000037561, a52cb : FGF2 : En:ENSSSCG00000036213, e1dca : CMA1 : En:ENSSSCG00000001982, d91aa : IL5 : En:ENSSSCG00000014278, f7a22 : EGF : En:ENSSSCG00000009134, d8fb3 : TIMP1 : En:ENSSSCG00000012277, fada0 : IL12B : En:ENSSSCG00000017044, c98db : BMP7 : En:ENSSSCG00000007501, f3648 : PDGFB : En:ENSSSCG00000033327, df04d : PTX3 : En:ENSSSCG00000011727, bee91 : NFE2L2 : En:ENSSSCG00000015987, f0f62 : MMP9 : En:ENSSSCG00000007436, ca8a4 : CEBPB : En:ENSSSCG00000034207, ae474 : HMOX1 : En:ENSSSCG00000039745, eb6f5 : MMP2 : En:ENSSSCG00000002829, efb4d : HGF : En:ENSSSCG00000015403, d7cbe : SFTPC : En:ENSSSCG00000009619, f95b1 : CCR2 : En:ENSSSCG00000024311, dfac1 : IL4 : En:ENSSSCG00000014282, b835e : CSF2 : En:ENSSSCG00000023737, cdc29 : PLAU : En:ENSSSCG00000010312, d0c59 : FAM13A : En:ENSSSCG00000026196, c74c5 : CCL3 : En:ENSSSCG00000047189, b9253 : IGF1 : En:ENSSSCG00000000857, eb255 : TGFB1 : En:ENSSSCG00000003017]	[]	[d3a67 : CXCL2 : En:ENSG00000081041, db804 : CCL4 : En:ENSG00000275302, fde8e : TERC : En:ENSG00000270141, dbdee : CALCA : En:ENSG00000110680, e39b2 : CCR3 : En:ENSG00000183625, bfcf5 : CCL5 : En:ENSG00000271503, d31d4 : FGF7 : En:ENSG00000140285, b96f2 : MUC5B : En:ENSG00000117983, fb0bc : CYSLTR2 : En:ENSG00000152207, c6375 : MT2A : En:ENSG00000125148]	[]	[]
16p11.2 distal deletion syndrome (WP4950)	81.0	37	30	0	6	1	0	[a0f1a : TRAF1 : En:ENSSSCG00000005511, a4535 : VAV2 : En:ENSSSCG00000005743, a78bb : CD81 : En:ENSSSCG00000039243, aac36 : CD82 : En:ENSSSCG00000029521, aaf62 : KDR : En:ENSSSCG00000008844, ab19e : NFATC2IP : En:ENSSSCG00000007808, adc1b : SH2B1 : En:ENSSSCG00000007804, afc19 : CD19 : En:ENSSSCG00000007807, b5c70 : IFITM3 : En:ENSSSCG00000038912, ba782 : RAB5A : En:ENSSSCG00000037653, bdffa : PRMT1 : En:ENSSSCG00000003189, c5254 : GRB2 : En:ENSSSCG00000017206, cb2c3 : MPL : En:ENSSSCG00000030906, cc9ac : ATP2A1 : En:ENSSSCG00000007805, cebb0 : JAK2 : En:ENSSSCG00000005215, d02f6 : RABEP2 : En:ENSSSCG00000007806, d7af9 : NFATC2 : En:ENSSSCG00000007477, dbada : ATXN2L : En:ENSSSCG00000021845, e0841 : C3 : En:ENSSSCG00000013551, e2d9b : SDCCAG8 : En:ENSSSCG00000035136, ef52e : RAB4A : En:ENSSSCG00000036039, ef8f3 : GRB2 : En:ENSSSCG00000017206, f3a7d : RABGEF1 : En:ENSSSCG00000007735, f4538 : TUFM : En:ENSSSCG00000007803, f771f : SPNS1 : En:ENSSSCG00000007811, f8dfa : IL4 : En:ENSSSCG00000014282, f8ff2 : INSR : En:ENSSSCG00000013566, fa221 : TRAF2 : En:ENSSSCG00000005838, ed3e2 : CD19 : En:ENSSSCG00000007807, null : RABEP2 : En:ENSSSCG00000007806]	[]	[null : hsa-mir-4721 : Mb:MI0017356, null : LAT : En:ENSG00000213658, c43cc : PLN : En:ENSG00000198523, d1f0d : ATP2A1-AS1 : En:ENSG00000260442, da70e : CR2 : En:ENSG00000117322, f7f1e : SLN : En:ENSG00000170290]	[null : MIR4517 : En:ENSG00000266868]	[]
Ovarian infertility (WP34)	100.0	37	37	0	0	0	0	[a06 : MLH1 : En:ENSSSCG00000024222, a15 : ZP3 : En:ENSSSCG00000007691, a32 : CDK4 : En:ENSSSCG00000025092, af1 : LHCGR : En:ENSSSCG00000008421, af4 : EGR1 : En:ENSSSCG00000014336, b0d : MSH5 : En:ENSSSCG00000035596, b1a : CYP19A1 : En:ENSSSCG00000030168, b20 : ZP3 : En:ENSSSCG00000007691, b78 : FSHR : En:ENSSSCG00000029084, bb7 : GDF9 : En:ENSSSCG00000014288, bd3 : ESR2 : En:ENSSSCG00000005109, bf8 : TF2D : En:ENSSSCG00000037372, c01 : FIGLA : En:ENSSSCG00000008321, c21 : DAZL : En:ENSSSCG00000030671, c2b : CEBPB : En:ENSSSCG00000034207, c54 : SMPD1 : En:ENSSSCG00000014627, c56 : SMPD1 : En:ENSSSCG00000014627, c5e : BMPR1B : En:ENSSSCG00000029621, c6e : ATM : En:ENSSSCG00000025606, cac : PRLR : En:ENSSSCG00000016830, caf : SMAD3 : En:ENSSSCG00000004952, d32 : GJA4 : En:ENSSSCG00000039983, d93 : NRIP1 : En:ENSSSCG00000021038, e42 : GJA4 : En:ENSSSCG00000039983, e68 : VDR : En:ENSSSCG00000020864, e69 : CDKN1B : En:ENSSSCG00000037144, e9e : SYNE2 : En:ENSSSCG00000005110, ea6 : DMC1 : En:ENSSSCG00000000103, ed6 : INHA : En:ENSSSCG00000020771, f06 : CCND2 : En:ENSSSCG00000038694, f9f : ZP2 : En:ENSSSCG00000007851, fa9 : NR5A1 : En:ENSSSCG00000005588, fc2 : PGR : En:ENSSSCG00000014977, ff1 : PTGER2 : En:ENSSSCG00000021862, fff : NCOR1 : En:ENSSSCG00000018039, e567c : GDF9 : En:ENSSSCG00000014288, acbdd : INHA : En:ENSSSCG00000020771]	[]	[]	[]	[]
G protein signaling pathways (WP35)	88.0	95	84	1	9	1	0	[a05 : PRKAR2B : En:ENSSSCG00000037706, a3e : GNG10 : En:ENSSSCG00000046439, a4c : PDE7B : En:ENSSSCG00000004165, a4d : ADCY3 : En:ENSSSCG00000008578, a55 : ADCY5 : En:ENSSSCG00000027952, a8a : AKAP8 : En:ENSSSCG00000013837, aa7 : AKAP1 : En:ENSSSCG00000034994, ab3 : PRKAR1B : En:ENSSSCG00000007542, ac0 : GNAS : En:ENSSSCG00000007520, ac3 : PRKCD : En:ENSSSCG00000023503, ae3 : GNB3 : En:ENSSSCG00000000682, af7 : PDE4A : En:ENSSSCG00000013642, afb : PDE1B : En:ENSSSCG00000000297, b03 : GNAQ : En:ENSSSCG00000033763, b18 : PDE4D : En:ENSSSCG00000016929, b1c : PRKCB : En:ENSSSCG00000033674, b26 : RRAS : En:ENSSSCG00000003183, b2f : GNA14 : En:ENSSSCG00000005284, b35 : AKAP5 : En:ENSSSCG00000002268, b4c : GNAZ : En:ENSSSCG00000010046, b5d : ADCY4 : En:ENSSSCG00000001988, bd1 : NRAS : En:ENSSSCG00000032477, bd7 : GNG13 : En:ENSSSCG00000008011, bda : GNGT1 : En:ENSSSCG00000015323, be4 : GNB2 : En:ENSSSCG00000007669, bf6 : PRKAR1A : En:ENSSSCG00000017259, bfb : GNA11 : En:ENSSSCG00000029279, bff : PRKCH : En:ENSSSCG00000005095, c0f : PPP3CA : En:ENSSSCG00000009172, c1d : GNAI1 : En:ENSSSCG00000015407, c4a : CALM1 : En:ENSSSCG00000025768, c56 : PRKACB : En:ENSSSCG00000040920, c64 : PRKAR2A : En:ENSSSCG00000011363, c7e : GNB5 : En:ENSSSCG00000004622, c9e : KCNJ3 : En:ENSSSCG00000036078, cb9 : PLCB3 : En:ENSSSCG00000013034, cc3 : AKAP7 : En:ENSSSCG00000036790, cc5 : GNA13 : En:ENSSSCG00000039336, cd2 : ADCY6 : En:ENSSSCG00000000175, ce6 : AKAP3 : En:ENSSSCG00000000720, d0f : PDE1A : En:ENSSSCG00000023924, d17 : PDE1C : En:ENSSSCG00000016668, d21 : ADCY2 : En:ENSSSCG00000017101, d32 : GNAL : En:ENSSSCG00000022163, d33 : PRKD1 : En:ENSSSCG00000001975, d42 : PRKD3 : En:ENSSSCG00000008495, d55 : ADCY9 : En:ENSSSCG00000007950, d5f : AKAP6 : En:ENSSSCG00000024517, d79 : ADCY1 : En:ENSSSCG00000016726, d86 : AKAP13 : En:ENSSSCG00000002259, d9d : GNA15 : En:ENSSSCG00000013473, dd9 : PDE8A : En:ENSSSCG00000001810, de0 : AKAP12 : En:ENSSSCG00000031733, de3 : RHOA : En:ENSSSCG00000022080, e0c : AKAP4 : En:ENSSSCG00000012306, e18 : GNAI3 : En:ENSSSCG00000006824, e39 : AKAP11 : En:ENSSSCG00000009430, e46 : GNGT2 : En:ENSSSCG00000045794, e4d : PRKCQ : En:ENSSSCG00000011131, e6d : PDE4C : En:ENSSSCG00000036363, e70 : GNG8 : En:ENSSSCG00000022068, e7b : PRKCE : En:ENSSSCG00000008444, e7f : PRKCG : En:ENSSSCG00000003256, e8b : GNB1 : En:ENSSSCG00000021890, ea5 : PRKCA : En:ENSSSCG00000017268, eab : PRKCI : En:ENSSSCG00000011745, eb1 : GNG3 : En:ENSSSCG00000032197, eb4 : HRAS : En:ENSSSCG00000031513, ed7 : PRKCZ : En:ENSSSCG00000030361, f06 : ARHGEF1 : En:ENSSSCG00000003040, f23 : AKAP10 : En:ENSSSCG00000024030, f28 : GNAI1 : En:ENSSSCG00000015407, f2b : ADCY8 : En:ENSSSCG00000031717, f4b : ADCY7 : En:ENSSSCG00000039408, f5a : PRKACA : En:ENSSSCG00000013771, f5b : PDE4B : En:ENSSSCG00000003805, f6a : KRAS : En:ENSSSCG00000026969, f6d : PDE7A : En:ENSSSCG00000006218, f6e : AKAP9 : En:ENSSSCG00000015310, f8a : GNA12 : En:ENSSSCG00000032549, fac : ITPR1 : En:ENSSSCG00000023437, ff6 : PRKACG : En:ENSSSCG00000012833, ffc : SLC9A1 : En:ENSSSCG00000003569, ffd : GNAI2 : En:ENSSSCG00000011399]	[b8b : PDE8B : L:8622]	[a5f : GNG12 : L:55970, a86 : GNG11 : L:2791, a9d : PPP3CC : L:5533, b10 : GNAO1 : L:2775, d2d : GNAO1 : L:2775, d82 : PPP3CC : L:5533, e7d : GNG7 : L:2788, eae : GNG5 : L:2787, f77 : GNG4 : L:2786]	[e53 : AKAP2 : L:11217]	[]
Nitric oxide metabolism in cystic fibrosis (WP4947)	92.0	14	13	0	0	1	0	[null : NOS1 : En:ENSSSCG00000009856, null : DDAH1 : En:ENSSSCG00000040735, null : DDAH2 : En:ENSSSCG00000038514, null : PRMT1 : En:ENSSSCG00000003189, null : PRMT2 : En:ENSSSCG00000022575, null : PRMT3 : En:ENSSSCG00000013347, null : CARM1 : En:ENSSSCG00000013633, null : PRMT5 : En:ENSSSCG00000030045, null : PRMT6 : En:ENSSSCG00000006853, null : PRMT7 : En:ENSSSCG00000002763, null : PRMT8 : En:ENSSSCG00000000730, c5e1f : NOS3 : En:ENSSSCG00000016450, dceab : NOS2 : En:ENSSSCG00000017755]	[]	[]	[b32f9 : Carboxyl anhydrase : Pf:PF00194]	[]
