Pathway	Homology Score	Total genes	Mapped genes	Multi-mapped genes	No homology mapping genes	No mapping genes	No xref genes	mapped genes	multi-mapped genes	no homology mapping genes	no mapping genes	no xref genes
Immune response to tuberculosis (WP4197)	89.0	47	42	0	1	0	4	[a2d99 : Irf9 : En:ENSMUSG00000002325, ab622 : Psmb8 : En:ENSMUSG00000024338, aea67 : Oas1d : En:ENSMUSG00000032623, b1b9d : Mx1 : En:ENSMUSG00000000386, bc85a : Irf1 : En:ENSMUSG00000018899, bdfa2 : Socs1 : En:ENSMUSG00000038037, bfa49 : Stat1 : En:ENSMUSG00000026104, bfeee : Pias1 : En:ENSMUSG00000032405, c001a : Stat1 : En:ENSMUSG00000026104, c292f : Ifitm6 : En:ENSMUSG00000059108, c3ca9 : Irf9 : En:ENSMUSG00000002325, c454d : Psmb8 : En:ENSMUSG00000024338, c8726 : Ifngr1 : En:ENSMUSG00000020009, c8cd1 : Irf9 : En:ENSMUSG00000002325, cec9e : Ptpn2 : En:ENSMUSG00000024539, d36c0 : Tap1 : En:ENSMUSG00000037321, d807b : Ifi35 : En:ENSMUSG00000010358, df84d : Ifitm6 : En:ENSMUSG00000059108, e30c3 : Ifi35 : En:ENSMUSG00000010358, e7b35 : Tyk2 : En:ENSMUSG00000032175, eb10a : Jak1 : En:ENSMUSG00000028530, f6a13 : Ifit3b : En:ENSMUSG00000062488, ffea2 : Stat1 : En:ENSMUSG00000026104, dc499 : Stat1 : En:ENSMUSG00000026104, cfcee : Stat1 : En:ENSMUSG00000026104, e44a9 : Stat1 : En:ENSMUSG00000026104, f3711 : Stat2 : En:ENSMUSG00000040033, fbb52 : Stat1 : En:ENSMUSG00000026104, a4f96 : Stat2 : En:ENSMUSG00000040033, e9cd1 : Jak2 : En:ENSMUSG00000024789, e08b5 : Ptpn2 : En:ENSMUSG00000024539, f0122 : Jak1 : En:ENSMUSG00000028530, f61c4 : Jak2 : En:ENSMUSG00000024789, c6917 : Jak1 : En:ENSMUSG00000028530, d05a6 : Stat1 : En:ENSMUSG00000026104, ec48d : Stat2 : En:ENSMUSG00000040033, f9601 : Ptpn2 : En:ENSMUSG00000024539, d0510 : Ifngr2 : En:ENSMUSG00000022965, a1e4e : Ifngr1 : En:ENSMUSG00000020009, bc367 : Ifngr2 : En:ENSMUSG00000022965, e58c2 : Ifnar1 : En:ENSMUSG00000022967, b1123 : Ifnar2 : En:ENSMUSG00000022971]	[]	[d9a96 : IFIT1 : En:ENSG00000185745]	[]	[a87b3 : IFNG : :, bea1c : GIP2 : :, f6872 : GIP3 : :, daf8b : IFNa/IFNb : :]
Kynurenine pathway and links to cell senescence (WP5044)	85.0	28	24	0	0	2	2	[a05b8 : Kmo : En:ENSMUSG00000039783, aa86b : Ifng : En:ENSMUSG00000055170, ac223 : Ido1 : En:ENSMUSG00000031551, b2846 : Eif2ak1 : En:ENSMUSG00000029613, b3d5f : Haao : En:ENSMUSG00000000673, b6727 : Nos1 : En:ENSMUSG00000029361, d0202 : Trp53 : En:ENSMUSG00000059552, d1915 : Acmsd : En:ENSMUSG00000026348, e4ee2 : Foxo1 : En:ENSMUSG00000044167, e8717 : Tdo2 : En:ENSMUSG00000028011, ee1bf : Kynu : En:ENSMUSG00000026866, f30e4 : Klf5 : En:ENSMUSG00000005148, fa89f : Cdkn1a : En:ENSMUSG00000023067, fb7dd : Afmid : En:ENSMUSG00000017718, fe240 : Qprt : En:ENSMUSG00000030674, a5832 : Kynu : En:ENSMUSG00000026866, d4dba : Aadat : En:ENSMUSG00000057228, e35c9 : Ido2 : En:ENSMUSG00000031549, e0c55 : Ifnb1 : En:ENSMUSG00000048806, cabc1 : Tnf : En:ENSMUSG00000024401, d4a38 : Ahr : En:ENSMUSG00000019256, fff3b : Tlr4 : En:ENSMUSG00000039005, d1acf : Il1r2 : En:ENSMUSG00000026073, c37f6 : Eif2ak4 : En:ENSMUSG00000005102]	[]	[]	[a70e2 : miR-210-3p : Mb:MIMAT0000267, e7b79 : miR-493-5p : Mb:MIMAT0002813]	[e1e70 : IDO1 promoter  : :, eac1e : TGFβ : S:]
NAD metabolism in oncogene-induced senescence and mitochondrial dysfunction-associated senescence (WP5046)	85.0	27	23	0	0	4	0	[a14b5 : Rb1 : En:ENSMUSG00000022105, a2ded : G6pd2 : En:ENSMUSG00000089992, a2ea6 : Slc2a4 : En:ENSMUSG00000018566, a40e8 : Mdh2 : En:ENSMUSG00000019179, aa2c6 : Got2 : En:ENSMUSG00000031672, ac49e : Il1b : En:ENSMUSG00000027398, b4e56 : Hmga1b : En:ENSMUSG00000078249, c0bce : Slc2a1 : En:ENSMUSG00000028645, c3172 : Gm13306 : En:ENSMUSG00000073877, c4d9b : Elavl1 : En:ENSMUSG00000040028, c51ab : Got1 : En:ENSMUSG00000025190, c5fc7 : Sirt5 : En:ENSMUSG00000054021, ca5b6 : Il6 : En:ENSMUSG00000025746, cd818 : Rela : En:ENSMUSG00000024927, d7a66 : Nmnat2 : En:ENSMUSG00000042751, dac79 : Parp1 : En:ENSMUSG00000026496, de294 : Sirt1 : En:ENSMUSG00000020063, de775 : Sirt2 : En:ENSMUSG00000015149, e1418 : Prkaa1 : En:ENSMUSG00000050697, e2a85 : Nampt : En:ENSMUSG00000020572, e41d7 : Trp53 : En:ENSMUSG00000059552, e5b08 : Sirt3 : En:ENSMUSG00000025486, eb049 : Mdh1 : En:ENSMUSG00000020321]	[]	[]	[a3897 : SCO2 : En:ENSG00000130489, b1951 : p38 MAPK : S:Q3C2E3, de749 : IL-10 : En:ENSGALG00000000892, f9b7a : TNF-a : En:ENSG000002328]	[]
Pentose phosphate pathway in senescent cells (WP5043)	84.0	13	11	0	0	0	2	[a65df : Rpe : En:ENSMUSG00000026005, ab70f : Rpe : En:ENSMUSG00000026005, ad486 : Taldo1 : En:ENSMUSG00000025503, b2c18 : Trp53 : En:ENSMUSG00000059552, b3776 : Prps1l1 : En:ENSMUSG00000092305, b5dc3 : G6pd2 : En:ENSMUSG00000089992, b622d : Tkt : En:ENSMUSG00000021957, e801b : Dera : En:ENSMUSG00000030225, e9731 : Tkt : En:ENSMUSG00000021957, fccd6 : Rpia : En:ENSMUSG00000053604, fd3d1 : Pgls : En:ENSMUSG00000031807]	[]	[]	[]	[c13fd : 6-phosphogluconolactonate dehydrogenase : Br:, e8f08 : Phosphoglucomutase : :]
Glycolysis in senescence (WP5049)	91.0	12	11	0	1	0	0	[a4df1 : Eno1 : En:ENSMUSG00000063524, ac914 : Aldoc : En:ENSMUSG00000017390, b4b0b : Rb1 : En:ENSMUSG00000022105, bfd61 : Hk1 : En:ENSMUSG00000037012, c3fc5 : G6pd2 : En:ENSMUSG00000089992, e5486 : Prkaa1 : En:ENSMUSG00000050697, e823d : Pgk1 : En:ENSMUSG00000062070, e982a : Trp53 : En:ENSMUSG00000059552, e9884 : Gapdh : En:ENSMUSG00000057666, f39fc : Pkm : En:ENSMUSG00000032294, f8ac6 : Pkm : En:ENSMUSG00000032294]	[]	[c41bb : LDHA : En:ENSG00000134333]	[]	[]
Mevalonate arm of cholesterol biosynthesis pathway (WP4190)	100.0	17	17	0	0	0	0	[bf9be : Fdft1 : En:ENSMUSG00000021273, c0a0e : Acat1 : En:ENSMUSG00000032047, e0598 : Hmgcl : En:ENSMUSG00000028672, ed3ae : Hmgcs1 : En:ENSMUSG00000093930, f1c29 : Idi1 : En:ENSMUSG00000058258, f537e : Mvk : En:ENSMUSG00000041939, f9d3e : Fdps : En:ENSMUSG00000059743, bd1ff : Pmvk : En:ENSMUSG00000027952, ed464 : Mvd : En:ENSMUSG00000006517, cb5cc : Ggps1 : En:ENSMUSG00000021302, c128e : Idi2 : En:ENSMUSG00000033520, b1566 : Ggps1 : En:ENSMUSG00000021302, e7795 : Acat1 : En:ENSMUSG00000032047, b37d5 : Hmgcl : En:ENSMUSG00000028672, a42f5 : Acat2 : En:ENSMUSG00000023832, d4d61 : Hmgcs1 : En:ENSMUSG00000093930, cc384 : Hmgcr : En:ENSMUSG00000021670]	[]	[]	[]	[]
Caloric restriction and aging (WP4191)	88.0	9	8	0	1	0	0	[ae933 : Mtor : En:ENSMUSG00000028991, d774e : Nampt : En:ENSMUSG00000020572, d5f05 : Prkab2 : En:ENSMUSG00000038205, a8491 : Sirt1 : En:ENSMUSG00000020063, ab67f : Igf1 : En:ENSMUSG00000020053, cc388 : Ppargc1a : En:ENSMUSG00000029167, be906 : Akt1 : En:ENSMUSG00000001729, a2bbf : Trp53 : En:ENSMUSG00000059552]	[]	[e2ddd : FOXO : En:ENSG00000214295]	[]	[]
Insulin signaling (WP481)	99.0	163	162	0	1	0	0	[a02 : Stxbp2 : En:ENSMUSG00000004626, a0e : Pik3cd : En:ENSMUSG00000039936, a11 : Pik3c3 : En:ENSMUSG00000033628, a12 : Cyth3 : En:ENSMUSG00000018001, a14 : Ptprf : En:ENSMUSG00000033295, a24 : Rac1 : En:ENSMUSG00000001847, a2b : Gsk3b : En:ENSMUSG00000022812, a2c5c : Reg2 : En:ENSMUSG00000023140, a2e : Mink1 : En:ENSMUSG00000020827, a38 : Grb2 : En:ENSMUSG00000059923, a41 : Shc3 : En:ENSMUSG00000021448, a45 : Irs1 : En:ENSMUSG00000055980, a4f : Slc2a1 : En:ENSMUSG00000028645, ab4 : Rps6ka4 : En:ENSMUSG00000118668, abe : Ikbkb : En:ENSMUSG00000031537, ac2 : Map4k4 : En:ENSMUSG00000026074, ac6 : Socs3 : En:ENSMUSG00000053113, ad5 : Prkch : En:ENSMUSG00000021108, adf : Kif5b : En:ENSMUSG00000006740, ae8b4 : Irs1 : En:ENSMUSG00000055980, aea : Ehd2 : En:ENSMUSG00000074364, aef : Arf6 : En:ENSMUSG00000044147, af4 : Gyg : En:ENSMUSG00000019528, af6 : Akt2 : En:ENSMUSG00000004056, aff : Srf : En:ENSMUSG00000015605, b07 : Map3k2 : En:ENSMUSG00000024383, b0e : Rab4a : En:ENSMUSG00000019478, b10 : Prkcd : En:ENSMUSG00000021948, b14 : Akt1 : En:ENSMUSG00000001729, b15 : Cap1 : En:ENSMUSG00000028656, b1c : Rheb : En:ENSMUSG00000028945, b2b : Pfkm : En:ENSMUSG00000033065, b47 : Stxbp1 : En:ENSMUSG00000026797, b59 : Pik3r3 : En:ENSMUSG00000028698, b5a : Mapk12 : En:ENSMUSG00000022610, b62 : Pik3r1 : En:ENSMUSG00000041417, b67 : Map3k5 : En:ENSMUSG00000071369, b8a : Irs2 : En:ENSMUSG00000038894, bac : Pik3c2g : En:ENSMUSG00000030228, bad : Pik3r2 : En:ENSMUSG00000031834, bae : Mapk10 : En:ENSMUSG00000046709, bdd : Map3k3 : En:ENSMUSG00000020700, be2 : Map4k1 : En:ENSMUSG00000037337, bf3 : Mapk3 : En:ENSMUSG00000063065, bf9 : Rps6ka3 : En:ENSMUSG00000031309, bfc : Pten : En:ENSMUSG00000013663, c00 : Elk1 : En:ENSMUSG00000009406, c06 : Shc1 : En:ENSMUSG00000042626, c09 : Crk : En:ENSMUSG00000017776, c11 : Trib3 : En:ENSMUSG00000032715, c17 : Stxbp4 : En:ENSMUSG00000020546, c19 : Rps6ka6 : En:ENSMUSG00000025665, c27 : Insr : En:ENSMUSG00000005534, c3e : Xbp1 : En:ENSMUSG00000020484, c41 : Foxo1 : En:ENSMUSG00000044167, c46 : Eif4ebp1 : En:ENSMUSG00000031490, c48 : Tbc1d4 : En:ENSMUSG00000033083, c4e : Prkcb : En:ENSMUSG00000052889, c52 : Gm49320 : En:ENSMUSG00000109061, c54 : Rps6kb2 : En:ENSMUSG00000024830, c61 : Sos1 : En:ENSMUSG00000024241, c74 : Rac2 : En:ENSMUSG00000033220, c75 : Fos : En:ENSMUSG00000021250, c78 : Pik3cg : En:ENSMUSG00000020573, c81 : Rrad : En:ENSMUSG00000031880, c8b78 : Pik3ca : En:ENSMUSG00000027665, c8c : Irs4 : En:ENSMUSG00000054667, c8d : Sgk3 : En:ENSMUSG00000025915, c98 : Sh2b2 : En:ENSMUSG00000005057, ca1 : Mapk13 : En:ENSMUSG00000004864, ca6 : Gys1 : En:ENSMUSG00000003865, ca9 : Tsc2 : En:ENSMUSG00000002496, cb5 : Pik3cb : En:ENSMUSG00000032462, cc4 : Ehd1 : En:ENSMUSG00000024772, ccf : Map3k1 : En:ENSMUSG00000021754, cd1 : Map4k3 : En:ENSMUSG00000024242, cd8 : Enpp1 : En:ENSMUSG00000037370, cdb : Map2k6 : En:ENSMUSG00000020623, cdc : Arhgap33 : En:ENSMUSG00000036882, ce3 : Slc2a4 : En:ENSMUSG00000018566, cee : Map3k8 : En:ENSMUSG00000024235, d06 : Pfkl : En:ENSMUSG00000020277, d0b : Tsc1 : En:ENSMUSG00000026812, d13 : Map3k12 : En:ENSMUSG00000023050, d16 : Rps6ka5 : En:ENSMUSG00000021180, d1b : Stx4a : En:ENSMUSG00000030805, d20 : Igf1r : En:ENSMUSG00000005533, d24 : Prkcz : En:ENSMUSG00000029053, d37 : Snap25 : En:ENSMUSG00000027273, d40 : Map2k4 : En:ENSMUSG00000033352, d43 : Grb14 : En:ENSMUSG00000026888, d4c : Prkcq : En:ENSMUSG00000026778, d50 : Rps6ka1 : En:ENSMUSG00000003644, d54 : Mapk7 : En:ENSMUSG00000001034, d5c : Rps6ka2 : En:ENSMUSG00000023809, d77 : Mapk14 : En:ENSMUSG00000053436, d80 : Rps6kb1 : En:ENSMUSG00000020516, d8e : Rhoq : En:ENSMUSG00000024143, d93 : Map3k11 : En:ENSMUSG00000004054, d94 : Prkaa2 : En:ENSMUSG00000028518, da5 : Snap23 : En:ENSMUSG00000027287, db4 : Ptpn1 : En:ENSMUSG00000027540, dc9 : Mapk8 : En:ENSMUSG00000021936, dcb : Inppl1 : En:ENSMUSG00000032737, dd0 : Cblb : En:ENSMUSG00000022637, def : Map3k7 : En:ENSMUSG00000028284, dfa : Stxbp3 : En:ENSMUSG00000027882, dfc : Inpp4a : En:ENSMUSG00000026113, e07 : Sgk1 : En:ENSMUSG00000019970, e09 : Cbl : En:ENSMUSG00000034342, e1c : Pik3r4 : En:ENSMUSG00000032571, e20 : Mapk11 : En:ENSMUSG00000053137, e29 : Mapk9 : En:ENSMUSG00000020366, e35 : Ptpn11 : En:ENSMUSG00000043733, e3a : Gys2 : En:ENSMUSG00000030244, e41 : Jun : En:ENSMUSG00000052684, e43 : Socs1 : En:ENSMUSG00000038037, e50 : Mapk6 : En:ENSMUSG00000042688, e5c : Eif4e : En:ENSMUSG00000028156, e67 : Flot2 : En:ENSMUSG00000061981, e73 : Cblc : En:ENSMUSG00000040525, e74 : Myo1c : En:ENSMUSG00000017774, e7b : Gab1 : En:ENSMUSG00000031714, e7c : Rhoj : En:ENSMUSG00000046768, e87 : Gsk3a : En:ENSMUSG00000057177, e8c : Prkci : En:ENSMUSG00000037643, e9e : Prkaa1 : En:ENSMUSG00000050697, ea4 : Sorbs1 : En:ENSMUSG00000025006, ea7 : Sos2 : En:ENSMUSG00000034801, eab : Map3k13 : En:ENSMUSG00000033618, eb6 : Ppp1r3a : En:ENSMUSG00000042717, ebd : Raf1 : En:ENSMUSG00000000441, edb : Arf1 : En:ENSMUSG00000048076, eeb : Mtor : En:ENSMUSG00000028991, ef6 : Prkca : En:ENSMUSG00000050965, efb : Lipe : En:ENSMUSG00000003123, f07 : Map2k3 : En:ENSMUSG00000018932, f09 : Mapk4 : En:ENSMUSG00000024558, f15 : Map4k2 : En:ENSMUSG00000024948, f16 : Pdpk1 : En:ENSMUSG00000024122, f20 : Hras : En:ENSMUSG00000025499, f46 : Rapgef1 : En:ENSMUSG00000039844, f4f : Foxo3 : En:ENSMUSG00000048756, f56 : Map2k5 : En:ENSMUSG00000058444, f5b : Grb10 : En:ENSMUSG00000020176, f71 : Egr1 : En:ENSMUSG00000038418, f76 : Map3k10 : En:ENSMUSG00000040390, f8a : Vamp2 : En:ENSMUSG00000020894, f9d : Pik3c2a : En:ENSMUSG00000030660, f9f : Mapk1 : En:ENSMUSG00000063358, fa3 : Flot1 : En:ENSMUSG00000059714, fa4 : Pik3ca : En:ENSMUSG00000027665, fb0 : Map2k1 : En:ENSMUSG00000004936, fb3 : Map3k6 : En:ENSMUSG00000028862, fb6 : Sgk2 : En:ENSMUSG00000017868, fc5 : Map3k4 : En:ENSMUSG00000014426, fc6 : Map3k9 : En:ENSMUSG00000042724, fcb : Kif3a : En:ENSMUSG00000018395, fe3 : Map4k5 : En:ENSMUSG00000034761, fec : Map2k2 : En:ENSMUSG00000035027, ff3 : Mapk8 : En:ENSMUSG00000021936, ff9 : Map3k14 : En:ENSMUSG00000020941]	[]	[e5f : SHC2 : L:25759]	[]	[]
Genes associated with the development of rheumatoid arthritis (WP5033)	94.0	18	17	0	1	0	0	[b0000 : Phf19 : En:ENSMUSG00000026873, b4b09 : Ptpn22 : En:ENSMUSG00000027843, d27f6 : Ciita : En:ENSMUSG00000022504, d5e18 : Traf1 : En:ENSMUSG00000026875, dde08 : Slc22a4 : En:ENSMUSG00000020334, f49c4 : H2-Eb2 : En:ENSMUSG00000067341, c000b : Padi4 : En:ENSMUSG00000025330, ffeed : Il6st : En:ENSMUSG00000021756, f4dc3 : Stat4 : En:ENSMUSG00000062939, a5fa7 : Blk : En:ENSMUSG00000014453, fed69 : Cd40 : En:ENSMUSG00000017652, ced68 : Cd244a : En:ENSMUSG00000004709, ed5a9 : Irf5 : En:ENSMUSG00000029771, a31a0 : Ctla4 : En:ENSMUSG00000026011, b595c : Ccr6 : En:ENSMUSG00000040899, c04ff : Il2ra : En:ENSMUSG00000026770, eb5d3 : Itgav : En:ENSMUSG00000027087]	[]	[adeae : FCRL3 : En:ENSG00000160856]	[]	[]
Angiotensin II receptor type 1 pathway (WP5036)	100.0	52	52	0	0	0	0	[ed53c : Tgfbr1 : En:ENSMUSG00000007613, df890 : Nox4 : En:ENSMUSG00000030562, dad2e : Map2k6 : En:ENSMUSG00000020623, d24b1 : Mapk1 : En:ENSMUSG00000063358, dd410 : Mas1 : En:ENSMUSG00000068037, dad69 : Tgfbr2 : En:ENSMUSG00000032440, e6d9d : Rack1 : En:ENSMUSG00000020372, d813c : Ace2 : En:ENSMUSG00000015405, daf0d : Rras : En:ENSMUSG00000038387, df283 : Raf1 : En:ENSMUSG00000000441, dc71a : Agt : En:ENSMUSG00000031980, c35f5 : Smad4 : En:ENSMUSG00000024515, cec82 : Pdgfd : En:ENSMUSG00000032006, d1dca : Gm13305 : En:ENSMUSG00000073876, f37f0 : Acta2 : En:ENSMUSG00000035783, c24f3 : Sp1 : En:ENSMUSG00000001280, fbeee : Agtr1a : En:ENSMUSG00000049115, e3c7b : Smad3 : En:ENSMUSG00000032402, b4ae4 : Jund : En:ENSMUSG00000071076, c0f20 : Il11 : En:ENSMUSG00000004371, ca432 : Ccn2 : En:ENSMUSG00000019997, c0fa3 : F12 : En:ENSMUSG00000021492, e6d8d : Hif1a : En:ENSMUSG00000021109, ec0eb : Tgfb1 : En:ENSMUSG00000002603, e0e98 : Il6st : En:ENSMUSG00000021756, d0d33 : Ptpn11 : En:ENSMUSG00000043733, d00e9 : Col1a1 : En:ENSMUSG00000001506, ac84d : Agtr1a : En:ENSMUSG00000049115, f77c2 : Agtr1a : En:ENSMUSG00000049115, cb643 : Col1a2 : En:ENSMUSG00000029661, bdb9f : Tgfb1 : En:ENSMUSG00000002603, f35d9 : Il11 : En:ENSMUSG00000004371, bc58d : Col1a1 : En:ENSMUSG00000001506, df16f : Col1a2 : En:ENSMUSG00000029661, c230d : Tgfb1 : En:ENSMUSG00000002603, b9f88 : Smad3 : En:ENSMUSG00000032402, f2f2c : Agt : En:ENSMUSG00000031980, b1441 : Mapk1 : En:ENSMUSG00000063358, b3672 : Nox4 : En:ENSMUSG00000030562, ea34b : Col1a1 : En:ENSMUSG00000001506, ba4b8 : Col1a1 : En:ENSMUSG00000001506, de4b6 : Rras : En:ENSMUSG00000038387, c7493 : Raf1 : En:ENSMUSG00000000441, ecc80 : Map2k6 : En:ENSMUSG00000020623, eb35a : Mapk1 : En:ENSMUSG00000063358, da0b8 : Mapk1 : En:ENSMUSG00000063358, f76a3 : Tgfb1 : En:ENSMUSG00000002603, bbf8c : Tgfbr1 : En:ENSMUSG00000007613, d3c58 : Tgfbr2 : En:ENSMUSG00000032440, d6f81 : Smad3 : En:ENSMUSG00000032402, eaeb7 : Smad4 : En:ENSMUSG00000024515, a8bf8 : Smad3 : En:ENSMUSG00000032402]	[]	[]	[]	[]
Biotin metabolism, including IEMs (WP5031)	90.0	10	9	0	0	0	1	[f9680 : Pcx : En:ENSMUSG00000024892, ca7d7 : Mccc1 : En:ENSMUSG00000027709, b2a8e : Btd : En:ENSMUSG00000021900, dc212 : Hlcs : En:ENSMUSG00000040820, bea0b : Acaca : En:ENSMUSG00000020532, e22b4 : Acacb : En:ENSMUSG00000042010, f2c12 : Mccc2 : En:ENSMUSG00000021646, f2940 : Pcca : En:ENSMUSG00000041650, cc97e : Pccb : En:ENSMUSG00000032527]	[]	[]	[]	[a1250 : Proteolysis : :]
Endochondral ossification (WP474)	94.0	69	65	0	3	1	0	[a0d65 : Alpl : En:ENSMUSG00000028766, a22 : Spp1 : En:ENSMUSG00000029304, a3044 : Fgfr3 : En:ENSMUSG00000054252, a3d96 : Mmp13 : En:ENSMUSG00000050578, a4c27 : Acan : En:ENSMUSG00000030607, a4e : Bmpr1a : En:ENSMUSG00000021796, a59 : Ihh : En:ENSMUSG00000006538, a61f3 : Fgfr1 : En:ENSMUSG00000031565, a6b : Igf2 : En:ENSMUSG00000048583, a8d : Bmp6 : En:ENSMUSG00000039004, ad0 : Igf1 : En:ENSMUSG00000020053, ae867 : Slc38a2 : En:ENSMUSG00000022462, afacc : Tgfb1 : En:ENSMUSG00000002603, b08a5 : Cab39 : En:ENSMUSG00000036707, b134c : Mef2c : En:ENSMUSG00000005583, b1c58 : Col2a1 : En:ENSMUSG00000022483, b3065 : Adamts5 : En:ENSMUSG00000022894, b65a4 : Runx3 : En:ENSMUSG00000070691, b68 : Pth : En:ENSMUSG00000059077, b8e60 : Fgf18 : En:ENSMUSG00000057967, bb973 : Calm1 : En:ENSMUSG00000001175, bd4 : Scin : En:ENSMUSG00000002565, bdd89 : Runx2 : En:ENSMUSG00000039153, c68ba : Fgf2 : En:ENSMUSG00000037225, c6f46 : Sox6 : En:ENSMUSG00000051910, c83 : Ptch1 : En:ENSMUSG00000021466, c89 : Enpp1 : En:ENSMUSG00000037370, c8a : Prkaca : En:ENSMUSG00000005469, c91 : Kif3a : En:ENSMUSG00000018395, c9ee3 : Ptch1 : En:ENSMUSG00000021466, ced75 : Runx2 : En:ENSMUSG00000039153, ceefa : Chst11 : En:ENSMUSG00000034612, cf8 : Tgfb2 : En:ENSMUSG00000039239, d08 : Akt1 : En:ENSMUSG00000001729, d0b : Gh : En:ENSMUSG00000020713, d15 : Gli3 : En:ENSMUSG00000021318, d2c18 : Hmgcs1 : En:ENSMUSG00000093930, d4444 : Vegfa : En:ENSMUSG00000023951, d7565 : Mmp9 : En:ENSMUSG00000017737, d8046 : Serpinh1 : En:ENSMUSG00000070436, d92 : Bmp7 : En:ENSMUSG00000008999, d9244 : Cdkn1c : En:ENSMUSG00000037664, dc3 : Sox9 : En:ENSMUSG00000000567, dc4 : Thra : En:ENSMUSG00000058756, dcd : Runx2 : En:ENSMUSG00000039153, dcd11 : Stat1 : En:ENSMUSG00000026104, dcd77 : Adamts1 : En:ENSMUSG00000022893, ddd : Thra : En:ENSMUSG00000058756, dfa : Ghr : En:ENSMUSG00000055737, e1430 : Plau : En:ENSMUSG00000021822, e5014 : Mgp : En:ENSMUSG00000030218, e5b : Stat5b : En:ENSMUSG00000020919, e8050 : Adamts4 : En:ENSMUSG00000006403, e99 : Tgfb1 : En:ENSMUSG00000002603, e9b : Igf1r : En:ENSMUSG00000005533, ebb : Ift88 : En:ENSMUSG00000040040, eee47 : Ddr2 : En:ENSMUSG00000026674, f22e4 : Nkx3-2 : En:ENSMUSG00000049691, f8442 : Frzb : En:ENSMUSG00000027004, f8fad : Plat : En:ENSMUSG00000031538, fa835 : Hdac4 : En:ENSMUSG00000026313, fb3 : Pthlh : En:ENSMUSG00000048776, fb5 : Pth1r : En:ENSMUSG00000032492, fb8bf : Sox5 : En:ENSMUSG00000041540, ffd15 : Timp3 : En:ENSMUSG00000020044]	[]	[cf40b : Cathepsin L2 : L:1515, e78 : COL10A1 : L:1300, f5e : Carminerin : L:1473]	[cca : TNAP : L:445341]	[]
Transcriptional activation by NRF2 in response to phytochemicals (WP3)	95.0	21	20	0	1	0	0	[dbe12 : Ephb2 : En:ENSMUSG00000028664, b3620 : Cebpb : En:ENSMUSG00000056501, d79c3 : Maf : En:ENSMUSG00000055435, dea4c : Pik3ca : En:ENSMUSG00000027665, cecad : Gclc : En:ENSMUSG00000032350, a859f : Mapk8 : En:ENSMUSG00000021936, b06bd : Aimp2 : En:ENSMUSG00000029610, b68db : Nfe2l2 : En:ENSMUSG00000015839, a62fe : Prkca : En:ENSMUSG00000050965, d3b16 : Nfe2l2 : En:ENSMUSG00000015839, d61e1 : Keap1 : En:ENSMUSG00000003308, d4c77 : Hmox1 : En:ENSMUSG00000005413, a1b6d : Slc7a11 : En:ENSMUSG00000027737, f553c : Nqo1 : En:ENSMUSG00000003849, f5ed1 : Gclm : En:ENSMUSG00000028124, be345 : Keap1 : En:ENSMUSG00000003308, c9ebb : Cebpb : En:ENSMUSG00000056501, b5bb9 : Nfe2l2 : En:ENSMUSG00000015839, e3f69 : Keap1 : En:ENSMUSG00000003308, b2519 : Nfe2l2 : En:ENSMUSG00000015839]	[]	[dfa5a : GSTA2 : L:2939]	[]	[]
