Pathway	Homology Score	Total genes	Mapped genes	Multi-mapped genes	No homology mapping genes	No mapping genes	No xref genes	mapped genes	multi-mapped genes	no homology mapping genes	no mapping genes	no xref genes
Glucose homeostasis (WP661)	100.0	1	1	0	0	0	0	[d26d2 : INS : En:ENSCAFG00845011141]	[]	[]	[]	[]
Regulation of actin cytoskeleton (WP51)	92.0	163	150	0	9	2	2	[a05 : DIAP3 : En:ENSCAFG00845019341, a13 : PIP4K2B : En:ENSCAFG00845014030, a1b : MAPK1 : En:ENSCAFG00845026389, a1d : CHRM3 : En:ENSCAFG00845002175, a26 : PIP5K1B : En:ENSCAFG00845001394, a35 : GSN : En:ENSCAFG00845016093, a37 : SSH1 : En:ENSCAFG00845025957, a42 : PAK1 : En:ENSCAFG00845009162, a48 : PFN1 : En:ENSCAFG00845019880, a4c : PIK3C3 : En:ENSCAFG00845003885, a51 : FGF5 : En:ENSCAFG00845017837, a52 : PDGFA : En:ENSCAFG00845009942, a5f : FGD1 : En:ENSCAFG00845030065, a6c : PIK3R5 : En:ENSCAFG00845001127, a70 : SOS2 : En:ENSCAFG00845002710, a75 : BAIAP2 : En:ENSCAFG00845011762, a79 : IQGAP1 : En:ENSCAFG00845002591, a84 : VCL : En:ENSCAFG00845009183, a85 : FGF10 : En:ENSCAFG00845001301, a86 : ARHGEF1 : En:ENSCAFG00845001568, a98 : ARHGEF7 : En:ENSCAFG00845021560, aa2 : GNA13 : En:ENSCAFG00845028829, aac : RDX : En:ENSCAFG00845002972, abc : MYH10 : En:ENSCAFG00845000795, abe : ABI2 : En:ENSCAFG00845016661, ac7 : PFN1 : En:ENSCAFG00845019880, aca : CHRM2 : En:ENSCAFG00845008775, ad6 : CHRM1 : En:ENSCAFG00845007309, ae4 : PIK3C2B : En:ENSCAFG00845023047, aee : FGF9 : En:ENSCAFG00845020297, aef : EGFR : En:ENSCAFG00845011396, afd : VCL : En:ENSCAFG00845009183, b02 : ENAH : En:ENSCAFG00845009892, b0a : SSH2 : En:ENSCAFG00845011817, b34 : ARHGAP35 : En:ENSCAFG00845003086, b36 : RAC3 : En:ENSCAFG00845008197, b37 : WASF2 : En:ENSCAFG00845010413, b39 : PAK5 : En:ENSCAFG00845024949, b59 : PIP5KL1 : En:ENSCAFG00845005190, b5c : MRAS : En:ENSCAFG00845024583, b68 : MAP2K1 : En:ENSCAFG00845015371, b8a : LIMK1 : En:ENSCAFG00845002825, b95 : BDKRB1 : En:ENSCAFG00845003563, ba7 : VIL1 : En:ENSCAFG00845027330, baf : GNA12 : En:ENSCAFG00845015668, bc3 : NCKAP1 : En:ENSCAFG00845016102, bc6 : FGF14 : En:ENSCAFG00845026407, bcc : PIK3R2 : En:ENSCAFG00845023471, bde : PAK2 : En:ENSCAFG00845030194, bee : FGFR4 : En:ENSCAFG00845010987, bf3 : FGF3 : En:ENSCAFG00845015080, bf8 : CHRM5 : En:ENSCAFG00845020291, c01 : FGF12 : En:ENSCAFG00845025170, c11 : CDC42 : En:ENSCAFG00845003209, c25 : PIK3C2G : En:ENSCAFG00845018749, c38 : EGF : En:ENSCAFG00845030111, c4f : BCAR1 : En:ENSCAFG00845024268, c58 : MYLK : En:ENSCAFG00845024910, c59 : SSH3 : En:ENSCAFG00845010891, c5d : FGF4 : En:ENSCAFG00845015112, c65 : PIK3R1 : En:ENSCAFG00845011717, c6a : PAK3 : En:ENSCAFG00845022210, c79 : DOCK1 : En:ENSCAFG00845027604, c98 : CHRM4 : En:ENSCAFG00845028143, ca6 : CFL2 : En:ENSCAFG00845001611, cad : CD14 : En:ENSCAFG00845001909, cda : PDGFRB : En:ENSCAFG00845008241, cdc : ARPC5 : En:ENSCAFG00845004705, ce3 : PIK3CA : En:ENSCAFG00845015587, ce5 : PTK2 : En:ENSCAFG00845012455, cea : FGF20 : En:ENSCAFG00845014402, cf1 : FGF17 : En:ENSCAFG00845027641, cfd : ARPC5 : En:ENSCAFG00845004705, d06 : RHOA : En:ENSCAFG00845026916, d18 : SLC9A1 : En:ENSCAFG00845011051, d1f : FGFR3 : En:ENSCAFG00845013339, d24 : PIK3C2A : En:ENSCAFG00845027085, d25 : FGF23 : En:ENSCAFG00845030660, d26 : PIK3CB : En:ENSCAFG00845025921, d28 : BDKRB2 : En:ENSCAFG00845003553, d2a : ROCK2 : En:ENSCAFG00845027461, d2e : FGF19 : En:ENSCAFG00845015136, d31 : FGF6A : En:ENSCAFG00845001658, d36 : PIP4K2A : En:ENSCAFG00845007359, d45 : FGF21 : En:ENSCAFG00845000788, d53 : NRAS : En:ENSCAFG00845026380, d5d : FGF2 : En:ENSCAFG00845007452, d63 : PIK3R3 : En:ENSCAFG00845020552, d66 : EZR : En:ENSCAFG00845001373, d77 : ROCK1 : En:ENSCAFG00845001454, d79 : ACTB : En:ENSCAFG00845013473, d7a : FGF22 : En:ENSCAFG00845014846, d83 : FN1 : En:ENSCAFG00845021985, d88 : FGF16 : En:ENSCAFG00845030312, d91 : PIK3CG : En:ENSCAFG00845026701, da5 : ARHGEF6 : En:ENSCAFG00845029339, da6 : MYL1 : En:ENSCAFG00845017241, db6 : RAC1 : En:ENSCAFG00845010961, dc6 : BRAF : En:ENSCAFG00845031038, dc9 : PPP1R12A : En:ENSCAFG00845007952, dca : WAS : En:ENSCAFG00845025658, dd4 : RRAS2 : En:ENSCAFG00845021419, de7 : PIK3R4 : En:ENSCAFG00845028045, e0d : BAIAP2 : En:ENSCAFG00845011762, e12 : RRAS : En:ENSCAFG00845023497, e23 : ACTB : En:ENSCAFG00845013473, e27 : APC : En:ENSCAFG00845003519, e3a : RASSF7 : En:ENSCAFG00845029752, e3c : PDGFRA : En:ENSCAFG00845011775, e44 : KRAS : En:ENSCAFG00845026771, e55 : PIP5K1A : En:ENSCAFG00845022223, e57 : WASF1 : En:ENSCAFG00845012897, e62 : PAK4 : En:ENSCAFG00845004765, e6b : ACTN1 : En:ENSCAFG00845003783, e76 : DIAPH1 : En:ENSCAFG00845015899, e8a : PIP5K1C : En:ENSCAFG00845008444, e8e : SOS1 : En:ENSCAFG00845022915, e91 : MSN : En:ENSCAFG00845027053, e9d : CRK : En:ENSCAFG00845014106, ead : ITGA1 : En:ENSCAFG00845000521, eb4 : RAF1 : En:ENSCAFG00845028676, eba : CSK : En:ENSCAFG00845017685, ebf : PIP4K2A : En:ENSCAFG00845007359, eeb : PIP4K2C : En:ENSCAFG00845012895, eed : MAPK3 : En:ENSCAFG00845012188, eef : PDGFB : En:ENSCAFG00845022039, ef7 : CYFIP2 : En:ENSCAFG00845002164, eff : MYL3 : En:ENSCAFG00845011176, f03 : ACTB : En:ENSCAFG00845013473, f1f : MAP2K2 : En:ENSCAFG00845006651, f24 : ARHGEF6 : En:ENSCAFG00845029339, f46 : PXN : En:ENSCAFG00845029597, f54 : RAC2 : En:ENSCAFG00845007348, f60 : FGFR2 : En:ENSCAFG00845019372, f62 : PIK3CD : En:ENSCAFG00845028970, f6b : MAPK6 : En:ENSCAFG00845026900, f7f : PAK6 : En:ENSCAFG00845027493, f89 : APC2 : En:ENSCAFG00845012329, f98 : GIT1 : En:ENSCAFG00845011450, f99 : CFL1 : En:ENSCAFG00845018065, fa0 : MOS : En:ENSCAFG00845027141, fa5 : FGF6 : En:ENSCAFG00845030655, faa : FGF1 : En:ENSCAFG00845017942, fae : F2 : En:ENSCAFG00845026955, faf : F2R : En:ENSCAFG00845010276, fca : FGFR1 : En:ENSCAFG00845012040, fcd : FGF11 : En:ENSCAFG00845022382, fd1 : FGF8 : En:ENSCAFG00845021086, fe1 : VAV1 : En:ENSCAFG00845008896, ff4 : MAPK4 : En:ENSCAFG00845017990]	[]	[a1c : C3orf10 : L:55845, b9f : FGF7 : L:2252, bc8 : ACTB : L:60, c16 : TMSB4X : L:7114, c46 : ARHGEF4 : L:50649, c5c : ACTB : L:60, d0f : ACTB : L:60, e4a : FGF13 : L:2258, e6c : GNG12 : L:55970]	[a6e : RAC1P4 : L:286472, bd8 : RAC1P2 : L:442775]	[ea1 : INS2 : :, f5b : INS1 : :]
ID signaling pathway (WP53)	100.0	16	16	0	0	0	0	[a48d3 : RBL1 : En:ENSCAFG00845027052, a4f8e : RB1 : En:ENSCAFG00845025645, c943b : ELK3 : En:ENSCAFG00845025317, cb5b0 : PAX5 : En:ENSCAFG00845013298, cfb20 : MYOD1 : En:ENSCAFG00845014938, d5b08 : PAX8 : En:ENSCAFG00845012268, d8a75 : ELK1 : En:ENSCAFG00845030612, d96c7 : RBL2 : En:ENSCAFG00845003441, e25bc : ID3 : En:ENSCAFG00845015085, e2fba : ELK4 : En:ENSCAFG00845027137, e74f7 : CCNE1 : En:ENSCAFG00845001129, e8e7d : PAX2 : En:ENSCAFG00845018449, f242d : CDK2 : En:ENSCAFG00845005902, f40e4 : SREBF1 : En:ENSCAFG00845023192, b8f45 : ID2 : En:ENSCAFG00845022749, f48dd : ID1 : En:ENSCAFG00845018646]	[]	[]	[]	[]
G1 to S cell cycle control (WP45)	98.0	86	85	0	1	0	0	[a1f : RB1 : En:ENSCAFG00845025645, a3a : E2F2 : En:ENSCAFG00845015124, a3b : NECAB3 : En:ENSCAFG00845025182, a3c : POLE : En:ENSCAFG00845026128, a51 : CDKN1B : En:ENSCAFG00845023770, a5f : CDK6 : En:ENSCAFG00845013226, a7d : PCNA : En:ENSCAFG00845028229, abd : CDK4 : En:ENSCAFG00845009098, acc : CDKN1A : En:ENSCAFG00845009606, add : CDC45 : En:ENSCAFG00845029448, b0b : CDK1 : En:ENSCAFG00845002973, b2e : CDK2 : En:ENSCAFG00845005902, b74 : TP53 : En:ENSCAFG00845024647, b87 : PRIM2 : En:ENSCAFG00845006773, b8e : CDKN1C : En:ENSCAFG00845011808, ba0 : CCND2 : En:ENSCAFG00845030681, bd6 : CCNE1 : En:ENSCAFG00845001129, bec : CDK2 : En:ENSCAFG00845005902, bf4 : CREB3L4 : En:ENSCAFG00845016392, c04 : CDKN2B : En:ENSCAFG00845016466, c06 : MDM2 : En:ENSCAFG00845016387, c16 : CDK7 : En:ENSCAFG00845012080, c19 : CCNG2 : En:ENSCAFG00845015436, c1b : RPA2 : En:ENSCAFG00845011391, c4a : CDK4 : En:ENSCAFG00845009098, c54 : CDK2 : En:ENSCAFG00845005902, c7d : TP53 : En:ENSCAFG00845024647, c80 : CDKN2D : En:ENSCAFG00845026179, ca6 : CDK7 : En:ENSCAFG00845012080, cb1 : CREB3 : En:ENSCAFG00845009477, cb9 : CREB3L3 : En:ENSCAFG00845006598, cc8 : MYT1 : En:ENSCAFG00845021133, cc9 : TFDP2 : En:ENSCAFG00845028411, cf1 : CCNB1 : En:ENSCAFG00845020051, d19 : CCND3 : En:ENSCAFG00845016058, d1f : CCND1 : En:ENSCAFG00845015348, d2c : CCNH : En:ENSCAFG00845018630, d30 : MYC : En:ENSCAFG00845012475, d37 : RPA3 : En:ENSCAFG00845023019, d3e : MCM4 : En:ENSCAFG00845028253, d5b : MCM3 : En:ENSCAFG00845008858, d66 : ATF6B : En:ENSCAFG00845014557, d6c : ORC1 : En:ENSCAFG00845019988, d80 : MCM6 : En:ENSCAFG00845009951, d87 : MCM7 : En:ENSCAFG00845002696, d88 : MCM2 : En:ENSCAFG00845013762, db2 : ORC3 : En:ENSCAFG00845005944, db7 : CDKN2C : En:ENSCAFG00845024510, dd7 : POLE2 : En:ENSCAFG00845002340, de1 : MNAT1 : En:ENSCAFG00845022729, de7 : ORC6 : En:ENSCAFG00845017195, df5 : CDK2 : En:ENSCAFG00845005902, dfb : MCM5 : En:ENSCAFG00845009614, e4c : ORC2 : En:ENSCAFG00845029735, e61 : E2F3 : En:ENSCAFG00845016633, e87 : CDK6 : En:ENSCAFG00845013226, e96 : RPA1 : En:ENSCAFG00845013823, e9d : CREB1 : En:ENSCAFG00845022020, eaf : TFDP1 : En:ENSCAFG00845027014, eb5 : WEE1 : En:ENSCAFG00845013907, ec1 : ATM : En:ENSCAFG00845003472, ee5 : CREB3L1 : En:ENSCAFG00845028997, ef6 : GADD45A : En:ENSCAFG00845014040, f38 : POLA2 : En:ENSCAFG00845025031, f68 : ORC4 : En:ENSCAFG00845006436, f83 : CCNE1 : En:ENSCAFG00845001129, f96 : PRIM1 : En:ENSCAFG00845009163, fbc : CDC25A : En:ENSCAFG00845007301, fc1 : CCNE1 : En:ENSCAFG00845001129, fd6 : CCNA1 : En:ENSCAFG00845028457, fdb : ORC5 : En:ENSCAFG00845017129, ff4 : CCNE2 : En:ENSCAFG00845016153, a8e7a : CCND1 : En:ENSCAFG00845015348, fe2b0 : CDK4 : En:ENSCAFG00845009098, b210e : CDK6 : En:ENSCAFG00845013226, c36e8 : CCND1 : En:ENSCAFG00845015348, c5f7f : CDK4 : En:ENSCAFG00845009098, d43b9 : CDK6 : En:ENSCAFG00845013226, ac4f9 : RB1 : En:ENSCAFG00845025645, f151a : E2F2 : En:ENSCAFG00845015124, f019d : NECAB3 : En:ENSCAFG00845025182, ec11b : E2F3 : En:ENSCAFG00845016633, a6d8e : TFDP2 : En:ENSCAFG00845028411, ab19d : TFDP1 : En:ENSCAFG00845027014, c32e9 : CDKN1B : En:ENSCAFG00845023770]	[]	[afb : CDKN2A : L:1029]	[]	[]
Hedgehog signaling pathway (WP47)	100.0	26	26	0	0	0	0	[a1c7d : GRK2 : En:ENSCAFG00845011204, a1d40 : SHH : En:ENSCAFG00845013237, a8011 : IHH : En:ENSCAFG00845028975, aa596 : GLI2 : En:ENSCAFG00845026918, adeb6 : SHH : En:ENSCAFG00845013237, b7049 : SAP18 : En:ENSCAFG00845008149, b7090 : SMO : En:ENSCAFG00845020728, bfb60 : STK36 : En:ENSCAFG00845028016, bfcc8 : GLI1 : En:ENSCAFG00845011836, c57d2 : DHH : En:ENSCAFG00845021487, c767f : GLI3 : En:ENSCAFG00845018240, cd06c : GLI1 : En:ENSCAFG00845011836, d1ad2 : IHH : En:ENSCAFG00845028975, d1e90 : SUFU : En:ENSCAFG00845025024, d9265 : GLI2 : En:ENSCAFG00845026918, db582 : ARNTL : En:ENSCAFG00845020372, e2c2b : PTCH2 : En:ENSCAFG00845025530, e4aac : SUFU : En:ENSCAFG00845025024, e5cce : STK36 : En:ENSCAFG00845028016, ecbcf : KIF7 : En:ENSCAFG00845000394, f1d59 : SHH : En:ENSCAFG00845013237, f1d92 : PTCH1 : En:ENSCAFG00845003905, f430b : SIN3A : En:ENSCAFG00845020249, f9a45 : DHH : En:ENSCAFG00845021487, ff837 : GLI3 : En:ENSCAFG00845018240, f6c1f : SMO : En:ENSCAFG00845020728]	[]	[]	[]	[]
IL-2 signaling pathway (WP49)	96.0	54	52	0	2	0	0	[e671e : STAT3 : En:ENSCAFG00845009322, b7da8 : STAT1 : En:ENSCAFG00845025854, ae4fa : MAPK1 : En:ENSCAFG00845026389, d8d19 : STAT1 : En:ENSCAFG00845025854, bd3e5 : AKT1 : En:ENSCAFG00845021825, f6f75 : CBL : En:ENSCAFG00845000222, ab2ca : GAB2 : En:ENSCAFG00845007967, ddece : MAP2K2 : En:ENSCAFG00845006651, e81bd : SHC1 : En:ENSCAFG00845014088, d96bc : FYN : En:ENSCAFG00845017640, c1e37 : IL2 : En:ENSCAFG00845020168, b3311 : CRKL : En:ENSCAFG00845024825, a7625 : LCK : En:ENSCAFG00845004976, aacc7 : IL2RG : En:ENSCAFG00845017057, aaeaa : IL2RA : En:ENSCAFG00845002030, b7974 : RPS6 : En:ENSCAFG00845014546, c20d9 : CCND2 : En:ENSCAFG00845030681, dbbd3 : MYC : En:ENSCAFG00845012475, eb0d4 : FOS : En:ENSCAFG00845015304, f0721 : JUN : En:ENSCAFG00845006541, f4d0f : BCL2 : En:ENSCAFG00845002725, ce87a : IL2RA : En:ENSCAFG00845002030, dce3a : STAT1 : En:ENSCAFG00845025854, dd415 : MAPT : En:ENSCAFG00845022253, c89bf : SOS1 : En:ENSCAFG00845022915, d7a9c : RAF1 : En:ENSCAFG00845028676, b6079 : MAP2K1 : En:ENSCAFG00845015371, bad8b : IL2RB : En:ENSCAFG00845007511, ea4b4 : STAT3 : En:ENSCAFG00845009322, e6a2e : STAT1 : En:ENSCAFG00845025854, c6c46 : CISH : En:ENSCAFG00845020354, dd83c : FOXO3 : En:ENSCAFG00845009586, ad218 : STAT1 : En:ENSCAFG00845025854, db5db : GRB2 : En:ENSCAFG00845026938, dba31 : INSL3 : En:ENSCAFG00845024918, b11ca : MAPK3 : En:ENSCAFG00845012188, ed41b : STAT3 : En:ENSCAFG00845009322, c88ee : PTK2B : En:ENSCAFG00845011700, fcef5 : PTPN11 : En:ENSCAFG00845021271, a9631 : RPS6KB1 : En:ENSCAFG00845026236, b8363 : RPS6KB2 : En:ENSCAFG00845010235, ddbe6 : JAK1 : En:ENSCAFG00845004547, cbcf2 : STAT5A : En:ENSCAFG00845009709, c2f2c : SYK : En:ENSCAFG00845018106, a8f5b : STAT5A : En:ENSCAFG00845009709, ad8e4 : STAT5A : En:ENSCAFG00845009709, dfc91 : NMI : En:ENSCAFG00845008371, eb55e : SOCS3 : En:ENSCAFG00845014621, fc51d : PIK3R1 : En:ENSCAFG00845011717, a75f2 : STAT3 : En:ENSCAFG00845009322, d6922 : STAT3 : En:ENSCAFG00845009322, b1172 : HRAS : En:ENSCAFG00845029661]	[]	[fc7b3 : STAT5B : L:6777, d6dad : STAT5B : L:6777]	[]	[]
Urea cycle and associated pathways (WP4595)	95.0	24	23	0	1	0	0	[a0a6c : ARG1 : En:ENSCAFG00845006568, a386c : GLS2 : En:ENSCAFG00845008418, a58a3 : ALDH4A1 : En:ENSCAFG00845003681, b7f1d : Citrin (SLC25A13) : En:ENSCAFG00845009510, bb249 : ASS1 : En:ENSCAFG00845021573, c3b06 : GUSB : En:ENSCAFG00845013432, c505b : GDH : En:ENSCAFG00845019166, c989b : LDH : En:ENSCAFG00845000735, cdcc9 : GPT : En:ENSCAFG00845011384, d0c7a : NAGS : En:ENSCAFG00845009803, e34ba : MDH1 : En:ENSCAFG00845019026, ea55a : MDH2 : En:ENSCAFG00845024163, ebf10 : OTC : En:ENSCAFG00845025700, ecbc9 : OAT : En:ENSCAFG00845025816, ef76b : SLC25A12 : En:ENSCAFG00845028165, f4a78 : GOT2 : En:ENSCAFG00845001418, f8a7a : FH : En:ENSCAFG00845004348, f9472 : PYCR1 : En:ENSCAFG00845008603, eb5bf : CPS1 : En:ENSCAFG00845017752, c5b2d : SLC25A15 : En:ENSCAFG00845024008, cba75 : GOT1 : En:ENSCAFG00845030772, e0eef : NOS2 : En:ENSCAFG00845014798, bf827 : NOS1 : En:ENSCAFG00845026722]	[]	[b698d : eNOS : S:P29474]	[]	[]
TCA cycle (aka Krebs or citric acid cycle) (WP78)	100.0	20	20	0	0	0	0	[a61f3 : IDH3B : En:ENSCAFG00845023102, b5f1a : SDHA : En:ENSCAFG00845015100, bd36e : SUCLG2 : En:ENSCAFG00845011161, bdef5 : ACO2 : En:ENSCAFG00845016969, c57b3 : SUCLG1 : En:ENSCAFG00845014907, c6452 : DLST : En:ENSCAFG00845014735, cea45 : IDH3G : En:ENSCAFG00845025145, d0245 : SDHC : En:ENSCAFG00845028924, d1c04 : ACO2 : En:ENSCAFG00845016969, dd5a4 : IDH2 : En:ENSCAFG00845000909, ddb56 : SDHD : En:ENSCAFG00845001604, e2231 : SDHB : En:ENSCAFG00845004232, e6311 : CS : En:ENSCAFG00845007644, ee392 : IDH3A : En:ENSCAFG00845006975, f1927 : DLD : En:ENSCAFG00845024718, f381d : OGDH : En:ENSCAFG00845012087, fbddc : FH : En:ENSCAFG00845004348, fd8f9 : MDH2 : En:ENSCAFG00845024163, e7349 : SUCLA2 : En:ENSCAFG00845006827, bd8ca : SUCLG1 : En:ENSCAFG00845014907]	[]	[]	[]	[]
Toll-like receptor signaling pathway (WP75)	94.0	119	113	0	6	0	0	[a084d : LY96 : En:ENSCAFG00845028855, a0e4a : MAPK12 : En:ENSCAFG00845005996, a1908 : IRAK1 : En:ENSCAFG00845027126, a6634 : CD80 : En:ENSCAFG00845016834, a75ab : IFNA10 : En:ENSCAFG00845016171, a7a5f : TLR1 : En:ENSCAFG00845004950, a7c78 : TIRAP : En:ENSCAFG00845009385, a84c2 : TLR9 : En:ENSCAFG00845030683, a95d5 : STAT1 : En:ENSCAFG00845025854, a9625 : IRAK4 : En:ENSCAFG00845029210, a9caf : TLR5 : En:ENSCAFG00845019169, aa19b : PIK3R1 : En:ENSCAFG00845011717, aa303 : NFKB1 : En:ENSCAFG00845025570, aa89e : TICAM1 : En:ENSCAFG00845014291, aaaf8 : IFNA8 : En:ENSCAFG00845016171, ab73b : MAPK14 : En:ENSCAFG00845008249, acdbd : TRAF6 : En:ENSCAFG00845020292, afb90 : AKT2 : En:ENSCAFG00845003888, b0bf7 : TOLLIP : En:ENSCAFG00845008798, b11f5 : IL12B : En:ENSCAFG00845001277, b1259 : PIK3CB : En:ENSCAFG00845025921, b1d89 : PIK3CG : En:ENSCAFG00845026701, b26f3 : IFNA16 : En:ENSCAFG00845016171, b2e6a : TRAF3 : En:ENSCAFG00845016806, b5bd9 : MAPK10 : En:ENSCAFG00845023201, b6b44 : PIK3R5 : En:ENSCAFG00845001127, b78fb : IFNA2 : En:ENSCAFG00845016171, b8292 : CHUK : En:ENSCAFG00845016257, b9fcd : TBK1 : En:ENSCAFG00845011038, b9ff8 : AKT3 : En:ENSCAFG00845004858, ba420 : TAB2 : En:ENSCAFG00845018045, ba718 : IL12A : En:ENSCAFG00845026803, bb331 : IFNA7 : En:ENSCAFG00845016171, bc8f8 : IFNA21 : En:ENSCAFG00845016171, bcadb : TRAF6 : En:ENSCAFG00845020292, bcc03 : TNF : En:ENSCAFG00845010558, bcf47 : CD40 : En:ENSCAFG00845018444, be389 : IFNA17 : En:ENSCAFG00845016171, bf42d : CASP8 : En:ENSCAFG00845030024, c0f96 : TIRAP : En:ENSCAFG00845009385, c26a4 : SPP1 : En:ENSCAFG00845016131, c331a : TLR2 : En:ENSCAFG00845009391, c3961 : CXCL10 : En:ENSCAFG00845029862, c465a : TLR4 : En:ENSCAFG00845012026, c7f28 : IFNA14 : En:ENSCAFG00845016171, c84d7 : TLR7 : En:ENSCAFG00845028303, c9081 : IFNA4 : En:ENSCAFG00845016171, c9359 : IKBKE : En:ENSCAFG00845028469, c9960 : IFNA1 : En:ENSCAFG00845016171, cd0f6 : IRF7 : En:ENSCAFG00845017064, d0904 : MAP2K4 : En:ENSCAFG00845003515, d0ce6 : IL1B : En:ENSCAFG00845011661, d13f9 : MYD88 : En:ENSCAFG00845029799, d1b8c : IRAK1 : En:ENSCAFG00845027126, d1c56 : TLR8 : En:ENSCAFG00845028394, d293f : MAP3K7 : En:ENSCAFG00845008051, d6b66 : IRF3 : En:ENSCAFG00845023315, d925f : IL6 : En:ENSCAFG00845008825, da07a : CD86 : En:ENSCAFG00845022561, da723 : MAPK3 : En:ENSCAFG00845012188, daf20 : IRAK4 : En:ENSCAFG00845029210, db71a : PIK3CD : En:ENSCAFG00845028970, dd92e : MAPK13 : En:ENSCAFG00845008508, df580 : IFNA13 : En:ENSCAFG00845016171, dfa90 : CD14 : En:ENSCAFG00845001909, e2991 : IFNB1 : En:ENSCAFG00845016293, e4013 : IFNAR1 : En:ENSCAFG00845026778, e45db : MYD88 : En:ENSCAFG00845029799, e4ae5 : MAPK8 : En:ENSCAFG00845019380, e4bbc : RIPK1 : En:ENSCAFG00845017400, e5f41 : LBP : En:ENSCAFG00845029162, e6d2a : MYD88 : En:ENSCAFG00845029799, e8599 : IRF5 : En:ENSCAFG00845021435, e91d4 : TAB1 : En:ENSCAFG00845021610, eb8d2 : CXCL8 : En:ENSCAFG00845006275, eba5b : MAPK1 : En:ENSCAFG00845026389, eca99 : MAP2K1 : En:ENSCAFG00845015371, eee9a : FADD : En:ENSCAFG00845014582, ef50b : IFNB1 : En:ENSCAFG00845016293, ef613 : MAP2K2 : En:ENSCAFG00845006651, efad0 : IFNAR2 : En:ENSCAFG00845026478, f0e27 : TRAF6 : En:ENSCAFG00845020292, f193b : IFNA5 : En:ENSCAFG00845016171, f1ada : PIK3R3 : En:ENSCAFG00845020552, f54c8 : MYD88 : En:ENSCAFG00845029799, f5c8d : MAP3K8 : En:ENSCAFG00845011569, f61a5 : RAC1 : En:ENSCAFG00845010961, f660a : TLR2 : En:ENSCAFG00845009391, f6cb3 : PIK3R2 : En:ENSCAFG00845023471, f718d : MAP2K7 : En:ENSCAFG00845028690, f9805 : TLR3 : En:ENSCAFG00845019801, f9a8e : IFNA6 : En:ENSCAFG00845016171, f9cef : AKT1 : En:ENSCAFG00845021825, fa2ff : MAPK11 : En:ENSCAFG00845005951, fe4bb : FOS : En:ENSCAFG00845015304, fe7e7 : PIK3CA : En:ENSCAFG00845015587, fe8d1 : CXCL11 : En:ENSCAFG00845029883, ff6f4 : MAPK9 : En:ENSCAFG00845006710, d25fe : TAB3 : En:ENSCAFG00845015745, d4d1b : IKBKG : En:ENSCAFG00845029634, d326f : IKBKB : En:ENSCAFG00845006197, d08d3 : CHUK : En:ENSCAFG00845016257, b689f : NFKB1 : En:ENSCAFG00845025570, d6cf9 : RELA : En:ENSCAFG00845019016, d737c : NFKBIA : En:ENSCAFG00845002047, f751b : NFKBIB : En:ENSCAFG00845004879, a2fe8 : NFKBIA : En:ENSCAFG00845002047, d2d1a : NFKBIB : En:ENSCAFG00845004879, a3b31 : NFKBIA : En:ENSCAFG00845002047, b995a : NFKBIB : En:ENSCAFG00845004879, e5620 : JUN : En:ENSCAFG00845006541, cf4c6 : MAP2K3 : En:ENSCAFG00845026332, c6836 : MAP2K6 : En:ENSCAFG00845005385]	[]	[afd11 : CCL5 : L:6352, b57cb : TLR6 : L:10333, c2ad6 : CCL3 : L:6348, d5b10 : TICAM2 : L:353376, f8d4c : CXCL9 : L:4283, fcdbf : CCL4 : L:6351]	[]	[]
Biomarkers for urea cycle disorders (WP4583)	100.0	12	12	0	0	0	0	[be5c9 : GATM : En:ENSCAFG00845030751, c30e1 : GPT : En:ENSCAFG00845011384, d7318 : F10 : En:ENSCAFG00845024167, dc8e8 : GAMT : En:ENSCAFG00845012536, dddc2 : GOT1 : En:ENSCAFG00845030772, e4f1f : F7 : En:ENSCAFG00845024066, d5c43 : GLS2 : En:ENSCAFG00845008418, b2880 : ARG1 : En:ENSCAFG00845006568, b7002 : ASS1 : En:ENSCAFG00845021573, e8e39 : GUSB : En:ENSCAFG00845013432, bc065 : NAGS : En:ENSCAFG00845009803, e3f98 : OTC : En:ENSCAFG00845025700]	[]	[]	[]	[]
