Pathway	Homology Score	Total genes	Mapped genes	Multi-mapped genes	No homology mapping genes	No mapping genes	No xref genes	mapped genes	multi-mapped genes	no homology mapping genes	no mapping genes	no xref genes
Nanomaterial-induced inflammasome activation (WP3890)	90.0	11	10	0	0	1	0	[ad754 : IL1B : En:ENSBTAG00000001321, c038a : CTSB : En:ENSBTAG00000012442, c27c4 : IL1B : En:ENSBTAG00000001321, c904c : IL1B : En:ENSBTAG00000001321, c947b : NFKB1 : En:ENSBTAG00000020270, e1177 : TLR4 : En:ENSBTAG00000006240, f1d2c : CASP1 : En:ENSBTAG00000050239, f75d5 : CASP1 : En:ENSBTAG00000050239, fbb21 : PYCARD : En:ENSBTAG00000020535, fcf99 : NOX1 : En:ENSBTAG00000016761]	[]	[]	[b120d : NLRP3 : S:A0A024R5Q0]	[]
Benzene metabolism (WP3891)	88.0	9	8	0	1	0	0	[a3de1 : CYP2E1 : En:ENSBTAG00000018365, a6e66 : CYP2E1 : En:ENSBTAG00000018365, bc416 : NQO1 : En:ENSBTAG00000020632, bd0b8 : DHDH : En:ENSBTAG00000013337, ce686 : EPHX1 : En:ENSBTAG00000000140, e09d3 : MPO : En:ENSBTAG00000011616, fb77e : NQO1 : En:ENSBTAG00000020632, a9977 : MPO : En:ENSBTAG00000011616]	[]	[e38ee : Glutathione S-transferase : L:2944]	[]	[]
Development of pulmonary dendritic cells and macrophage subsets (WP3892)	100.0	35	35	0	0	0	0	[ca2bc : ID2 : En:ENSBTAG00000021187, b296d : IRF4 : En:ENSBTAG00000002929, f7fb5 : RUNX2 : En:ENSBTAG00000004104, cd7a5 : FLT3LG : En:ENSBTAG00000038045, e280f : IKZF1 : En:ENSBTAG00000014016, f02a5 : STAT3 : En:ENSBTAG00000021523, f5108 : IRF8 : En:ENSBTAG00000017824, ea3c9 : CSF2 : En:ENSBTAG00000001570, d92e8 : SPI1 : En:ENSBTAG00000021709, e68e2 : TPO : En:ENSBTAG00000055050, b89c9 : SPI1 : En:ENSBTAG00000021709, ac475 : IRF8 : En:ENSBTAG00000017824, c78e2 : CSF1 : En:ENSBTAG00000000283, a979d : CSF1 : En:ENSBTAG00000000283, e316c : FLT3LG : En:ENSBTAG00000038045, e1069 : SPI1 : En:ENSBTAG00000021709, b2817 : CSF1 : En:ENSBTAG00000000283, e6762 : STAT3 : En:ENSBTAG00000021523, ae1ed : FLT3LG : En:ENSBTAG00000038045, f6007 : SPI1 : En:ENSBTAG00000021709, e421f : STAT3 : En:ENSBTAG00000021523, b0e75 : SPI1 : En:ENSBTAG00000021709, e41a1 : TCF4 : En:ENSBTAG00000016462, baaef : FLT3LG : En:ENSBTAG00000038045, a7f1d : FLT3LG : En:ENSBTAG00000038045, ab313 : CSF1 : En:ENSBTAG00000000283, d3a5a : IRF8 : En:ENSBTAG00000017824, bb2f5 : BATF3 : En:ENSBTAG00000011982, e6e90 : CSF1 : En:ENSBTAG00000000283, fb6b2 : IRF8 : En:ENSBTAG00000017824, f5036 : BATF3 : En:ENSBTAG00000011982, e5cd3 : FLT3LG : En:ENSBTAG00000038045, fff97 : IRF4 : En:ENSBTAG00000002929, cdcfa : CSF1 : En:ENSBTAG00000000283, e14bd : CSF2 : En:ENSBTAG00000001570]	[]	[]	[]	[]
NOTCH1 regulation of endothelial cell calcification (WP3413)	94.0	18	17	0	1	0	0	[a06bc : SOX6 : En:ENSBTAG00000044185, a5b38 : NOTCH1 : En:ENSBTAG00000022799, aa22d : LPAR1 : En:ENSBTAG00000009654, ae6a0 : VEGFA : En:ENSBTAG00000005339, b9593 : ITGA1 : En:ENSBTAG00000016525, c5078 : FGFR3 : En:ENSBTAG00000007164, c94eb : GJA5 : En:ENSBTAG00000006720, cc31c : SAT1 : En:ENSBTAG00000017363, cd119 : ALPL : En:ENSBTAG00000008951, e3221 : CALU : En:ENSBTAG00000016481, f6b97 : PLAT : En:ENSBTAG00000001244, f0b3a : PLAT : En:ENSBTAG00000001244, aee95 : DLL1 : En:ENSBTAG00000031476, b1987 : DLL3 : En:ENSBTAG00000010483, a81fd : DLL4 : En:ENSBTAG00000010361, f34f4 : JAG1 : En:ENSBTAG00000012817, d4f68 : JAG2 : En:ENSBTAG00000007319]	[]	[ed294 : MGP : En:ENSG00000111341]	[]	[]
Initiation of transcription and translation elongation at the HIV-1 LTR (WP3414)	86.0	72	62	0	1	0	9	[b244e : NFATC4 : En:ENSBTAG00000006366, d84be : NFATC3 : En:ENSBTAG00000004368, e99f2 : NFATC2 : En:ENSBTAG00000018270, ae6c2 : SUPT4H1 : En:ENSBTAG00000049588, b2cb0 : CDK9 : En:ENSBTAG00000004695, b6951 : HDAC1 : En:ENSBTAG00000012698, cd1d3 : PPP3R1 : En:ENSBTAG00000010619, d4c4c : NELFB : En:ENSBTAG00000021861, d79ff : SP1 : En:ENSBTAG00000003021, d9cee : HEXIM1 : En:ENSBTAG00000006056, e2bcd : PPP3CA : En:ENSBTAG00000016005, e3e86 : SUPT5H : En:ENSBTAG00000010467, e57d5 : PPP3CC : En:ENSBTAG00000020133, eaf8b : PPP3CB : En:ENSBTAG00000019525, eb172 : EP300 : En:ENSBTAG00000016198, ed4f2 : CCNT1 : En:ENSBTAG00000005861, f661d : CREBBP : En:ENSBTAG00000026403, fa53d : NELFA : En:ENSBTAG00000017921, b6957 : NFKBIA : En:ENSBTAG00000016683, f065c : NFATC1 : En:ENSBTAG00000000656, f8f05 : RELA : En:ENSBTAG00000013895, fe383 : NFATC4 : En:ENSBTAG00000006366, ce52a : NFATC3 : En:ENSBTAG00000004368, fc108 : NFATC2 : En:ENSBTAG00000018270, d53d1 : NFATC1 : En:ENSBTAG00000000656, f8f4a : NFKB1 : En:ENSBTAG00000020270, ac55e : NFATC4 : En:ENSBTAG00000006366, eb1bf : NFATC3 : En:ENSBTAG00000004368, e9274 : NFATC2 : En:ENSBTAG00000018270, aca8b : NFATC1 : En:ENSBTAG00000000656, f3b8b : NFKBIA : En:ENSBTAG00000016683, a1770 : RELA : En:ENSBTAG00000013895, d2ca2 : NFKB1 : En:ENSBTAG00000020270, cef3b : RELA : En:ENSBTAG00000013895, bf636 : NFKB1 : En:ENSBTAG00000020270, b4621 : RELA : En:ENSBTAG00000013895, f9561 : NFKB1 : En:ENSBTAG00000020270, ca41c : RELA : En:ENSBTAG00000013895, d0b90 : NFKB1 : En:ENSBTAG00000020270, d7ed3 : NFATC4 : En:ENSBTAG00000006366, c5e9d : NFATC3 : En:ENSBTAG00000004368, c0138 : NFATC2 : En:ENSBTAG00000018270, dfcc2 : NFATC1 : En:ENSBTAG00000000656, d50a8 : NFKB1 : En:ENSBTAG00000020270, ccc26 : NFKB1 : En:ENSBTAG00000020270, b1dac : CREBBP : En:ENSBTAG00000026403, d3649 : EP300 : En:ENSBTAG00000016198, ed39d : CDK9 : En:ENSBTAG00000004695, cbfe0 : CCNT1 : En:ENSBTAG00000005861, e4e15 : NELFCD : En:ENSBTAG00000018783, f4850 : NELFE : En:ENSBTAG00000007453, ad673 : CDK9 : En:ENSBTAG00000004695, d0974 : CCNT1 : En:ENSBTAG00000005861, c0a21 : SP1 : En:ENSBTAG00000003021, caa93 : SP1 : En:ENSBTAG00000003021, b4174 : HDAC2 : En:ENSBTAG00000011849, eb4f1 : HDAC3 : En:ENSBTAG00000017360, a262d : HDAC4 : En:ENSBTAG00000017764, f1a35 : HDAC5 : En:ENSBTAG00000016254, dc978 : HDAC7 : En:ENSBTAG00000026819, a96eb : HDAC8 : En:ENSBTAG00000046092, eac90 : HDAC9 : En:ENSBTAG00000003808]	[]	[f2620 : PPP3R2 : En:ENSG00000188386]	[]	[ad7c4 : Histones : :, c3294 : HDAC : :, cc679 : RNA Pol II : :, d8584 : Tat : :, eb7b5 : Ubiquitin : :, d00cd : Histones : :, ee9cf : Tat : :, d50dc : Tat : :, b2956 : Tat : :]
Netrin-UNC5B signaling pathway (WP4747)	100.0	63	63	0	0	0	0	[e2c43 : RAF1 : En:ENSBTAG00000045748, b30e3 : RAF1 : En:ENSBTAG00000045748, b3e79 : NTN1 : En:ENSBTAG00000012137, d752a : NTN3 : En:ENSBTAG00000045625, a138b : NTN4 : En:ENSBTAG00000003183, b2297 : DAPK1 : En:ENSBTAG00000000738, e8880 : PPP1CA : En:ENSBTAG00000012146, de337 : NEO1 : En:ENSBTAG00000004990, a4fbf : ARHGEF12 : En:ENSBTAG00000021343, b0601 : RGMA : En:ENSBTAG00000018603, dfc15 : DCSTAMP : En:ENSBTAG00000021240, db76e : PRKCA : En:ENSBTAG00000001061, a6ebb : PPP2R1B : En:ENSBTAG00000020277, b35e4 : SRC : En:ENSBTAG00000008938, e22e9 : CIP2A : En:ENSBTAG00000017140, ca27c : AGAP2 : En:ENSBTAG00000007156, e5012 : FYN : En:ENSBTAG00000011851, b849b : YAP1 : En:ENSBTAG00000039307, c5edc : INPP5D : En:ENSBTAG00000020173, f5b62 : PLEKHH1 : En:ENSBTAG00000018297, f71ab : PTPN11 : En:ENSBTAG00000002048, d9f06 : AKT1 : En:ENSBTAG00000017636, f23be : JUN : En:ENSBTAG00000004037, d315e : PTK2B : En:ENSBTAG00000005958, ef086 : MYF5 : En:ENSBTAG00000026972, d8f35 : TP53 : En:ENSBTAG00000001069, dd4a1 : PIK3CA : En:ENSBTAG00000009232, e3e26 : RAC1 : En:ENSBTAG00000053390, f6c0b : RHOA : En:ENSBTAG00000004279, e3c39 : UNC5B : En:ENSBTAG00000014270, d452d : ITGB4 : En:ENSBTAG00000018169, d5913 : RGMA : En:ENSBTAG00000018603, f12a8 : NEO1 : En:ENSBTAG00000004990, b424e : RLF : En:ENSBTAG00000019695, c2ec6 : CCL2 : En:ENSBTAG00000037811, d7eb0 : PTK2 : En:ENSBTAG00000009578, e9177 : RAF1 : En:ENSBTAG00000045748, cdd5d : MAP2K1 : En:ENSBTAG00000033983, eea05 : MAP2K2 : En:ENSBTAG00000024450, bb1d5 : MAPK1 : En:ENSBTAG00000010312, e8009 : MAPK3 : En:ENSBTAG00000016156, a2c30 : JUN : En:ENSBTAG00000004037, db1c7 : PPP1CA : En:ENSBTAG00000012146, e65df : PPP1CA : En:ENSBTAG00000012146, e61e4 : CCN2 : En:ENSBTAG00000006367, b236a : PTPA : En:ENSBTAG00000001933, abe60 : ARHGEF12 : En:ENSBTAG00000021343, c22e3 : TNF : En:ENSBTAG00000025471, d8e89 : IL1A : En:ENSBTAG00000010349, e22a0 : IL10 : En:ENSBTAG00000006685, cc573 : COL1A1 : En:ENSBTAG00000013103, bf7b3 : ALPL : En:ENSBTAG00000008951, c0f9d : ICAM1 : En:ENSBTAG00000053933, f654e : VCAM1 : En:ENSBTAG00000037539, d5d26 : SELE : En:ENSBTAG00000007307, a887f : MAPK14 : En:ENSBTAG00000020783, cb1ab : CASP3 : En:ENSBTAG00000015874, ea344 : YAP1 : En:ENSBTAG00000039307, c531c : UNC5B : En:ENSBTAG00000014270, bdcba : UNC5B : En:ENSBTAG00000014270, a914e : ROBO4 : En:ENSBTAG00000004356, f6d98 : KDR : En:ENSBTAG00000000782, ac013 : CDH5 : En:ENSBTAG00000007421]	[]	[]	[]	[]
Thyroid hormones production and peripheral downstream signaling effects (WP4746)	99.0	127	126	0	1	0	0	[e8363 : POMC : En:ENSBTAG00000007897, deb28 : PRKG2 : En:ENSBTAG00000002978, ca8db : TBC1D4 : En:ENSBTAG00000005760, af98a : SLC26A4 : En:ENSBTAG00000010062, d7d12 : PRDM16 : En:ENSBTAG00000018965, b0886 : ATF2 : En:ENSBTAG00000002295, e99fc : PAX8 : En:ENSBTAG00000019354, c3895 : NOTCH1 : En:ENSBTAG00000022799, fc200 : FGF21 : En:ENSBTAG00000011624, a1357 : SLC16A2 : En:ENSBTAG00000002585, a1168 : ZNF516 : En:ENSBTAG00000004650, ea3c8 : GRB2 : En:ENSBTAG00000004736, d195d : ADCY3 : En:ENSBTAG00000018705, a5121 : TSC2 : En:ENSBTAG00000020617, b1b70 : RPS6KB1 : En:ENSBTAG00000016851, ec128 : ITGB3 : En:ENSBTAG00000009987, a2f91 : CREB3 : En:ENSBTAG00000011429, b532f : RHEB : En:ENSBTAG00000031861, b824e : MDM2 : En:ENSBTAG00000055210, fbfe1 : MAPKAPK3 : En:ENSBTAG00000016532, f3c11 : NPPB : En:ENSBTAG00000021739, a63b2 : MAFA : En:ENSBTAG00000026344, fbd49 : RHEB : En:ENSBTAG00000031861, cb74d : FOXO1 : En:ENSBTAG00000044105, cbb6f : GSK3B : En:ENSBTAG00000048057, fa037 : S6 : En:ENSBTAG00000005315, f93cc : SHH : En:ENSBTAG00000024552, dcb3b : NPR1 : En:ENSBTAG00000006234, e11e4 : PPARG : En:ENSBTAG00000001333, c0a82 : THRA : En:ENSBTAG00000010745, b88ce : SLCO1C1 : En:ENSBTAG00000019602, c6842 : CTNNB1 : En:ENSBTAG00000016420, f21c6 : MAP4K5 : En:ENSBTAG00000014792, cf03d : TSHR : En:ENSBTAG00000017489, fb07f : UCP1 : En:ENSBTAG00000004647, f79e4 : NHSL1 : En:ENSBTAG00000000245, bd896 : PRKCQ : En:ENSBTAG00000010664, b79bb : MAP2K1 : En:ENSBTAG00000033983, c13f0 : BAD : En:ENSBTAG00000012511, d3764 : TTF1 : En:ENSBTAG00000018710, f0ffd : MAPK1 : En:ENSBTAG00000010312, fbdf8 : SECISBP2L : En:ENSBTAG00000046553, fc11b : WNT4 : En:ENSBTAG00000051083, ff3dd : HRAS : En:ENSBTAG00000046644, d524f : NPPA : En:ENSBTAG00000006709, b6412 : FRS2 : En:ENSBTAG00000019155, e0a73 : AKT3 : En:ENSBTAG00000017788, a4dab : TG : En:ENSBTAG00000007823, a409a : AGRP : En:ENSBTAG00000014556, c7970 : KDM3B : En:ENSBTAG00000010063, bfecd : RAF1 : En:ENSBTAG00000045748, dd712 : PLIN1 : En:ENSBTAG00000015350, f673a : AQP7 : En:ENSBTAG00000020105, c2ebb : TSC1 : En:ENSBTAG00000005190, e061d : MAPK14 : En:ENSBTAG00000020783, e88cd : MGLL : En:ENSBTAG00000018248, abe34 : ITGAV : En:ENSBTAG00000019929, dd7ed : SLC16A10 : En:ENSBTAG00000009239, ce6ba : ITPR2 : En:ENSBTAG00000002313, ae19c : DUOXA2 : En:ENSBTAG00000016239, ea219 : RPTOR : En:ENSBTAG00000002883, ce78c : SIRT6 : En:ENSBTAG00000019909, bd878 : SRC : En:ENSBTAG00000008938, fdb8c : HRAS : En:ENSBTAG00000046644, dc3ae : MLST8 : En:ENSBTAG00000009928, dd68f : TPO : En:ENSBTAG00000055050, b47c5 : SLC5A5 : En:ENSBTAG00000015830, d7139 : TSC2 : En:ENSBTAG00000020617, b0f67 : FGFR1 : En:ENSBTAG00000015457, a443a : TSHB : En:ENSBTAG00000006295, a6649 : KDM1A : En:ENSBTAG00000009500, a4ded : PFKFB2 : En:ENSBTAG00000002126, dd1f4 : PNPLA2 : En:ENSBTAG00000005144, a6065 : IYD : En:ENSBTAG00000015935, e5f4c : AKT1S1 : En:ENSBTAG00000005763, fb990 : DUOX2 : En:ENSBTAG00000016234, eb98d : PRKACA : En:ENSBTAG00000006642, e78ce : KLB : En:ENSBTAG00000014517, ef00e : RXRA : En:ENSBTAG00000017851, a62ca : MC4R : En:ENSBTAG00000019676, b5a7f : CASP9 : En:ENSBTAG00000002472, e1b50 : ADCY8 : En:ENSBTAG00000014600, a88ea : CREB3 : En:ENSBTAG00000011429, dcdb5 : MTOR : En:ENSBTAG00000015325, cfd6f : PPARGC1A : En:ENSBTAG00000017024, ed3ac : ADRB3 : En:ENSBTAG00000017981, c764a : TTF2 : En:ENSBTAG00000015392, f7648 : TRH : En:ENSBTAG00000005306, d1cc8 : ACTL6B : En:ENSBTAG00000008295, f4dd0 : PIK3CA : En:ENSBTAG00000009232, a2f85 : TP53 : En:ENSBTAG00000001069, c23d8 : THRB : En:ENSBTAG00000017802, de8c2 : MTOR : En:ENSBTAG00000015325, d9eb6 : SOS1 : En:ENSBTAG00000011643, af80c : RPS6KA6 : En:ENSBTAG00000002015, b9331 : NPY : En:ENSBTAG00000004503, f0fdb : PLCB1 : En:ENSBTAG00000008338, ad0f9 : SLC16A2 : En:ENSBTAG00000002585, cac9e : PRKACA : En:ENSBTAG00000006642, f7e73 : FGF21 : En:ENSBTAG00000011624, f291d : UCP1 : En:ENSBTAG00000004647, e9320 : SLC16A2 : En:ENSBTAG00000002585, c500c : SLC16A2 : En:ENSBTAG00000002585, c8f85 : DIO2 : En:ENSBTAG00000001605, fd450 : DIO2 : En:ENSBTAG00000001605, dcd9a : SLC16A2 : En:ENSBTAG00000002585, a0f2c : SLC16A2 : En:ENSBTAG00000002585, f51ee : SHH : En:ENSBTAG00000024552, d8e56 : DIO3 : En:ENSBTAG00000043578, c7693 : SLC16A10 : En:ENSBTAG00000009239, afe86 : ITGB3 : En:ENSBTAG00000009987, ae9e4 : ITGAV : En:ENSBTAG00000019929, ed9cd : THRA : En:ENSBTAG00000010745, ba430 : PRKCQ : En:ENSBTAG00000010664, f872b : ITPR2 : En:ENSBTAG00000002313, caadd : PLCB1 : En:ENSBTAG00000008338, cedbb : PRKACA : En:ENSBTAG00000006642, b4b8b : THRA : En:ENSBTAG00000010745, b3521 : RXRA : En:ENSBTAG00000017851, c942a : SLC16A2 : En:ENSBTAG00000002585, a172c : SLC16A2 : En:ENSBTAG00000002585, e50cf : DIO2 : En:ENSBTAG00000001605, e24db : RXRA : En:ENSBTAG00000017851, e1422 : THRB : En:ENSBTAG00000017802, b576d : THRA : En:ENSBTAG00000010745, eca6a : RXRA : En:ENSBTAG00000017851]	[]	[aae3f : DIO1 : En:ENSG00000211452]	[]	[]
Development and heterogeneity of the ILC family (WP3893)	90.0	55	50	0	4	0	1	[a107c : IL15 : En:ENSBTAG00000018200, a55b2 : IL12A : En:ENSBTAG00000015150, a81e8 : ID2 : En:ENSBTAG00000021187, a8780 : GATA3 : En:ENSBTAG00000017243, afa6c : TNF : En:ENSBTAG00000025471, b1d8a : IL1B : En:ENSBTAG00000001321, b2b13 : TBX21 : En:ENSBTAG00000014199, b5c4d : TNF : En:ENSBTAG00000025471, b5d8a : AHR : En:ENSBTAG00000007746, b8129 : IFNG : En:ENSBTAG00000012529, bac5b : IL6 : En:ENSBTAG00000014921, c722e : IL7 : En:ENSBTAG00000016284, cabd1 : BCL11B : En:ENSBTAG00000018019, cd163 : GFI1 : En:ENSBTAG00000016723, cd8fc : HNF1A : En:ENSBTAG00000021795, d21aa : IL13 : En:ENSBTAG00000015953, de5a6 : IL4 : En:ENSBTAG00000015957, e0c25 : ZBTB16 : En:ENSBTAG00000011266, e7431 : GATA3 : En:ENSBTAG00000017243, e8be5 : IL17A : En:ENSBTAG00000002150, ebbd6 : IL18 : En:ENSBTAG00000000277, ec6b7 : TOX : En:ENSBTAG00000004954, ecb1c : IL25 : En:ENSBTAG00000009701, f1fb2 : IL23A : En:ENSBTAG00000004378, f3d37 : IL22 : En:ENSBTAG00000015407, fad3f : AREG : En:ENSBTAG00000018134, fdbf9 : EOMES : En:ENSBTAG00000016920, cb1e6 : IL15 : En:ENSBTAG00000018200, b8f1d : IFNG : En:ENSBTAG00000012529, d01c1 : IFNG : En:ENSBTAG00000012529, cf725 : ID2 : En:ENSBTAG00000021187, f5cb2 : TOX : En:ENSBTAG00000004954, db9f9 : RORA : En:ENSBTAG00000015904, ef22b : TSLP : En:ENSBTAG00000048456, ca28a : IL25 : En:ENSBTAG00000009701, cf197 : IL5 : En:ENSBTAG00000031235, dc659 : IL9 : En:ENSBTAG00000018290, e1d86 : ID2 : En:ENSBTAG00000021187, b8084 : TBX21 : En:ENSBTAG00000014199, fac23 : TBX21 : En:ENSBTAG00000014199, d2fc2 : IL7 : En:ENSBTAG00000016284, d40f2 : IL12B : En:ENSBTAG00000004741, db19c : IFNG : En:ENSBTAG00000012529, ca76f : IL12A : En:ENSBTAG00000015150, f953a : IL12B : En:ENSBTAG00000004741, b39b3 : IFNG : En:ENSBTAG00000012529, d7ed8 : IL22 : En:ENSBTAG00000015407, b41fc : IL17A : En:ENSBTAG00000002150, dace9 : IL23A : En:ENSBTAG00000004378, be7c5 : IL1B : En:ENSBTAG00000001321]	[]	[d00c9 : NFIL3 : En:ENSG00000165030, d9b86 : NFIL3 : En:ENSG00000165030, a27ec : IL-33 : En:ENSG00000137033, d621a : NFIL3 : En:ENSG00000165030]	[]	[ab627 : ROR-gammat : :]
Ketogenesis and ketolysis (WP4742)	88.0	9	8	0	0	0	1	[cfd9d : CPT2 : En:ENSBTAG00000014649, da37e : OXCT1 : En:ENSBTAG00000033186, f1560 : SLC25A20 : En:ENSBTAG00000000191, f6797 : BDH1 : En:ENSBTAG00000000448, f54e8 : MCT-1 : En:ENSBTAG00000049434, ffa51 : UCP2 : En:ENSBTAG00000003692, bb6c1 : SLC2A1 : En:ENSBTAG00000009617, efb3e : ACAT1 : En:ENSBTAG00000012885]	[]	[]	[]	[b9409 : ? : :]
FTO obesity variant mechanism (WP3407)	100.0	9	9	0	0	0	0	[b70cf : PRDM16 : En:ENSBTAG00000018965, bd803 : FTO : En:ENSBTAG00000012501, c6fe8 : ARID5B : En:ENSBTAG00000051333, d7732 : IRX5 : En:ENSBTAG00000004838, d8875 : PPARGC1A : En:ENSBTAG00000017024, e1668 : IRX3 : En:ENSBTAG00000012083, f7d14 : UCP1 : En:ENSBTAG00000004647, fb31e : TBX1 : En:ENSBTAG00000048862, da83e : FTO : En:ENSBTAG00000012501]	[]	[]	[]	[]
